"date..UTC.0.","Al_Flags","Al_Concentration..ng.m3.","Si_Flags","Si_Concentration..ng.m3.","P_Flags","P_Concentration..ng.m3.","S_Flags","S_Concentration..ng.m3.","Cl_Flags","Cl_Concentration..ng.m3.","K_Flags","K_Concentration..ng.m3.","Ca_Flags","Ca_Concentration..ng.m3.","Ti_Flags","Ti_Concentration..ng.m3.","V_Flags","V_Concentration..ng.m3.","Cr_Flags","Cr_Concentration..ng.m3.","Mn_Flags","Mn_Concentration..ng.m3.","Fe_Flags","Fe_Concentration..ng.m3.","Co_Flags","Co_Concentration..ng.m3.","Ni_Flags","Ni_Concentration..ng.m3.","Cu_Flags","Cu_Concentration..ng.m3.","Zn_Flags","Zn_Concentration..ng.m3.","Ga_Flags","Ga_Concentration..ng.m3.","Ge_Flags","Ge_Concentration..ng.m3.","As_Flags","As_Concentration..ng.m3.","Se_Flags","Se_Concentration..ng.m3.","Br_Flags","Br_Concentration..ng.m3.","Sr_Flags","Sr_Concentration..ng.m3.","Y_Flags","Y_Concentration..ng.m3.","Zr_Flags","Zr_Concentration..ng.m3.","Mo_Flags","Mo_Concentration..ng.m3.","Pd_Flags","Pd_Concentration..ng.m3.","Ag_Flags","Ag_Concentration..ng.m3.","Cd_Flags","Cd_Concentration..ng.m3.","In_Flags","In_Concentration..ng.m3.","Sn_Flags","Sn_Concentration..ng.m3.","Sb_Flags","Sb_Concentration..ng.m3.","Te_Flags","Te_Concentration..ng.m3.","Ba_Flags","Ba_Concentration..ng.m3.","La_Flags","La_Concentration..ng.m3.","Ce_Flags","Ce_Concentration..ng.m3.","Pt_Flags","Pt_Concentration..ng.m3.","Hg_Flags","Hg_Concentration..ng.m3.","Tl_Flags","Tl_Concentration..ng.m3.","Pb_Flags","Pb_Concentration..ng.m3.","Bi_Flags","Bi_Concentration..ng.m3.","PM.size.fraction"
"2021-07-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 01:00:00",NA,0,NA,214.2672,NA,0,NA,1277.93,NA,53.4043,NA,169.267,NA,125.2374,NA,7.834,"E: Uncertainty",NA,NA,0.7238,NA,4.0586,NA,194.6476,NA,0,NA,0.737,NA,17.3829,NA,77.4687,NA,0,NA,0,NA,3.253,NA,1.3957,NA,4.2772,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,11.6513,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7.8093,NA,0,"PM2.5"
"2021-07-09 02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 03:00:00","E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,1256.2772,NA,0.031,NA,181.067,NA,110.5611,NA,7.4598,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,3.4943,NA,164.5094,NA,0,"E: Uncertainty",NA,NA,92.5189,NA,252.7228,NA,0,NA,0,NA,4.0545,NA,4.7985,NA,6.8279,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18.0658,NA,0,"PM2.5"
"2021-07-09 04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 05:00:00","E: Uncertainty",NA,NA,305.936,NA,0,NA,1170.5705,NA,0,NA,137.3874,NA,169.0631,NA,13.4386,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,2.4093,NA,229.6708,NA,0,"E: Uncertainty",NA,NA,15.6703,NA,52.7442,NA,0,NA,0,NA,1.8661,NA,1.611,NA,3.0509,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,3.4749,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6.7337,NA,0,"PM2.5"
"2021-07-09 06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 07:00:00",NA,717.7209,NA,0,NA,0,NA,616.7208,NA,0,NA,66.2944,NA,47.2505,NA,2.2328,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,1.6821,NA,156.2359,NA,0,"E: Uncertainty",NA,NA,5.5161,NA,18.4694,NA,0,NA,0,NA,0.6787,NA,0.5563,NA,0.8617,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,3.4812,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,1.0852,"E: Uncertainty",NA,"PM2.5"
"2021-07-09 08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 09:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,564.9732,NA,0,NA,41.195,NA,68.3487,NA,3.9939,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,109.2658,NA,0,NA,0,NA,4.1066,NA,33.9716,NA,0,NA,0,NA,2.0534,"E: Uncertainty",NA,NA,1.0169,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2.2886,NA,0,"PM2.5"
"2021-07-09 10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 11:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,674.403,NA,0,NA,52.1217,NA,56.9239,NA,4.4671,NA,0,NA,0,"E: Uncertainty",NA,NA,109.0142,NA,0,"E: Uncertainty",NA,NA,5.0783,NA,28.1113,NA,0,NA,0,NA,0.7191,"E: Uncertainty",NA,NA,1.819,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4.1437,NA,1.1688,"PM2.5"
"2021-07-09 12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 13:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,606.0319,NA,0,NA,40.1059,NA,32.1926,NA,1.9365,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,66.3842,NA,0,"E: Uncertainty",NA,NA,3.6593,NA,11.2654,NA,0,NA,0,NA,1.2186,"E: Uncertainty",NA,NA,2.529,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"PM2.5"
"2021-07-09 14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 15:00:00",NA,0,NA,0,NA,0,NA,608.7994,NA,0,NA,30.4366,NA,39.5173,NA,1.9157,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,78.3629,NA,0,NA,0,NA,3.1032,NA,5.8688,NA,0,NA,0,NA,0.5548,NA,0,NA,1.9831,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,10.96,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1.6345,NA,0,"PM2.5"
"2021-07-09 16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 17:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,357.9186,NA,0,NA,13.1892,NA,32.2806,NA,1.3925,NA,0,NA,0,NA,0,NA,67.5331,NA,0,NA,0,NA,4.8633,NA,3.9411,NA,0,NA,0,NA,0.7388,"E: Uncertainty",NA,NA,1.0126,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"PM2.5"
"2021-07-09 18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 19:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,305.2072,NA,0,NA,19.9599,NA,29.9124,NA,2.6495,NA,0,NA,0,"E: Uncertainty",NA,NA,108.5569,NA,0,NA,0,NA,10.4118,NA,11.5858,NA,0,NA,0,"E: Uncertainty",NA,NA,0,NA,0.9862,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,12.9639,NA,0,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,3.2509,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1.0603,NA,0,"PM2.5"
"2021-07-09 20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 21:00:00","E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,302.4417,NA,0,NA,53.0764,NA,27.684,NA,1.0858,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,87.5922,NA,0,NA,0,NA,5.3989,NA,8.8929,NA,0,NA,0,NA,2.6198,NA,0,NA,1.4678,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2.8646,NA,0,"PM2.5"
"2021-07-09 22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-09 23:00:00",NA,0,NA,0,NA,0,NA,299.7215,NA,0,NA,48.7542,NA,26.775,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,76.7916,NA,0,NA,0,NA,4.3109,NA,8.4881,NA,0,NA,0,NA,1.97,"E: Uncertainty",NA,NA,5.6848,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0.0042,NA,0,NA,5.9575,NA,0,"PM2.5"
"2021-07-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 01:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,288.6719,NA,0,NA,67.9339,NA,21.4594,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,44.7172,"E: Uncertainty",NA,NA,0,NA,2.4059,NA,6.5722,NA,0,NA,0,NA,2.229,"E: Uncertainty",NA,NA,2.0694,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,14.1362,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,NA,0.2022,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1.5643,NA,0,"PM2.5"
"2021-07-10 02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 03:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,272.7959,NA,0,NA,45.0039,NA,18.5517,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0.0053,NA,0,NA,34.0938,NA,0,"E: Uncertainty",NA,NA,1.4674,NA,8.1056,NA,0,NA,0,NA,3.0853,"E: Uncertainty",NA,NA,1.1569,NA,0,NA,0,NA,0,NA,0,NA,9.2969,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3.9537,NA,0,"PM2.5"
"2021-07-10 04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 05:00:00","E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,375.902,NA,0,NA,45.6246,NA,16.3168,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,32.2355,"E: Uncertainty",NA,NA,0,NA,0.7691,NA,7.4191,NA,0,NA,0,NA,1.8926,NA,0,NA,1.2839,NA,1.7011,NA,0,NA,0,NA,0,NA,13.4295,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"PM2.5"
"2021-07-10 06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 07:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,421.8834,NA,0,NA,36.7574,NA,13.4238,"E: Uncertainty",NA,NA,1.1293,NA,0,NA,0,NA,30.2124,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,1.1663,NA,6.5473,NA,0,NA,0,NA,1.285,NA,0.002,NA,1.2151,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0.7481,NA,0,"PM2.5"
"2021-07-10 08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 09:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,455.0812,NA,0,NA,32.2438,NA,42.822,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,41.1966,NA,0,"E: Uncertainty",NA,NA,1.5246,NA,10.0624,NA,0,NA,0,NA,1.1526,NA,0,NA,2.337,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1.0254,NA,0,"PM2.5"
"2021-07-10 10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 11:00:00",NA,0,NA,0,NA,0,NA,428.9589,NA,0,NA,23.5049,NA,18.2769,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,40.7791,NA,0,NA,0,NA,1.4352,NA,15.3125,NA,0,NA,0,NA,0.7881,"E: Uncertainty",NA,NA,1.8147,NA,0,NA,0,NA,0,NA,0,NA,17.5496,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2.1401,NA,0,"PM2.5"
"2021-07-10 12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 13:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,341.0316,NA,0,NA,28.3618,NA,19.6761,NA,1.3909,"E: Uncertainty",NA,NA,0,NA,0,NA,32.6581,NA,0,"E: Uncertainty",NA,NA,1.118,NA,10.4858,NA,0,NA,0,NA,0.8809,NA,0,NA,1.8396,NA,0,NA,0,NA,0,NA,0,NA,15.2066,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"PM2.5"
"2021-07-10 14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 15:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,318.1854,NA,0,NA,19.7226,NA,20.7185,NA,1.1585,NA,0.729,NA,0,NA,0,NA,25.356,NA,0,NA,0,NA,1.2687,NA,4.1268,NA,0,NA,0,NA,0.5076,"E: Uncertainty",NA,NA,2.2041,NA,0,NA,0,NA,0,NA,0,NA,16.2089,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"PM2.5"
"2021-07-10 16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 17:00:00","E: Uncertainty",NA,NA,0,NA,0,NA,283.3086,NA,0,NA,20.0926,NA,16.1448,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,29.4156,NA,0,"E: Uncertainty",NA,NA,1.0875,NA,4.306,NA,0,NA,0,NA,1.1558,NA,0,NA,1.2704,NA,0,NA,0,NA,0,NA,0,NA,12.5574,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"PM2.5"
"2021-07-10 18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-07-10 19:00:00",NA,0,"E: Uncertainty",NA,NA,0,NA,589.0556,NA,335.2157,NA,109.8725,NA,145.8238,NA,7.0808,"E: Uncertainty",NA,NA,1.7343,NA,3.6151,NA,210.1823,NA,0,"E: Uncertainty",NA,NA,10.2298,NA,44.0323,NA,0,NA,0,NA,5.6532,"E: Uncertainty",NA,NA,11.0623,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,14.6157,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,45.7046,NA,0,"PM2.5"
