"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2022-06-01,0.41,1.551,NA
2022-06-01 00:01:00,0.436,1.529,NA
2022-06-01 00:02:00,0.449,1.502,NA
2022-06-01 00:03:00,0.443,1.47,NA
2022-06-01 00:04:00,0.459,1.456,NA
2022-06-01 00:05:00,0.476,1.417,NA
2022-06-01 00:06:00,0.466,1.37,NA
2022-06-01 00:07:00,0.468,1.359,NA
2022-06-01 00:08:00,0.441,1.329,NA
2022-06-01 00:09:00,0.443,1.296,NA
2022-06-01 00:10:00,0.436,1.262,NA
2022-06-01 00:11:00,0.438,1.215,NA
2022-06-01 00:12:00,0.45,1.156,NA
2022-06-01 00:13:00,0.445,1.108,NA
2022-06-01 00:14:00,0.45,1.082,NA
2022-06-01 00:15:00,0.447,1.042,NA
2022-06-01 00:16:00,0.433,0.999,NA
2022-06-01 00:17:00,0.461,0.975,NA
2022-06-01 00:18:00,0.471,0.96,NA
2022-06-01 00:19:00,0.465,0.947,NA
2022-06-01 00:20:00,0.454,0.945,NA
2022-06-01 00:21:00,0.454,0.96,NA
2022-06-01 00:22:00,0.431,0.969,NA
2022-06-01 00:23:00,0.429,0.968,NA
2022-06-01 00:24:00,0.425,0.975,NA
2022-06-01 00:25:00,0.417,0.959,NA
2022-06-01 00:26:00,0.426,0.942,NA
2022-06-01 00:27:00,0.453,0.927,NA
2022-06-01 00:28:00,0.497,0.917,NA
2022-06-01 00:29:00,0.51,0.895,NA
2022-06-01 00:30:00,0.5,0.876,NA
2022-06-01 00:31:00,0.489,0.873,NA
2022-06-01 00:32:00,0.481,0.884,NA
2022-06-01 00:33:00,0.5,0.898,NA
2022-06-01 00:34:00,0.507,0.899,NA
2022-06-01 00:35:00,0.484,0.914,NA
2022-06-01 00:36:00,0.465,0.923,NA
2022-06-01 00:37:00,0.415,0.935,NA
2022-06-01 00:38:00,0.377,0.937,NA
2022-06-01 00:39:00,0.365,0.933,NA
2022-06-01 00:40:00,0.354,0.905,NA
2022-06-01 00:41:00,0.342,0.879,NA
2022-06-01 00:42:00,0.32,0.865,NA
2022-06-01 00:43:00,0.278,0.848,NA
2022-06-01 00:44:00,0.24,0.829,NA
2022-06-01 00:45:00,0.22,0.821,NA
2022-06-01 00:46:00,0.248,0.814,NA
2022-06-01 00:47:00,0.273,0.812,NA
2022-06-01 00:48:00,0.299,0.817,NA
2022-06-01 00:49:00,0.318,0.816,NA
2022-06-01 00:50:00,0.321,0.832,NA
2022-06-01 00:51:00,0.369,0.858,NA
2022-06-01 00:52:00,0.389,0.87,NA
2022-06-01 00:53:00,0.403,0.898,NA
2022-06-01 00:54:00,0.428,0.916,NA
