"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2022-03-01,0.189,2.82,NA
2022-03-01 00:01:00,0.169,2.755,NA
2022-03-01 00:02:00,0.166,2.645,NA
2022-03-01 00:03:00,0.159,2.549,NA
2022-03-01 00:04:00,0.153,2.484,NA
2022-03-01 00:05:00,0.162,2.461,NA
2022-03-01 00:06:00,0.187,2.382,NA
2022-03-01 00:07:00,0.209,2.362,NA
2022-03-01 00:08:00,0.207,2.355,NA
2022-03-01 00:09:00,0.23,2.367,NA
2022-03-01 00:10:00,0.249,2.361,NA
2022-03-01 00:11:00,0.262,2.337,NA
2022-03-01 00:12:00,0.269,2.318,NA
2022-03-01 00:13:00,0.255,2.283,NA
2022-03-01 00:14:00,0.243,2.261,NA
2022-03-01 00:15:00,0.218,2.209,NA
2022-03-01 00:16:00,0.214,2.123,NA
2022-03-01 00:17:00,0.217,2.122,NA
2022-03-01 00:18:00,0.202,2.099,NA
2022-03-01 00:19:00,0.19,2.109,NA
2022-03-01 00:20:00,0.172,2.157,NA
2022-03-01 00:21:00,0.17,2.182,NA
2022-03-01 00:22:00,0.162,2.188,NA
2022-03-01 00:23:00,0.176,2.168,NA
2022-03-01 00:24:00,0.169,2.139,NA
2022-03-01 00:25:00,0.163,2.089,NA
2022-03-01 00:26:00,0.155,2.001,NA
2022-03-01 00:27:00,0.154,1.91,NA
2022-03-01 00:28:00,0.152,1.798,NA
2022-03-01 00:29:00,0.154,1.656,NA
2022-03-01 00:30:00,0.165,1.528,NA
2022-03-01 00:31:00,0.162,1.451,NA
2022-03-01 00:32:00,0.151,1.375,NA
2022-03-01 00:33:00,0.158,1.305,NA
2022-03-01 00:34:00,0.167,1.227,NA
2022-03-01 00:35:00,0.173,1.166,NA
2022-03-01 00:36:00,0.175,1.116,NA
2022-03-01 00:37:00,0.182,1.1,NA
2022-03-01 00:38:00,0.176,1.065,NA
2022-03-01 00:39:00,0.181,1.023,NA
2022-03-01 00:40:00,0.188,1.001,NA
2022-03-01 00:41:00,0.194,0.993,NA
2022-03-01 00:42:00,0.196,1.004,NA
2022-03-01 00:43:00,0.2,0.984,NA
2022-03-01 00:44:00,0.211,0.958,NA
2022-03-01 00:45:00,0.224,0.91,NA
2022-03-01 00:46:00,0.234,0.868,NA
2022-03-01 00:47:00,0.242,0.865,NA
2022-03-01 00:48:00,0.24,0.831,NA
2022-03-01 00:49:00,0.25,0.809,NA
2022-03-01 00:50:00,0.252,0.78,NA
2022-03-01 00:51:00,0.254,0.764,NA
2022-03-01 00:52:00,0.268,0.745,NA
2022-03-01 00:53:00,0.275,0.74,NA
2022-03-01 00:54:00,0.278,0.751,NA
2022-03-01 00:55:00,0.272,0.726,NA
2022-03-01 00:56:00,0.29,0.711,NA
2022-03-01 00:57:00,0.292,0.682,NA
2022-03-01 00:58:00,0.281,0.646,NA
2022-03-01 00:59:00,0.292,0.598,NA
2022-03-01 01:00:00,0.29,0.556,NA
2022-03-01 01:01:00,0.285,0.527,NA
2022-03-01 01:02:00,0.278,0.512,NA
2022-03-01 01:03:00,0.27,0.488,NA
2022-03-01 01:04:00,0.27,0.523,NA
2022-03-01 01:05:00,0.258,0.525,NA
2022-03-01 01:06:00,0.266,0.554,NA
2022-03-01 01:07:00,0.266,0.57,NA
2022-03-01 01:08:00,0.266,0.622,NA
2022-03-01 01:09:00,0.256,0.642,NA
2022-03-01 01:10:00,0.266,0.637,NA
2022-03-01 01:11:00,0.273,0.675,NA
2022-03-01 01:12:00,0.274,0.684,NA
2022-03-01 01:13:00,0.275,0.618,NA
2022-03-01 01:14:00,0.281,0.541,NA
2022-03-01 01:15:00,0.264,0.466,NA
2022-03-01 01:16:00,0.267,0.397,NA
2022-03-01 01:17:00,0.263,0.311,NA
2022-03-01 01:18:00,0.247,0.254,NA
2022-03-01 01:19:00,0.25,0.205,NA
2022-03-01 01:20:00,0.237,0.111,NA
2022-03-01 01:21:00,0.221,0.057,NA
2022-03-01 01:22:00,0.212,0.027,NA
2022-03-01 01:23:00,0.199,0.024,NA
2022-03-01 01:24:00,0.193,0.043,NA
2022-03-01 01:25:00,0.18,0.043,NA
2022-03-01 01:26:00,0.177,0.018,NA
2022-03-01 01:27:00,0.158,-0.011,NA
2022-03-01 01:28:00,0.144,-0.027,NA
2022-03-01 01:29:00,0.143,-0.068,NA
2022-03-01 01:30:00,0.161,-0.09,NA
2022-03-01 01:31:00,0.162,-0.036,NA
2022-03-01 01:32:00,0.171,0.024,NA
2022-03-01 01:33:00,0.178,0.078,NA
2022-03-01 01:34:00,0.19,0.156,NA
2022-03-01 01:35:00,0.209,0.283,NA
2022-03-01 01:36:00,0.199,0.403,NA
2022-03-01 01:37:00,0.209,0.497,NA
2022-03-01 01:38:00,0.21,0.582,NA
2022-03-01 01:39:00,0.197,0.635,NA
2022-03-01 01:40:00,0.203,0.597,NA
2022-03-01 01:41:00,0.197,0.553,NA
2022-03-01 01:42:00,0.185,0.486,NA
2022-03-01 01:43:00,0.173,0.387,NA
2022-03-01 01:44:00,0.18,0.252,NA
2022-03-01 01:45:00,0.181,0.108,NA
2022-03-01 01:46:00,0.188,0.004,NA
2022-03-01 01:47:00,0.192,-0.074,NA
2022-03-01 01:48:00,0.207,-0.126,NA
2022-03-01 01:49:00,0.213,-0.178,NA
2022-03-01 01:50:00,0.217,-0.2,NA
2022-03-01 01:51:00,0.218,-0.194,NA
2022-03-01 01:52:00,0.226,-0.171,NA
2022-03-01 01:53:00,0.241,-0.104,NA
2022-03-01 01:54:00,0.253,-0.042,NA
2022-03-01 01:55:00,0.26,0.017,NA
2022-03-01 01:56:00,0.265,0.062,NA
2022-03-01 01:57:00,0.255,0.077,NA
2022-03-01 01:58:00,0.254,0.113,NA
2022-03-01 01:59:00,0.27,0.119,NA
2022-03-01 02:00:00,0.279,0.119,NA
2022-03-01 02:01:00,0.28,0.095,NA
2022-03-01 02:02:00,0.271,0.051,NA
