"date","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2019-11-01,"BAQS",7.58412627559596,2.3945707547925,1.38405874007518,4.63122865846444,0.115033205722836,2.44336666666667,2.1049,1.91616666666667,1.83636666666667,1.71633333333333,1.61085,1.6266,29.2028809166667,31.5077448166667,34.3632334166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 01:00:00,"BAQS",4.50831854998357,1.1801308512769,1.21688346915255,2.89354238494306,0.0640456101540556,1.90746666666667,1.65181666666667,1.50296666666667,1.43993333333333,1.34531666666667,1.26071666666667,1.27643333333333,24.2063446833333,25.9030237833333,27.8885383,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 02:00:00,"BAQS",4.0614990890287,1.22596149997009,0.447693416492919,2.11491193051847,0.0456073352175681,1.43308333333333,1.2579,1.14636666666667,1.0972,1.02503333333333,0.960316666666667,0.97265,17.4199113833333,18.41109505,19.30842005,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 03:00:00,"BAQS",3.31737929966915,0.848367064644037,0.311321363610066,1.28205802991691,0,0.946483333333333,0.842016666666667,0.76295,0.728983333333333,0.67825,0.631783333333333,0.640533333333333,11.2121727333333,11.8203992166667,12.71419205,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 04:00:00,"BAQS",3.12640197618104,0.331064016303952,0,1.03055321254186,0.00769533142230421,0.719016666666667,0.65085,0.587716666666667,0.559216666666667,0.521933333333333,0.48455,0.49285,6.19177088333333,6.59184618333333,7.50595341666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 05:00:00,"BAQS",0.330541597357235,0.184922998697578,0.749865876624229,0.579083692484258,0,0.462583333333333,0.436166666666667,0.398166666666667,0.380233333333333,0.355683333333333,0.33225,0.3373,3.36022791666667,3.5862894,4.09708798333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 06:00:00,"BAQS",1.40655796379962,0.348988903428716,0.388683085181528,0.730373833675278,0.0244442504119238,0.437133333333333,0.461033333333333,0.4282,0.4125,0.37855,0.38045,0.378816666666667,3.58352175,3.8378699,4.63946058333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 07:00:00,"BAQS",1.51053863311492,0.886292559509341,0.394997499930234,0.755605497477283,0.00565398914252569,0.522933333333333,0.526783333333333,0.492383333333333,0.47945,0.4282,0.464683333333333,0.44725,3.12154423333333,3.41344846666667,4.32537725,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 08:00:00,"BAQS",0.659448023704655,1.27149997197879,0.751781971032258,0.592232889795343,0.0536582490846804,0.666933333333333,0.654733333333333,0.6155,0.599616666666667,0.553933333333333,0.560316666666667,0.557333333333333,2.73048231666667,3.19827821666667,4.79297816666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 09:00:00,"BAQS",0.832991735076527,0.452341777800994,0.246533990922043,0.561388446237517,0.0417066468107676,0.592316666666667,0.615016666666667,0.581016666666667,0.564083333333333,0.530533333333333,0.522516666666667,0.5272,2.2261626,2.97744445,6.15276306666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 10:00:00,"BAQS",3.45253365995779,0.429419022358183,0.645499202543776,0.56646580849413,0.0643705455619024,0.605716666666667,0.644233333333333,0.609616666666667,0.593916666666667,0.54635,0.569983333333333,0.5613,1.96502211666667,2.65664715,5.18345495,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 11:00:00,"BAQS",0.552742421821781,0.301466646737464,0.765777767758904,0.37078334383546,0,0.5556,0.591,0.558083333333333,0.544733333333333,0.497583333333333,0.523333333333333,0.51095,1.42200858333333,2.00173405,4.3048663,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 12:00:00,"BAQS",1.851416545588,0.649376589477377,1.41522633270876,0.363007874481012,0.0232725410608673,0.64265,0.645716666666667,0.603083333333333,0.581933333333333,0.530783333333333,0.547683333333333,0.535266666666667,2.09605081666667,2.83694443333333,5.70513578333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 13:00:00,"BAQS",2.69184346380799,1.00101090032753,1.45249786265235,0.345382968726129,0.0146936970606804,0.74315,0.71715,0.666283333333333,0.641366666666667,0.586116666666667,0.59175,0.580083333333333,2.59883515,3.3356549,6.32571963333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 14:00:00,"BAQS",1.56808809791442,0.493419583656023,0.554589542190234,0.231245959101646,0.00709344799860361,0.673875,0.608125,0.573142857142857,0.562446428571429,0.52925,0.519607142857143,0.520642857142857,1.53499798333333,2.18628008333333,5.12951445,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 15:00:00,"BAQS",1.98348157861296,0.159135175035454,0.777432555481751,0.34055191350076,0.0095741390063798,0.7485,0.659416666666667,0.6036,0.587516666666667,0.55815,0.540933333333333,0.543866666666667,1.6736084,2.409732,4.6988825,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 16:00:00,"BAQS",2.02006131978396,0.291906595661188,0.969181652260269,0.561167933550125,0.0648932184443591,0.764066666666667,0.720816666666667,0.662766666666667,0.644483333333333,0.615016666666667,0.595766666666667,0.5974,2.96587323333333,3.82687533333333,6.16740906666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 17:00:00,"BAQS",3.12715249027073,0.478154717737125,0.403828046021099,0.442082601872146,0.0316320892866509,1.06191666666667,1.03426666666667,0.955833333333333,0.92935,0.880266666666667,0.861483333333333,0.860966666666667,2.56000191666667,3.52673815,6.59996171666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 18:00:00,"BAQS",2.38178495779176,0.760346592034916,0.244419366146242,0.727547273081193,0.100880119456403,0.90345,0.8708,0.811216666666667,0.792366666666667,0.758333333333333,0.729816666666667,0.735316666666667,3.37516208333333,4.59338365,8.69333791666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 19:00:00,"BAQS",2.65788898947021,0.774603231525564,0.505759589303132,1.24836563693009,0.0681205861043311,0.939216666666667,0.957533333333333,0.909616666666667,0.898283333333333,0.8631,0.85495,0.857316666666667,5.13604256666667,6.11873803333333,9.37541926666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 20:00:00,"BAQS",1.7460702022639,0.398592453143734,0,0.629887915616662,0,0.646266666666667,0.618883333333333,0.575,0.562016666666667,0.53085,0.516633333333333,0.51595,3.4514431,4.02707971666667,5.57504426666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 21:00:00,"BAQS",1.60121047594359,0.32639727825802,0.306037083449559,0.624951185342264,0.00527454190054285,0.427083333333333,0.415633333333333,0.388833333333333,0.37895,0.358066666666667,0.348916666666667,0.348133333333333,2.23231028333333,2.82872806666667,4.18074865,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 22:00:00,"BAQS",3.03153853702762,0.988639529148392,0.673068214768208,0.736966849083635,0.14060310772203,0.68765,0.5768,0.515166666666667,0.489283333333333,0.449016666666667,0.422083333333333,0.4162,2.88665426666667,3.58985821666667,5.86531996666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-01 23:00:00,"BAQS",3.26854433871979,0.484931538631595,0.0751970206847694,0.479250702176838,0.133263060685077,0.5215,0.423316666666667,0.371683333333333,0.3488,0.3187,0.2946,0.292533333333333,1.86384556666667,2.51288536666667,4.88269573333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-02,"BAQS",2.52392893682328,0,0.251496365641973,0.138538109625596,0.0221720368226755,0.275733333333333,0.21505,0.186833333333333,0.173716666666667,0.157966666666667,0.139116666666667,0.139,1.26264135,1.9544897,3.91879053333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-02 01:00:00,"BAQS",0.575800763368531,0.195881613430829,0.296578203117353,0.0550285491816827,0.025693308447401,0.127133333333333,0.120916666666667,0.108716666666667,0.102783333333333,0.0957333333333333,0.0897333333333333,0.09005,1.03342008333333,1.81570126666667,4.12775333333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-02 02:00:00,"BAQS",1.17753892051948,0,0.042514174041709,0.115766546912279,0.0575634945275727,0.141066666666667,0.11395,0.101283333333333,0.0978813559322034,0.0913166666666667,0.0835964912280702,0.0836271186440678,1.4176484,2.68325226666667,5.39218303333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-11-02 03:00:00,"BAQS",0.315821201187613,0.438186223738365,0.194724408207792,0.0848646404650214,0.0831085040494845,0.08915,0.0927666666666667,0.0881666666666667,0.0851,0.0795333333333333,0.0809333333333333,0.0801833333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",3,3,3
2019-11-02 04:00:00,"BAQS",0.349453586352465,0,0.193159419086771,0.111582129739344,0.167455976740328,0.115383333333333,0.0984666666666667,0.0941666666666667,0.0940166666666667,0.0928166666666667,0.0879166666666667,0.0915833333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 05:00:00,"BAQS",0.0351457533708498,0,0.0641674970584811,0.0505419740066967,0.141680406103,0.0921166666666667,0.08415,0.0824666666666667,0.0840333333333333,0.0875333333333333,0.0787666666666667,0.0866166666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 06:00:00,"BAQS",0,0.667836779207774,0.484639859482473,0.137624958001353,0.101614617190938,0.0852333333333333,0.0851333333333333,0.0840666666666667,0.08565,0.0892833333333333,0.0778666666666667,0.08695,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 07:00:00,"BAQS",0,0.304742896582976,0.141935101875441,0.0429248352699845,0.124002500415537,0.127716666666667,0.122983333333333,0.119516666666667,0.120216666666667,0.12385,0.111266666666667,0.122233333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 08:00:00,"BAQS",0.380776223173141,0.567523941574503,0,0.109185157193615,0.0935647378533487,0.206233333333333,0.197733333333333,0.190833333333333,0.190583333333333,0.191166666666667,0.179066666666667,0.190983333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 09:00:00,"BAQS",0.0355860036932842,0,0.248224820587581,0.0343507088370138,0.0255622270445371,0.177716666666667,0.17595,0.167716666666667,0.166933333333333,0.165583333333333,0.155233333333333,0.16405,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 10:00:00,"BAQS",1.0158548324824,0,0,0,0,0.266883333333333,0.2605,0.24515,0.241183333333333,0.23465,0.224216666666667,0.232966666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 11:00:00,"BAQS",1.54324372675482,0,0.0637055787898341,0.174910758655009,0.0350497795631268,0.82345,0.845633333333333,0.799016666666667,0.786,0.7517,0.743133333333333,0.7568,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 12:00:00,"BAQS",0.758941151513294,0,0.106274116349179,0.0556087339594305,0.0239772976620382,0.4198,0.431816666666667,0.409483333333333,0.407216666666667,0.379183333333333,0.402533333333333,0.398516666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 13:00:00,"BAQS",0.915385453237016,0.249332429249221,0.309447000423851,0.063848298394324,0,0.38805,0.3939,0.375416666666667,0.37245,0.355433333333333,0.355383333333333,0.366661016949153,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 14:00:00,"BAQS",0.978102813277306,0,0,0.0374446613352099,0.00922375656335196,0.343733333333333,0.355183333333333,0.335083333333333,0.330333333333333,0.30985,0.322916666666667,0.321533333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 15:00:00,"BAQS",1.19243355210404,0.00722406350590856,0.774198149503661,0.0486406975452521,0.0366021022314957,0.45515,0.451466666666667,0.426516666666667,0.4211,0.401383333333333,0.3925,0.399383333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 16:00:00,"BAQS",0.708081211420754,0.562311909644612,0.207457046769186,0.0812178176456891,0.0647483334275311,0.542083333333333,0.53435,0.506833333333333,0.499516666666667,0.4837,0.465033333333333,0.48195,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 17:00:00,"BAQS",2.43195698694826,0.149190654067598,0.503753646958054,0.508356792331004,0.0413216793158143,0.966266666666667,0.905266666666667,0.836366666666667,0.813083333333333,0.760933333333333,0.745133333333333,0.75105,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 18:00:00,"BAQS",3.33867508700056,0.572438568878763,0.678644318607214,0.688898672935215,0.124299172993332,1.41406666666667,1.29305,1.18758333333333,1.1468,1.06423333333333,1.00751666666667,1.01263333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 19:00:00,"BAQS",4.09239641658016,0.19144057022667,0.210273251056938,0.454727830222827,0.210614265246726,1.82875,1.65901666666667,1.5132,1.44985,1.34311666666667,1.23786666666667,1.25118333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 20:00:00,"BAQS",3.33476028566002,0.134885863774304,0.233734553167186,0.345411831757514,0.212684483881147,1.21455,1.07896666666667,0.976616666666667,0.9363,0.8622,0.81735,0.8216,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 21:00:00,"BAQS",3.3738558945181,0.611976876777016,0.378252689776287,0.38269034539771,0.203242927885942,1.06388333333333,0.90065,0.809916666666667,0.7713,0.711016666666667,0.65625,0.664416666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 22:00:00,"BAQS",3.38334342107316,0.867689256752161,0.124532652479281,0.337032297262786,0.345328691936803,1.42933333333333,1.24235,1.12866666666667,1.0842,1.01415,0.9328,0.955616666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-02 23:00:00,"BAQS",2.00620340127999,0.234089358366078,0.328215915780599,0.215472903336371,0.0837743642830717,0.571233333333333,0.475316666666667,0.420183333333333,0.395833333333333,0.3738,0.326283333333333,0.34155,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03,"BAQS",1.58141070293775,0.398064863344993,0.353062117328441,0.316933619445534,0.132651599543969,2.93915151515152,3.29524242424242,3.29633333333333,3.37806060606061,3.34578787878788,3.43142424242424,3.47390909090909,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 01:00:00,"BAQS",5.26480583319593,1.01827280828587,0.281403587070349,0.357813775684325,1.02006199671886,3.05671666666667,3.20188333333333,3.05783333333333,3.0967,3.09535,3.31375,3.3897,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 02:00:00,"BAQS",3.03751349869559,0.996313341009405,0,0.4738520242595,0.226092230798049,0.747283333333333,0.6767,0.635666666666667,0.630783333333333,0.6112,0.609516666666667,0.621216666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 03:00:00,"BAQS",0.602001110139182,0,0,0.220142122920128,0.0428519699496654,0.304366666666667,0.284716666666667,0.266483333333333,0.26165,0.252766666666667,0.232233333333333,0.2405,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 04:00:00,"BAQS",1.3848296314184,0.565114151515139,0.412906112317212,0.288839622903361,0.0557178500164407,0.3981,0.39905,0.379966666666667,0.376266666666667,0.3665,0.3447,0.357783333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 05:00:00,"BAQS",0.730525275741335,0.358913409678151,0.604832420085499,0.348282042940179,0.0496465874977798,0.299766666666667,0.28875,0.272733333333333,0.267783333333333,0.260416666666667,0.243716666666667,0.254233333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 06:00:00,"BAQS",0.593016376084734,0.787796457242022,0.472226268453671,0.664426834757469,0.0416082452849104,0.312283333333333,0.333533333333333,0.313766666666667,0.30835,0.286433333333333,0.305366666666667,0.299066666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 07:00:00,"BAQS",1.82209127632298,0.16317636319965,0.875661916624001,0.474780432842634,0.0430804901097802,0.436466666666667,0.41695,0.39335,0.388466666666667,0.3635,0.373633333333333,0.370166666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 08:00:00,"BAQS",2.34907622627828,0.73809988144941,1.12276677364148,1.05294251519028,0.0502004580272205,0.432233333333333,0.399433333333333,0.375983333333333,0.370466666666667,0.354483333333333,0.332633333333333,0.338983333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 09:00:00,"BAQS",2.26088195439055,0.478785447479204,0.133984194419247,1.44273775334164,0.127707107240839,0.558816666666667,0.504933333333333,0.47085,0.461316666666667,0.440883333333333,0.407716666666667,0.41845,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 10:00:00,"BAQS",4.38628592995661,1.66615947393045,3.38669204060497,2.05487479290587,0.227719679269972,0.934166666666667,0.832966666666667,0.77755,0.76075,0.7267,0.683533333333333,0.698716666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2019-11-03 11:00:00,"BAQS",7.83938622484575,3.21520610127852,5.18881634609147,2.57455774298485,0.310222575295272,2.0068,1.70218333333333,1.52033333333333,1.44308333333333,1.31561666666667,1.23058333333333,1.223,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
