"date","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm.x","BC_470_nm.x","BC_520_nm.x","BC_590_nm.x","BC_660_nm.x","BC_880_nm.x","BC_950_nm.x","BC_370_nm.y","BC_470_nm.y","BC_520_nm.y","BC_590_nm.y","BC_660_nm.y","BC_880_nm.y","BC_950_nm.y","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm.x","qc_flag_BC_470_nm.x","qc_flag_BC_520_nm.x","qc_flag_BC_590_nm.x","qc_flag_BC_660_nm.x","qc_flag_BC_880_nm.x","qc_flag_BC_950_nm.x","qc_flag_BC_370_nm.y","qc_flag_BC_470_nm.y","qc_flag_BC_520_nm.y","qc_flag_BC_590_nm.y","qc_flag_BC_660_nm.y","qc_flag_BC_880_nm.y","qc_flag_BC_950_nm.y"
2019-04-01,"BAQS",NA,NA,NA,NA,NA,0.390233333333333,0.348766666666667,0.324216666666667,0.31345,0.29335,0.283016666666667,0.286683333333333,0.390233333333333,0.348766666666667,0.324216666666667,0.31345,0.29335,0.283016666666667,0.286683333333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 01:00:00,"BAQS",NA,NA,NA,NA,NA,0.250633333333333,0.224383333333333,0.20955,0.204233333333333,0.192966666666667,0.18245,0.187533333333333,0.250633333333333,0.224383333333333,0.20955,0.204233333333333,0.192966666666667,0.18245,0.187533333333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 02:00:00,"BAQS",NA,NA,NA,NA,NA,0.2058,0.186866666666667,0.17415,0.169183333333333,0.16035,0.153533333333333,0.155933333333333,0.2058,0.186866666666667,0.17415,0.169183333333333,0.16035,0.153533333333333,0.155933333333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 03:00:00,"BAQS",NA,NA,NA,NA,NA,0.232083333333333,0.209116666666667,0.196266666666667,0.191216666666667,0.178516666666667,0.1763,0.178833333333333,0.232083333333333,0.209116666666667,0.196266666666667,0.191216666666667,0.178516666666667,0.1763,0.178833333333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 04:00:00,"BAQS",NA,NA,NA,NA,NA,0.228533333333333,0.2058,0.192216666666667,0.186866666666667,0.174566666666667,0.170383333333333,0.172933333333333,0.228533333333333,0.2058,0.192216666666667,0.186866666666667,0.174566666666667,0.170383333333333,0.172933333333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 05:00:00,"BAQS",NA,NA,NA,NA,NA,0.460966666666667,0.450766666666667,0.430483333333333,0.4239,0.4018,0.403333333333333,0.410266666666667,0.460966666666667,0.450766666666667,0.430483333333333,0.4239,0.4018,0.403333333333333,0.410266666666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 06:00:00,"BAQS",NA,NA,NA,NA,NA,0.6892,0.681733333333333,0.65035,0.64025,0.605633333333333,0.608316666666667,0.6163,0.6892,0.681733333333333,0.65035,0.64025,0.605633333333333,0.608316666666667,0.6163,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 07:00:00,"BAQS",NA,NA,NA,NA,NA,1.21591666666667,1.2065,1.1515,1.13183333333333,1.06791666666667,1.06768333333333,1.08201666666667,1.21591666666667,1.2065,1.1515,1.13183333333333,1.06791666666667,1.06768333333333,1.08201666666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 08:00:00,"BAQS",NA,NA,NA,NA,NA,1.04305,1.02941666666667,0.979733333333333,0.9606,0.905733333333333,0.899016666666667,0.910183333333333,1.04305,1.02941666666667,0.979733333333333,0.9606,0.905733333333333,0.899016666666667,0.910183333333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2019-04-01 09:00:00,"BAQS",NA,NA,NA,NA,NA,0.67365,0.672066666666667,0.64305,0.633933333333333,0.598233333333333,0.59775,0.60575,0.67365,0.672066666666667,0.64305,0.633933333333333,0.598233333333333,0.59775,0.60575,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
