"date","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm.x","BC_470_nm.x","BC_520_nm.x","BC_590_nm.x","BC_660_nm.x","BC_880_nm.x","BC_950_nm.x","BC_370_nm.y","BC_470_nm.y","BC_520_nm.y","BC_590_nm.y","BC_660_nm.y","BC_880_nm.y","BC_950_nm.y","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm.x","qc_flag_BC_470_nm.x","qc_flag_BC_520_nm.x","qc_flag_BC_590_nm.x","qc_flag_BC_660_nm.x","qc_flag_BC_880_nm.x","qc_flag_BC_950_nm.x","qc_flag_BC_370_nm.y","qc_flag_BC_470_nm.y","qc_flag_BC_520_nm.y","qc_flag_BC_590_nm.y","qc_flag_BC_660_nm.y","qc_flag_BC_880_nm.y","qc_flag_BC_950_nm.y"
2022-02-01,NA,1.69279759416598,0,0,0.220417499501098,0,0.23035,0.207783333333333,0.19155,0.184083333333333,0.17525,0.16735,0.166866666666667,0.23035,0.207783333333333,0.19155,0.184083333333333,0.17525,0.16735,0.166866666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 01:00:00,"LW",0.819187580760049,0.128448448709585,0,0.178765713188302,0,0.15935,0.1425,0.130883333333333,0.12675,0.11885,0.114883333333333,0.1142,0.15935,0.1425,0.130883333333333,0.12675,0.11885,0.114883333333333,0.1142,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 02:00:00,"LW",1.19490934977,0,0.137469257436802,0.120112577439818,0.0296029515539004,0.168866666666667,0.164083333333333,0.154666666666667,0.151566666666667,0.145233333333333,0.14195,0.142466666666667,0.168866666666667,0.164083333333333,0.154666666666667,0.151566666666667,0.145233333333333,0.14195,0.142466666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 03:00:00,"LW",0.62512282147653,0,0.149667315064487,0.153802742830272,0,0.181216666666667,0.169566666666667,0.157266666666667,0.152933333333333,0.14405,0.138333333333333,0.137116666666667,0.181216666666667,0.169566666666667,0.157266666666667,0.152933333333333,0.14405,0.138333333333333,0.137116666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 04:00:00,"LW",0.453258512236306,0.128484185240296,0.132396626275693,0.0361637489335899,0,0.14335,0.136866666666667,0.127316666666667,0.124533333333333,0.120338983050847,0.112616666666667,0.1126,0.14335,0.136866666666667,0.127316666666667,0.124533333333333,0.120338983050847,0.112616666666667,0.1126,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 05:00:00,"LW",0,0.515813770020087,0.0388217618763084,0.0517066909302541,0,0.0886333333333333,0.08715,0.0814333333333333,0.0796666666666667,0.0785254237288136,0.0720833333333333,0.0731186440677966,0.0886333333333333,0.08715,0.0814333333333333,0.0796666666666667,0.0785254237288136,0.0720833333333333,0.0731186440677966,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 06:00:00,"LW",0.985843628406956,0,0,0.0271521966936547,0.00571613510907621,0.182133333333333,0.19825,0.192,0.19175,0.186,0.189233333333333,0.190883333333333,0.182133333333333,0.19825,0.192,0.19175,0.186,0.189233333333333,0.190883333333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 07:00:00,"LW",0.45039873920703,0.0123139615103726,0.123539539151127,0.0767557715931715,0,0.2818,0.30005,0.286416666666667,0.28325,0.274116666666667,0.275316666666667,0.278366666666667,0.2818,0.30005,0.286416666666667,0.28325,0.274116666666667,0.275316666666667,0.278366666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 08:00:00,"LW",0.333531900123783,0,0,0.0434357714742287,0,0.441633333333333,0.46435,0.441416666666667,0.4364,0.42135,0.42295,0.427116666666667,0.441633333333333,0.46435,0.441416666666667,0.4364,0.42135,0.42295,0.427116666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 09:00:00,"LW",0,0,0.00985933979520645,0.0695016993178262,0,0.32545,0.34055,0.323866666666667,0.320416666666667,0.307616666666667,0.307516666666667,0.310683333333333,0.32545,0.34055,0.323866666666667,0.320416666666667,0.307616666666667,0.307516666666667,0.310683333333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 10:00:00,"LW",0.189344740577603,0.0315883366353797,0.260367914715496,0.014430005003966,0,0.257833333333333,0.260416666666667,0.244933333333333,0.2395,0.229133333333333,0.228616666666667,0.23005,0.257833333333333,0.260416666666667,0.244933333333333,0.2395,0.229133333333333,0.228616666666667,0.23005,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2022-02-01 11:00:00,"LW",0.258997624254613,0.0602272448590439,0.082545435228012,0.0213962939005714,0.00477349095931435,0.2461,0.24835,0.233566666666667,0.229,0.219266666666667,0.215416666666667,0.2164,0.2461,0.24835,0.233566666666667,0.229,0.219266666666667,0.215416666666667,0.2164,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
