"date","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2021-01-01,"BAQS",10.3275040243245,1.9137797548617,2.52103189319828,5.06443258598164,0,2.85668333333333,2.09016666666667,1.79975,1.67668333333333,1.5403,1.35656666666667,1.34208333333333,30.65006055,32.7758697333333,35.2566064333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 01:00:00,"BAQS",7.27563597977761,2.93340933863427,3.06378329563592,6.46723477685982,0,1.65941666666667,1.3426,1.20598333333333,1.14013333333333,1.06,0.961516666666667,0.95615,28.0878972833333,29.8698965333333,31.96722375,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 02:00:00,"BAQS",5.61239876434624,4.16611909096905,4.12368272996544,7.1790128029628,0,1.03323333333333,0.941283333333333,0.8662,0.8388,0.816050847457627,0.752716666666667,0.750983333333333,21.8632433833333,23.5271239666667,24.4846967166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 03:00:00,"BAQS",3.99210436109742,5.13284811394574,5.72479119922641,7.44113223425115,0,0.868,0.80005,0.7394,0.718066666666667,0.676566666666667,0.6528,0.6486,21.9343124333333,23.9814204833333,24.8988334166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 04:00:00,"BAQS",3.98180523215897,4.77209940224567,4.38292149142348,6.71658587509427,0,0.8962,0.822433333333333,0.76125,0.7396,0.69355,0.6707,0.667333333333333,20.46239395,22.0430704833333,22.49107835,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 05:00:00,"BAQS",4.88537593962693,5.35933984942326,5.13213471822759,7.94672298110113,0,1.08345,0.9835,0.908066666666667,0.880316666666667,0.8301,0.795083333333333,0.791933333333333,22.7352385833333,24.4262586333333,24.7693525166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 06:00:00,"BAQS",5.53758544574711,5.08929914546147,4.70570840877505,8.07275766327072,0,1.11566666666667,1.00506666666667,0.9269,0.896383333333333,0.838916666666667,0.803266666666667,0.800833333333333,22.5171957333333,24.1144302333333,24.8419788333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 07:00:00,"BAQS",5.47499822819689,4.86571486939303,3.88642047644831,8.06166773021772,0,1.18481666666667,1.05903333333333,0.9738,0.939516666666667,0.878883333333333,0.837933333333333,0.83505,21.43219535,22.6733145,23.5111372833333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 08:00:00,"BAQS",5.9033417129826,3.98707286269296,4.00014317496592,7.8429586203286,0,1.32545,1.18501666666667,1.09146666666667,1.04986666666667,0.977783333333333,0.933566666666667,0.931066666666667,21.2008214333333,22.3399054833333,23.1392052,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-01-01 09:00:00,"BAQS",5.70229738355232,4.04771407942133,3.43657086737963,7.85172655298002,0,1.42131666666667,1.26518333333333,1.16231666666667,1.11636666666667,1.03465,0.9877,0.983383333333333,21.0211171,22.0213088833333,22.7430220333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
