"date","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm.x","BC_470_nm.x","BC_520_nm.x","BC_590_nm.x","BC_660_nm.x","BC_880_nm.x","BC_950_nm.x","BC_370_nm.y","BC_470_nm.y","BC_520_nm.y","BC_590_nm.y","BC_660_nm.y","BC_880_nm.y","BC_950_nm.y","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm.x","qc_flag_BC_470_nm.x","qc_flag_BC_520_nm.x","qc_flag_BC_590_nm.x","qc_flag_BC_660_nm.x","qc_flag_BC_880_nm.x","qc_flag_BC_950_nm.x","qc_flag_BC_370_nm.y","qc_flag_BC_470_nm.y","qc_flag_BC_520_nm.y","qc_flag_BC_590_nm.y","qc_flag_BC_660_nm.y","qc_flag_BC_880_nm.y","qc_flag_BC_950_nm.y"
2023-06-01,"BAQS",NA,NA,NA,NA,NA,0.143983333333333,0.148716666666667,0.145783333333333,0.14715,0.143266666666667,0.144933333333333,0.1481,0.143983333333333,0.148716666666667,0.145783333333333,0.14715,0.143266666666667,0.144933333333333,0.1481,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 01:00:00,"BAQS",NA,NA,NA,NA,NA,0.1504,0.158983333333333,0.1568,0.158833333333333,0.155483333333333,0.159133333333333,0.16035,0.1504,0.158983333333333,0.1568,0.158833333333333,0.155483333333333,0.159133333333333,0.16035,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 02:00:00,"BAQS",NA,NA,NA,NA,NA,0.162133333333333,0.17095,0.169133333333333,0.170583333333333,0.167833333333333,0.17165,0.174666666666667,0.162133333333333,0.17095,0.169133333333333,0.170583333333333,0.167833333333333,0.17165,0.174666666666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 03:00:00,"BAQS",NA,NA,NA,NA,NA,0.170466666666667,0.17875,0.176983333333333,0.17905,0.1757,0.180133333333333,0.18335,0.170466666666667,0.17875,0.176983333333333,0.17905,0.1757,0.180133333333333,0.18335,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 04:00:00,"BAQS",NA,NA,NA,NA,NA,0.18855,0.1902,0.1843,0.184533333333333,0.17885,0.179316666666667,0.18115,0.18855,0.1902,0.1843,0.184533333333333,0.17885,0.179316666666667,0.18115,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 05:00:00,"BAQS",NA,NA,NA,NA,NA,0.215566666666667,0.211316666666667,0.205083333333333,0.203566666666667,0.195966666666667,0.19585,0.19855,0.215566666666667,0.211316666666667,0.205083333333333,0.203566666666667,0.195966666666667,0.19585,0.19855,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 06:00:00,"BAQS",NA,NA,NA,NA,NA,0.254516666666667,0.254683333333333,0.247866666666667,0.245933333333333,0.23845,0.2388,0.241666666666667,0.254516666666667,0.254683333333333,0.247866666666667,0.245933333333333,0.23845,0.2388,0.241666666666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 07:00:00,"BAQS",NA,NA,NA,NA,NA,0.36455,0.357483333333333,0.340616666666667,0.335166666666667,0.321333333333333,0.319966666666667,0.322516666666667,0.36455,0.357483333333333,0.340616666666667,0.335166666666667,0.321333333333333,0.319966666666667,0.322516666666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 08:00:00,"BAQS",NA,NA,NA,NA,NA,0.429783333333333,0.39885,0.374433333333333,0.363533333333333,0.34435,0.334916666666667,0.3389,0.429783333333333,0.39885,0.374433333333333,0.363533333333333,0.34435,0.334916666666667,0.3389,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
2023-06-01 09:00:00,"BAQS",NA,NA,NA,NA,NA,0.5926,0.472527272727273,0.439109090909091,0.430309090909091,0.4116,0.398018181818182,0.402436363636364,0.5926,0.472527272727273,0.439109090909091,0.430309090909091,0.4116,0.398018181818182,0.402436363636364,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b"
