"date","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2022-12-01,"BAQS",NA,NA,NA,NA,NA,1.53846666666667,1.31185,1.20861666666667,1.1716,1.1259,1.04778333333333,1.07128333333333,20.7832440166667,22.2486204,24.5507163666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 01:00:00,"BAQS",NA,NA,NA,NA,NA,1.4853,1.22753333333333,1.12646666666667,1.08521666666667,1.04241666666667,0.962116666666667,0.985583333333333,20.6670369,22.0923737833333,24.4806057333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 02:00:00,"BAQS",NA,NA,NA,NA,NA,1.07415,0.9127,0.83945,0.811116666666667,0.776166666666667,0.720266666666667,0.73815,20.8000250166667,22.0169962,23.69863525,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 03:00:00,"BAQS",NA,NA,NA,NA,NA,0.88775,0.810983333333333,0.752066666666667,0.727466666666667,0.699183333333333,0.642533333333333,0.6596,18.6235722,19.9859682166667,22.5360547,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 04:00:00,"BAQS",NA,NA,NA,NA,NA,0.615733333333333,0.5908,0.54915,0.531416666666667,0.512566666666667,0.4731,0.487516666666667,16.989045,18.01157705,19.1903838666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 05:00:00,"BAQS",NA,NA,NA,NA,NA,0.472933333333333,0.505466666666667,0.477833333333333,0.465933333333333,0.442033333333333,0.430916666666667,0.433033333333333,11.4238238,12.5132570666667,13.9986855666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 06:00:00,"BAQS",NA,NA,NA,NA,NA,0.549083333333333,0.559633333333333,0.53035,0.51695,0.479033333333333,0.495333333333333,0.48515,11.27775235,12.3266233666667,13.5735162,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 07:00:00,"BAQS",NA,NA,NA,NA,NA,0.702966666666667,0.687066666666667,0.6537,0.63835,0.592233333333333,0.615033333333333,0.604416666666667,11.8745880666667,12.90413125,14.0419708666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 08:00:00,"BAQS",NA,NA,NA,NA,NA,1.02095,0.989266666666667,0.94105,0.91945,0.857533333333333,0.873933333333333,0.87075,13.8677443333333,14.9435749666667,16.4218327833333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2022-12-01 09:00:00,"BAQS",NA,NA,NA,NA,NA,0.862816666666667,0.790716666666667,0.742466666666667,0.720316666666667,0.67355,0.655383333333333,0.659183333333333,14.0928688,15.2939758833333,16.8051801333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
