"date","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2025-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 01:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 02:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 03:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 04:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 05:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 06:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 07:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 08:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
2025-01-01 09:00:00,"LW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b","0b","0b","0b","0b","2b","2b","2b","2b","2b","2b","2b",0,0,0
