"date (UTC+0)","NO_ppb","NOy_ppb"
2024-02-01,0.07039285,NA
2024-02-01 01:00:00,0.22632205,NA
2024-02-01 02:00:00,0.232460866666667,NA
2024-02-01 03:00:00,0.1471362,NA
2024-02-01 04:00:00,0.126260966666667,NA
2024-02-01 05:00:00,0.127319383333333,NA
2024-02-01 06:00:00,2.16387588333333,NA
2024-02-01 07:00:00,1.3510933,NA
2024-02-01 08:00:00,6.11929295,NA
2024-02-01 09:00:00,8.39684278333333,NA
2024-02-01 10:00:00,4.13248203333333,NA
2024-02-01 11:00:00,2.20611485,NA
2024-02-01 12:00:00,2.29904383333333,NA
2024-02-01 13:00:00,1.11516408333333,NA
2024-02-01 14:00:00,2.27180181666667,NA
2024-02-01 15:00:00,1.4784941,NA
2024-02-01 16:00:00,1.88513778333333,NA
2024-02-01 17:00:00,2.33177333333333,NA
2024-02-01 18:00:00,1.26539411666667,NA
2024-02-01 19:00:00,0.504929883333333,NA
2024-02-01 20:00:00,0.3804438,NA
2024-02-01 21:00:00,0.494785366666667,NA
2024-02-01 22:00:00,0.342015133333333,NA
2024-02-01 23:00:00,0.40345215,NA
2024-02-02,0.2985712,NA
2024-02-02 01:00:00,0.28777535,NA
2024-02-02 02:00:00,0.471907283333333,NA
2024-02-02 03:00:00,0.213409366666667,NA
2024-02-02 04:00:00,0.140964816666667,NA
2024-02-02 05:00:00,0.2761002,NA
2024-02-02 06:00:00,3.28543931666667,NA
2024-02-02 07:00:00,2.1401185,NA
2024-02-02 08:00:00,2.50703085,NA
2024-02-02 09:00:00,2.52062743333333,NA
2024-02-02 10:00:00,2.8133692,NA
2024-02-02 11:00:00,2.69516848333333,NA
2024-02-02 12:00:00,2.19901531666667,NA
2024-02-02 13:00:00,1.93463911666667,NA
2024-02-02 14:00:00,2.02611888333333,NA
2024-02-02 15:00:00,2.38648533333333,NA
2024-02-02 16:00:00,1.77379235,NA
2024-02-02 17:00:00,2.32112403333333,NA
2024-02-02 18:00:00,2.04891555,NA
2024-02-02 19:00:00,1.1848079,NA
2024-02-02 20:00:00,0.213539633333333,NA
2024-02-02 21:00:00,0.229562433333333,NA
2024-02-02 22:00:00,0.274081066666667,NA
2024-02-02 23:00:00,0.123362533333333,NA
2024-02-03,0.135640166666667,NA
2024-02-03 01:00:00,0.152770233333333,NA
2024-02-03 02:00:00,0.0999796666666667,NA
2024-02-03 03:00:00,0.117028316666667,NA
2024-02-03 04:00:00,0.131178533333333,NA
2024-02-03 05:00:00,0.103382883333333,NA
2024-02-03 06:00:00,0.183106083333333,NA
2024-02-03 07:00:00,0.148715683333333,NA
2024-02-03 08:00:00,0.29920625,NA
2024-02-03 09:00:00,0.640048983333333,NA
2024-02-03 10:00:00,0.469660183333333,NA
2024-02-03 11:00:00,0.664132033333333,NA
2024-02-03 12:00:00,0.5392063,NA
2024-02-03 13:00:00,0.701844233333333,NA
2024-02-03 14:00:00,0.61731745,NA
2024-02-03 15:00:00,0.53124375,NA
2024-02-03 16:00:00,0.277044633333333,NA
2024-02-03 17:00:00,0.38103,NA
2024-02-03 18:00:00,0.418725916666667,NA
2024-02-03 19:00:00,0.411838066666667,NA
2024-02-03 20:00:00,0.24957465,NA
2024-02-03 21:00:00,0.1798657,NA
2024-02-03 22:00:00,0.117565666666667,NA
2024-02-03 23:00:00,0.151418716666667,NA
2024-02-04,0.150327733333333,NA
2024-02-04 01:00:00,0.11953595,NA
2024-02-04 02:00:00,0.130315516666667,NA
2024-02-04 03:00:00,0.110808083333333,NA
2024-02-04 04:00:00,0.119031166666667,NA
2024-02-04 05:00:00,0.139776133333333,NA
2024-02-04 06:00:00,0.160097733333333,NA
2024-02-04 07:00:00,0.168125416666667,NA
2024-02-04 08:00:00,0.193185466666667,NA
2024-02-04 09:00:00,0.245894616666667,NA
2024-02-04 10:00:00,0.280219883333333,NA
2024-02-04 11:00:00,0.298945716666667,NA
2024-02-04 12:00:00,0.382625766666667,NA
2024-02-04 13:00:00,0.3983229,NA
2024-02-04 14:00:00,0.384042416666667,NA
2024-02-04 15:00:00,0.214190966666667,NA
2024-02-04 16:00:00,0.249102433333333,NA
2024-02-04 17:00:00,0.206130716666667,NA
2024-02-04 18:00:00,0.199959333333333,NA
2024-02-04 19:00:00,0.306322066666667,NA
2024-02-04 20:00:00,0.221713866666667,NA
2024-02-04 21:00:00,0.1699003,NA
2024-02-04 22:00:00,0.1681417,NA
2024-02-04 23:00:00,0.155603533333333,NA
2024-02-05,0.137887266666667,NA
2024-02-05 01:00:00,0.198640383333333,NA
2024-02-05 02:00:00,0.20453495,NA
2024-02-05 03:00:00,0.102715266666667,NA
2024-02-05 04:00:00,0.14757585,NA
2024-02-05 05:00:00,0.177846566666667,NA
2024-02-05 06:00:00,3.65279131666667,NA
