"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2020-04-01,0.192,6.503,NA
2020-04-01 00:01:00,0.188,6.595,NA
2020-04-01 00:02:00,0.194,6.629,NA
2020-04-01 00:03:00,0.198,6.612,NA
2020-04-01 00:04:00,0.21,6.482,NA
2020-04-01 00:05:00,0.216,6.384,NA
2020-04-01 00:06:00,0.217,6.315,NA
2020-04-01 00:07:00,0.216,6.368,NA
2020-04-01 00:08:00,0.211,6.515,NA
2020-04-01 00:09:00,0.207,6.496,NA
2020-04-01 00:10:00,0.206,6.464,NA
2020-04-01 00:11:00,0.199,6.593,NA
2020-04-01 00:12:00,0.195,6.718,NA
2020-04-01 00:13:00,0.181,7.014,NA
2020-04-01 00:14:00,0.177,7.3,NA
2020-04-01 00:15:00,0.181,7.522,NA
2020-04-01 00:16:00,0.185,7.685,NA
2020-04-01 00:17:00,0.185,7.886,NA
2020-04-01 00:18:00,0.186,8.045,NA
2020-04-01 00:19:00,0.189,7.967,NA
2020-04-01 00:20:00,0.182,7.954,NA
2020-04-01 00:21:00,0.179,7.916,NA
2020-04-01 00:22:00,0.174,7.911,NA
2020-04-01 00:23:00,0.168,7.917,NA
2020-04-01 00:24:00,0.154,7.951,NA
2020-04-01 00:25:00,0.154,7.921,NA
2020-04-01 00:26:00,0.156,7.895,NA
2020-04-01 00:27:00,0.153,7.884,NA
2020-04-01 00:28:00,0.156,7.841,NA
2020-04-01 00:29:00,0.157,7.787,NA
2020-04-01 00:30:00,0.156,7.749,NA
2020-04-01 00:31:00,0.16,7.67,NA
2020-04-01 00:32:00,0.165,7.578,NA
2020-04-01 00:33:00,0.167,7.406,NA
2020-04-01 00:34:00,0.173,7.321,NA
2020-04-01 00:35:00,0.181,7.356,NA
2020-04-01 00:36:00,0.182,7.505,NA
2020-04-01 00:37:00,0.181,7.771,NA
2020-04-01 00:38:00,0.178,7.957,NA
2020-04-01 00:39:00,0.18,8.054,NA
2020-04-01 00:40:00,0.172,8.132,NA
2020-04-01 00:41:00,0.172,8.281,NA
2020-04-01 00:42:00,0.166,8.502,NA
2020-04-01 00:43:00,0.157,8.611,NA
2020-04-01 00:44:00,0.149,8.668,NA
2020-04-01 00:45:00,0.152,8.605,NA
2020-04-01 00:46:00,0.162,8.514,NA
2020-04-01 00:47:00,0.162,8.501,NA
2020-04-01 00:48:00,0.167,8.509,NA
2020-04-01 00:49:00,0.164,8.685,NA
2020-04-01 00:50:00,0.162,8.853,NA
2020-04-01 00:51:00,0.157,9.051,NA
2020-04-01 00:52:00,0.152,9.125,NA
2020-04-01 00:53:00,0.146,9.085,NA
2020-04-01 00:54:00,0.134,9.171,NA
2020-04-01 00:55:00,0.151,9.398,NA
2020-04-01 00:56:00,0.199,9.725,NA
2020-04-01 00:57:00,0.221,9.847,NA
2020-04-01 00:58:00,0.23,9.701,NA
2020-04-01 00:59:00,0.244,9.435,NA
2020-04-01 01:00:00,0.251,9.3,NA
2020-04-01 01:01:00,0.255,9.322,NA
2020-04-01 01:02:00,0.264,9.334,NA
2020-04-01 01:03:00,0.277,9.262,NA
2020-04-01 01:04:00,0.24,9.061,NA
2020-04-01 01:05:00,0.199,8.866,NA
2020-04-01 01:06:00,0.182,8.784,NA
2020-04-01 01:07:00,0.173,8.777,NA
2020-04-01 01:08:00,0.166,8.789,NA
2020-04-01 01:09:00,0.177,8.755,NA
2020-04-01 01:10:00,0.18,8.776,NA
2020-04-01 01:11:00,0.175,8.821,NA
2020-04-01 01:12:00,0.166,8.774,NA
2020-04-01 01:13:00,0.166,8.661,NA
2020-04-01 01:14:00,0.175,8.597,NA
2020-04-01 01:15:00,0.177,8.557,NA
2020-04-01 01:16:00,0.183,8.479,NA
2020-04-01 01:17:00,0.183,8.322,NA
2020-04-01 01:18:00,0.189,8.104,NA
2020-04-01 01:19:00,0.206,7.884,NA
2020-04-01 01:20:00,0.213,7.623,NA
2020-04-01 01:21:00,0.216,7.503,NA
2020-04-01 01:22:00,0.21,7.465,NA
2020-04-01 01:23:00,0.199,7.457,NA
2020-04-01 01:24:00,0.193,7.435,NA
2020-04-01 01:25:00,0.19,7.389,NA
2020-04-01 01:26:00,0.188,7.354,NA
2020-04-01 01:27:00,0.166,7.308,NA
2020-04-01 01:28:00,0.156,7.303,NA
2020-04-01 01:29:00,0.155,7.341,NA
2020-04-01 01:30:00,0.161,7.311,NA
2020-04-01 01:31:00,0.167,7.214,NA
2020-04-01 01:32:00,0.179,7.095,NA
2020-04-01 01:33:00,0.184,7.032,NA
2020-04-01 01:34:00,0.186,7.032,NA
2020-04-01 01:35:00,0.185,7.006,NA
2020-04-01 01:36:00,0.18,6.914,NA
2020-04-01 01:37:00,0.176,6.869,NA
2020-04-01 01:38:00,0.172,6.821,NA
2020-04-01 01:39:00,0.163,6.747,NA
2020-04-01 01:40:00,0.155,6.702,NA
2020-04-01 01:41:00,0.151,6.631,NA
2020-04-01 01:42:00,0.145,6.582,NA
2020-04-01 01:43:00,0.142,6.556,NA
2020-04-01 01:44:00,0.144,6.578,NA
2020-04-01 01:45:00,0.149,6.565,NA
2020-04-01 01:46:00,0.15,6.504,NA
2020-04-01 01:47:00,0.151,6.529,NA
2020-04-01 01:48:00,0.151,6.618,NA
2020-04-01 01:49:00,0.148,6.694,NA
2020-04-01 01:50:00,0.147,6.83,NA
2020-04-01 01:51:00,0.146,7.004,NA
2020-04-01 01:52:00,0.152,7.142,NA
2020-04-01 01:53:00,0.156,7.287,NA
2020-04-01 01:54:00,0.155,7.423,NA
2020-04-01 01:55:00,0.154,7.532,NA
2020-04-01 01:56:00,0.151,7.576,NA
2020-04-01 01:57:00,0.152,7.582,NA
2020-04-01 01:58:00,0.153,7.561,NA
2020-04-01 01:59:00,0.151,7.505,NA
2020-04-01 02:00:00,0.152,7.428,NA
2020-04-01 02:01:00,0.155,7.364,NA
2020-04-01 02:02:00,0.16,7.333,NA
2020-04-01 02:03:00,0.162,7.32,NA
2020-04-01 02:04:00,0.167,7.29,NA
2020-04-01 02:05:00,0.169,7.212,NA
2020-04-01 02:06:00,0.164,6.973,NA
2020-04-01 02:07:00,0.162,6.648,NA
2020-04-01 02:08:00,0.163,6.209,NA
2020-04-01 02:09:00,0.154,5.763,NA
2020-04-01 02:10:00,0.139,5.309,NA
2020-04-01 02:11:00,0.124,4.877,NA
2020-04-01 02:12:00,0.121,4.483,NA
2020-04-01 02:13:00,0.113,4.187,NA
2020-04-01 02:14:00,0.109,3.951,NA
2020-04-01 02:15:00,0.114,3.889,NA
2020-04-01 02:16:00,0.12,3.949,NA
2020-04-01 02:17:00,0.123,4.03,NA
2020-04-01 02:18:00,0.13,4.133,NA
2020-04-01 02:19:00,0.151,4.303,NA
2020-04-01 02:20:00,0.162,4.405,NA
2020-04-01 02:21:00,0.16,4.462,NA
2020-04-01 02:22:00,0.165,4.474,NA
2020-04-01 02:23:00,0.164,4.499,NA
2020-04-01 02:24:00,0.166,4.567,NA
2020-04-01 02:25:00,0.172,4.627,NA
2020-04-01 02:26:00,0.18,4.816,NA
2020-04-01 02:27:00,0.185,5.057,NA
2020-04-01 02:28:00,0.166,5.137,NA
2020-04-01 02:29:00,0.164,5.304,NA
2020-04-01 02:30:00,0.166,5.495,NA
2020-04-01 02:31:00,0.167,5.776,NA
2020-04-01 02:32:00,0.173,6.01,NA
2020-04-01 02:33:00,0.171,6.218,NA
2020-04-01 02:34:00,0.172,6.412,NA
2020-04-01 02:35:00,0.163,6.417,NA
2020-04-01 02:36:00,0.161,6.436,NA
2020-04-01 02:37:00,0.161,6.492,NA
2020-04-01 02:38:00,0.154,6.475,NA
2020-04-01 02:39:00,0.156,6.448,NA
2020-04-01 02:40:00,0.153,6.369,NA
2020-04-01 02:41:00,0.15,6.262,NA
2020-04-01 02:42:00,0.148,6.187,NA
2020-04-01 02:43:00,0.143,6.199,NA
2020-04-01 02:44:00,0.154,6.277,NA
2020-04-01 02:45:00,0.177,6.369,NA
2020-04-01 02:46:00,0.19,6.372,NA
2020-04-01 02:47:00,0.199,6.38,NA
2020-04-01 02:48:00,0.2,6.428,NA
2020-04-01 02:49:00,0.195,6.503,NA
2020-04-01 02:50:00,0.187,6.548,NA
2020-04-01 02:51:00,0.179,6.514,NA
2020-04-01 02:52:00,0.173,6.484,NA
2020-04-01 02:53:00,0.152,6.359,NA
2020-04-01 02:54:00,0.142,6.27,NA
2020-04-01 02:55:00,0.137,6.308,NA
2020-04-01 02:56:00,0.139,6.364,NA
2020-04-01 02:57:00,0.146,6.376,NA
2020-04-01 02:58:00,0.152,6.406,NA
2020-04-01 02:59:00,0.155,6.462,NA
2020-04-01 03:00:00,0.163,6.486,NA
2020-04-01 03:01:00,0.172,6.416,NA
2020-04-01 03:02:00,0.174,6.436,NA
2020-04-01 03:03:00,0.175,6.391,NA
2020-04-01 03:04:00,0.172,6.329,NA
2020-04-01 03:05:00,0.164,6.221,NA
2020-04-01 03:06:00,0.162,6.129,NA
2020-04-01 03:07:00,0.164,6,NA
2020-04-01 03:08:00,0.164,5.948,NA
2020-04-01 03:09:00,0.158,5.928,NA
2020-04-01 03:10:00,0.157,5.946,NA
2020-04-01 03:11:00,0.154,5.954,NA
2020-04-01 03:12:00,0.154,5.909,NA
2020-04-01 03:13:00,0.154,5.913,NA
2020-04-01 03:14:00,0.151,5.93,NA
2020-04-01 03:15:00,0.151,6.049,NA
2020-04-01 03:16:00,0.151,6.068,NA
2020-04-01 03:17:00,0.155,6.04,NA
2020-04-01 03:18:00,0.151,6.107,NA
2020-04-01 03:19:00,0.146,6.187,NA
2020-04-01 03:20:00,0.144,6.435,NA
2020-04-01 03:21:00,0.147,6.668,NA
2020-04-01 03:22:00,0.149,6.791,NA
2020-04-01 03:23:00,0.156,6.858,NA
2020-04-01 03:24:00,0.159,6.839,NA
2020-04-01 03:25:00,0.152,6.892,NA
2020-04-01 03:26:00,0.153,6.861,NA
2020-04-01 03:27:00,0.153,6.801,NA
2020-04-01 03:28:00,0.159,6.69,NA
2020-04-01 03:29:00,0.154,6.52,NA
2020-04-01 03:30:00,0.154,6.324,NA
2020-04-01 03:31:00,0.15,6.236,NA
2020-04-01 03:32:00,0.145,6.153,NA
2020-04-01 03:33:00,0.145,6.063,NA
2020-04-01 03:34:00,0.163,6.037,NA
2020-04-01 03:35:00,0.175,6.004,NA
2020-04-01 03:36:00,0.192,5.983,NA
2020-04-01 03:37:00,0.218,5.989,NA
2020-04-01 03:38:00,0.241,6.036,NA
2020-04-01 03:39:00,0.262,6.1,NA
2020-04-01 03:40:00,0.277,6.185,NA
2020-04-01 03:41:00,0.272,6.245,NA
2020-04-01 03:42:00,0.266,6.312,NA
2020-04-01 03:43:00,0.252,6.349,NA
2020-04-01 03:44:00,0.242,6.324,NA
2020-04-01 03:45:00,0.221,6.247,NA
2020-04-01 03:46:00,0.194,6.137,NA
2020-04-01 03:47:00,0.182,5.997,NA
2020-04-01 03:48:00,0.161,5.779,NA
2020-04-01 03:49:00,0.166,5.608,NA
2020-04-01 03:50:00,0.173,5.479,NA
2020-04-01 03:51:00,0.177,5.29,NA
2020-04-01 03:52:00,0.174,5.195,NA
2020-04-01 03:53:00,0.169,5.173,NA
2020-04-01 03:54:00,0.166,5.154,NA
2020-04-01 03:55:00,0.165,5.136,NA
2020-04-01 03:56:00,0.161,5.17,NA
2020-04-01 03:57:00,0.153,5.206,NA
2020-04-01 03:58:00,0.14,5.247,NA
2020-04-01 03:59:00,0.135,5.273,NA
2020-04-01 04:00:00,0.134,5.319,NA
2020-04-01 04:01:00,0.14,5.325,NA
2020-04-01 04:02:00,0.149,5.302,NA
2020-04-01 04:03:00,0.156,5.306,NA
2020-04-01 04:04:00,0.151,5.288,NA
2020-04-01 04:05:00,0.154,5.273,NA
2020-04-01 04:06:00,0.162,5.275,NA
2020-04-01 04:07:00,0.167,5.28,NA
2020-04-01 04:08:00,0.162,5.28,NA
2020-04-01 04:09:00,0.159,5.299,NA
2020-04-01 04:10:00,0.154,5.318,NA
2020-04-01 04:11:00,0.145,5.33,NA
2020-04-01 04:12:00,0.144,5.311,NA
2020-04-01 04:13:00,0.148,5.308,NA
2020-04-01 04:14:00,0.145,5.31,NA
2020-04-01 04:15:00,0.144,5.315,NA
2020-04-01 04:16:00,0.145,5.323,NA
2020-04-01 04:17:00,0.14,5.33,NA
2020-04-01 04:18:00,0.186,5.391,NA
2020-04-01 04:19:00,0.19,5.387,NA
2020-04-01 04:20:00,0.185,5.378,NA
2020-04-01 04:21:00,0.189,5.379,NA
2020-04-01 04:22:00,0.22,5.347,NA
2020-04-01 04:23:00,0.216,5.304,NA
2020-04-01 04:24:00,0.217,5.262,NA
2020-04-01 04:25:00,0.221,5.215,NA
2020-04-01 04:26:00,0.2,5.122,NA
2020-04-01 04:27:00,0.16,5.004,NA
2020-04-01 04:28:00,0.165,4.96,NA
2020-04-01 04:29:00,0.169,4.887,NA
2020-04-01 04:30:00,0.143,4.818,NA
2020-04-01 04:31:00,0.129,4.774,NA
2020-04-01 04:32:00,0.127,4.721,NA
2020-04-01 04:33:00,0.123,4.689,NA
2020-04-01 04:34:00,0.129,4.671,NA
2020-04-01 04:35:00,0.142,4.53,NA
2020-04-01 04:36:00,0.142,4.359,NA
2020-04-01 04:37:00,0.14,4.215,NA
2020-04-01 04:38:00,0.139,4.081,NA
2020-04-01 04:39:00,0.134,3.992,NA
2020-04-01 04:40:00,0.142,3.938,NA
2020-04-01 04:41:00,0.173,3.941,NA
2020-04-01 04:42:00,0.176,3.917,NA
2020-04-01 04:43:00,0.171,3.935,NA
2020-04-01 04:44:00,0.167,4.048,NA
2020-04-01 04:45:00,0.17,4.149,NA
2020-04-01 04:46:00,0.167,4.237,NA
2020-04-01 04:47:00,0.165,4.287,NA
2020-04-01 04:48:00,0.166,4.305,NA
2020-04-01 04:49:00,0.144,4.32,NA
2020-04-01 04:50:00,0.129,4.317,NA
2020-04-01 04:51:00,0.126,4.331,NA
2020-04-01 04:52:00,0.121,4.373,NA
2020-04-01 04:53:00,0.118,4.432,NA
2020-04-01 04:54:00,0.117,4.486,NA
2020-04-01 04:55:00,0.128,4.537,NA
2020-04-01 04:56:00,0.133,4.588,NA
2020-04-01 04:57:00,0.137,4.631,NA
2020-04-01 04:58:00,0.136,4.631,NA
2020-04-01 04:59:00,0.141,4.604,NA
2020-04-01 05:00:00,0.144,4.59,NA
2020-04-01 05:01:00,0.152,4.577,NA
2020-04-01 05:02:00,0.152,4.558,NA
2020-04-01 05:03:00,0.188,4.625,NA
2020-04-01 05:04:00,0.291,4.853,NA
2020-04-01 05:05:00,0.315,4.891,NA
2020-04-01 05:06:00,0.349,4.899,NA
2020-04-01 05:07:00,0.345,4.86,NA
2020-04-01 05:08:00,0.355,4.858,NA
2020-04-01 05:09:00,0.357,4.837,NA
2020-04-01 05:10:00,0.368,4.786,NA
2020-04-01 05:11:00,0.42,4.791,NA
