"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2020-10-01,0.157,-0.362,NA
2020-10-01 00:01:00,0.242,-0.27,NA
2020-10-01 00:02:00,0.316,-0.193,NA
2020-10-01 00:03:00,0.349,-0.139,NA
2020-10-01 00:04:00,0.381,-0.081,NA
2020-10-01 00:05:00,0.405,-0.05,NA
2020-10-01 00:06:00,0.403,-0.063,NA
2020-10-01 00:07:00,0.405,-0.075,NA
2020-10-01 00:08:00,0.387,-0.128,NA
2020-10-01 00:09:00,0.313,-0.275,NA
2020-10-01 00:10:00,0.231,-0.398,NA
2020-10-01 00:11:00,0.175,-0.48,NA
2020-10-01 00:12:00,0.145,-0.552,NA
2020-10-01 00:13:00,0.103,-0.627,NA
2020-10-01 00:14:00,0.093,-0.649,NA
2020-10-01 00:15:00,0.094,-0.629,NA
2020-10-01 00:16:00,0.102,-0.599,NA
2020-10-01 00:17:00,0.111,-0.572,NA
2020-10-01 00:18:00,0.117,-0.549,NA
2020-10-01 00:19:00,0.147,-0.425,NA
2020-10-01 00:20:00,0.155,-0.33,NA
2020-10-01 00:21:00,0.168,-0.237,NA
2020-10-01 00:22:00,0.177,-0.133,NA
2020-10-01 00:23:00,0.188,-0.03,NA
2020-10-01 00:24:00,0.193,0.019,NA
2020-10-01 00:25:00,0.201,0.057,NA
2020-10-01 00:26:00,0.207,0.107,NA
2020-10-01 00:27:00,0.201,0.11,NA
2020-10-01 00:28:00,0.19,0.039,NA
2020-10-01 00:29:00,0.191,0.027,NA
2020-10-01 00:30:00,0.199,0.036,NA
2020-10-01 00:31:00,0.208,0.068,NA
2020-10-01 00:32:00,0.208,0.075,NA
2020-10-01 00:33:00,0.216,0.132,NA
2020-10-01 00:34:00,0.22,0.166,NA
2020-10-01 00:35:00,0.231,0.199,NA
2020-10-01 00:36:00,0.239,0.229,NA
2020-10-01 00:37:00,0.243,0.26,NA
2020-10-01 00:38:00,0.247,0.299,NA
2020-10-01 00:39:00,0.247,0.259,NA
2020-10-01 00:40:00,0.252,0.229,NA
2020-10-01 00:41:00,0.249,0.204,NA
2020-10-01 00:42:00,0.246,0.145,NA
2020-10-01 00:43:00,0.242,0.116,NA
2020-10-01 00:44:00,0.244,0.087,NA
2020-10-01 00:45:00,0.246,0.074,NA
2020-10-01 00:46:00,0.272,0.034,NA
2020-10-01 00:47:00,0.277,-0.042,NA
2020-10-01 00:48:00,0.274,-0.12,NA
2020-10-01 00:49:00,0.273,-0.198,NA
2020-10-01 00:50:00,0.28,-0.249,NA
2020-10-01 00:51:00,0.289,-0.279,NA
2020-10-01 00:52:00,0.28,-0.328,NA
2020-10-01 00:53:00,0.281,-0.361,NA
2020-10-01 00:54:00,0.285,-0.356,NA
2020-10-01 00:55:00,0.27,-0.382,NA
2020-10-01 00:56:00,0.255,-0.351,NA
2020-10-01 00:57:00,0.252,-0.287,NA
2020-10-01 00:58:00,0.25,-0.218,NA
2020-10-01 00:59:00,0.257,-0.121,NA
2020-10-01 01:00:00,0.272,-0.034,NA
2020-10-01 01:01:00,0.303,0.055,NA
2020-10-01 01:02:00,0.304,0.12,NA
2020-10-01 01:03:00,0.295,0.173,NA
2020-10-01 01:04:00,0.299,0.191,NA
2020-10-01 01:05:00,0.305,0.211,NA
2020-10-01 01:06:00,0.313,0.249,NA
2020-10-01 01:07:00,0.308,0.247,NA
2020-10-01 01:08:00,0.294,0.244,NA
2020-10-01 01:09:00,0.279,0.251,NA
2020-10-01 01:10:00,0.261,0.275,NA
2020-10-01 01:11:00,0.242,0.267,NA
2020-10-01 01:12:00,0.24,0.316,NA
2020-10-01 01:13:00,0.239,0.415,NA
2020-10-01 01:14:00,0.233,0.474,NA
2020-10-01 01:15:00,0.234,0.525,NA
2020-10-01 01:16:00,0.227,0.616,NA
2020-10-01 01:17:00,0.222,0.712,NA
2020-10-01 01:18:00,0.221,0.783,NA
2020-10-01 01:19:00,0.242,0.884,NA
2020-10-01 01:20:00,0.326,1.068,NA
2020-10-01 01:21:00,0.405,1.222,NA
2020-10-01 01:22:00,0.45,1.291,NA
2020-10-01 01:23:00,0.475,1.291,NA
2020-10-01 01:24:00,0.488,1.303,NA
2020-10-01 01:25:00,0.498,1.278,NA
2020-10-01 01:26:00,0.503,1.233,NA
2020-10-01 01:27:00,0.491,1.15,NA
2020-10-01 01:28:00,0.442,1.019,NA
2020-10-01 01:29:00,0.366,0.87,NA
2020-10-01 01:30:00,0.311,0.778,NA
2020-10-01 01:31:00,0.28,0.732,NA
2020-10-01 01:32:00,0.252,0.677,NA
2020-10-01 01:33:00,0.245,0.639,NA
2020-10-01 01:34:00,0.241,0.65,NA
2020-10-01 01:35:00,0.245,0.667,NA
2020-10-01 01:36:00,0.262,0.679,NA
2020-10-01 01:37:00,0.278,0.662,NA
2020-10-01 01:38:00,0.273,0.552,NA
2020-10-01 01:39:00,0.271,0.495,NA
2020-10-01 01:40:00,0.28,0.41,NA
2020-10-01 01:41:00,0.296,0.324,NA
2020-10-01 01:42:00,0.29,0.176,NA
2020-10-01 01:43:00,0.284,0.041,NA
2020-10-01 01:44:00,0.28,-0.045,NA
2020-10-01 01:45:00,0.255,-0.103,NA
2020-10-01 01:46:00,0.246,-0.099,NA
2020-10-01 01:47:00,0.244,-0.095,NA
2020-10-01 01:48:00,0.248,-0.093,NA
2020-10-01 01:49:00,0.238,-0.073,NA
2020-10-01 01:50:00,0.241,-0.04,NA
2020-10-01 01:51:00,0.248,0.008,NA
2020-10-01 01:52:00,0.251,0.001,NA
2020-10-01 01:53:00,0.247,-0.032,NA
2020-10-01 01:54:00,0.253,-0.101,NA
2020-10-01 01:55:00,0.255,-0.147,NA
2020-10-01 01:56:00,0.251,-0.199,NA
2020-10-01 01:57:00,0.249,-0.245,NA
2020-10-01 01:58:00,0.251,-0.262,NA
2020-10-01 01:59:00,0.252,-0.268,NA
2020-10-01 02:00:00,0.252,-0.199,NA
2020-10-01 02:01:00,0.254,-0.131,NA
2020-10-01 02:02:00,0.248,-0.059,NA
2020-10-01 02:03:00,0.25,-0.001,NA
2020-10-01 02:04:00,0.251,0.062,NA
2020-10-01 02:05:00,0.239,0.149,NA
2020-10-01 02:06:00,0.217,0.209,NA
