"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2020-02-01,-0.007,-0.45,NA
2020-02-01 00:01:00,-0.003,-0.426,NA
2020-02-01 00:02:00,0.003,-0.409,NA
2020-02-01 00:03:00,0.007,-0.399,NA
2020-02-01 00:04:00,0.007,-0.385,NA
2020-02-01 00:05:00,0.005,-0.368,NA
2020-02-01 00:06:00,0.004,-0.374,NA
2020-02-01 00:07:00,0.006,-0.397,NA
2020-02-01 00:08:00,0.004,-0.43,NA
2020-02-01 00:09:00,0.007,-0.44,NA
2020-02-01 00:10:00,0.052,-0.369,NA
2020-02-01 00:11:00,0.087,-0.293,NA
2020-02-01 00:12:00,0.106,-0.256,NA
2020-02-01 00:13:00,0.122,-0.244,NA
2020-02-01 00:14:00,0.132,-0.251,NA
2020-02-01 00:15:00,0.141,-0.247,NA
2020-02-01 00:16:00,0.161,-0.217,NA
2020-02-01 00:17:00,0.18,-0.184,NA
2020-02-01 00:18:00,0.184,-0.179,NA
2020-02-01 00:19:00,0.125,-0.307,NA
2020-02-01 00:20:00,0.108,-0.39,NA
2020-02-01 00:21:00,0.096,-0.459,NA
2020-02-01 00:22:00,0.097,-0.495,NA
2020-02-01 00:23:00,0.088,-0.539,NA
2020-02-01 00:24:00,0.083,-0.581,NA
2020-02-01 00:25:00,0.058,-0.633,NA
2020-02-01 00:26:00,0.05,-0.674,NA
2020-02-01 00:27:00,0.056,-0.696,NA
2020-02-01 00:28:00,0.066,-0.698,NA
2020-02-01 00:29:00,0.089,-0.669,NA
2020-02-01 00:30:00,0.127,-0.589,NA
2020-02-01 00:31:00,0.2,-0.464,NA
2020-02-01 00:32:00,0.242,-0.378,NA
2020-02-01 00:33:00,0.274,-0.299,NA
2020-02-01 00:34:00,0.284,-0.296,NA
2020-02-01 00:35:00,0.278,-0.313,NA
2020-02-01 00:36:00,0.271,-0.334,NA
2020-02-01 00:37:00,0.264,-0.36,NA
2020-02-01 00:38:00,0.228,-0.416,NA
2020-02-01 00:39:00,0.194,-0.483,NA
2020-02-01 00:40:00,0.128,-0.602,NA
2020-02-01 00:41:00,0.083,-0.702,NA
2020-02-01 00:42:00,0.064,-0.748,NA
2020-02-01 00:43:00,0.063,-0.747,NA
2020-02-01 00:44:00,0.066,-0.753,NA
2020-02-01 00:45:00,0.062,-0.741,NA
2020-02-01 00:46:00,0.058,-0.737,NA
2020-02-01 00:47:00,0.06,-0.745,NA
2020-02-01 00:48:00,0.072,-0.739,NA
2020-02-01 00:49:00,0.095,-0.712,NA
2020-02-01 00:50:00,0.146,-0.649,"E: Erroneous Data"
2020-02-01 00:51:00,0.167,-0.537,"E: Erroneous Data"
2020-02-01 00:52:00,0.186,-0.46,"E: Erroneous Data"
2020-02-01 00:53:00,0.196,-0.435,"E: Erroneous Data"
2020-02-01 00:54:00,0.195,-0.447,"E: Erroneous Data"
2020-02-01 00:55:00,20.594,20.268,"E: Erroneous Data"
2020-02-01 00:56:00,158.646,158.646,"E: Erroneous Data"
2020-02-01 00:57:00,166.378,166.378,"E: Erroneous Data"
2020-02-01 00:58:00,166.042,166.042,"E: Erroneous Data"
