"datetime","pm_fraction","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Sr","Y","Zr","Mo","Pd","Ag","Cd","In","Sn","Sb","Te","Ba","La","Ce","Pt","Hg","Tl","Pb","Bi","Al_Flags","Si_Flags","P_Flags","S_Flags","Cl_Flags","K_Flags","Ca_Flags","Ti_Flags","V_Flags","Cr_Flags","Mn_Flags","Fe_Flags","Co_Flags","Ni_Flags","Cu_Flags","Zn_Flags","Ga_Flags","Ge_Flags","As_Flags","Se_Flags","Br_Flags","Sr_Flags","Y_Flags","Zr_Flags","Mo_Flags","Pd_Flags","Ag_Flags","Cd_Flags","In_Flags","Sn_Flags","Sb_Flags","Te_Flags","Ba_Flags","La_Flags","Ce_Flags","Pt_Flags","Hg_Flags","Tl_Flags","Pb_Flags","Bi_Flags"
"2024-02-01 00:30:00","PM2.5",NA,0,0,132.8486,2281.4918,48.6783,54.3169,0,0,0,0,13.3737,0,0,NA,6.6143,0,0,0,0,2.5303,NA,0,0,0,32.3222,NA,0,0,0,0,NA,NA,NA,0,0.0176,0,0,NA,0,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA
"2024-02-01 01:00:00","PM10",1031.6818,0,0,311.1443,5873.0435,113.5431,139.9121,NA,NA,0,0,14.1076,0,NA,2.099,2.282,0,0,NA,0,6.8376,2.4311,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-02-01 02:00:00","PM2.5",0,0,0,156.7196,2413.0892,58.934,59.0115,0,NA,0,0,11.9248,0,0,0.5943,2.6321,NA,0,0,0,3.8553,NA,0,0,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty","E: Uncertainty",NA,"E: Uncertainty",NA,NA,"E: Uncertainty","E: Uncertainty",NA,"E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA
"2024-02-01 03:00:00","PM10",NA,0,0,310.6376,6074.246,129.229,149.4685,0,NA,0,0,9.8337,NA,0,0.4666,1.1985,0,0,0,NA,6.1713,2.4543,NA,0,0,NA,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA
"2024-02-01 04:00:00","PM2.5",NA,0,0,153.6314,2513.9359,66.2282,63.2124,0,NA,0,0,5.8186,NA,0,NA,4.9356,NA,0,0,NA,3.2672,NA,0,0,0,17.7232,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA
"2024-02-01 05:00:00","PM10",NA,0,0,294.9418,5245.5169,117.4378,127.9742,NA,0,0,0,15.8807,0,0,2.3113,11.0201,0,0,0,0,5.1723,3.4952,0,0,0,16.7984,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,"E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty","E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA
"2024-02-01 06:00:00","PM2.5",NA,0,0,177.9354,2518.3729,71.0675,65.2224,0,0.0091,NA,0.0011,24.2269,0,0,2.8751,10.5871,0,0,0,NA,3.2623,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,8e-04,0,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty",NA,NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2024-02-01 07:00:00","PM10",995.452,0,0,307.7,4980.3723,126.4733,137.227,1.6657,0,NA,0.8414,176.5039,0,NA,7.3954,93.6505,0,0,NA,0,5.7194,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,0,1.5789,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2024-02-01 08:00:00","PM2.5",NA,0,0,168.2365,2039.5941,85.6764,67.7791,1.2756,0,NA,2.1942,252.623,0,0,21.615,77.4891,0,0,0.511,0,3.5925,NA,0,0,3.8491,NA,NA,NA,0,NA,0,0,5.8432,0,0,0,0,0,2.8569,0,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-02-01 09:00:00","PM10",NA,0,0,298.382,4894.3273,162.7316,229.255,5.8984,NA,0.8106,3.4087,355.8219,0,0,28.563,37.733,0,0,NA,0,8.9298,2.6727,NA,0,7.4028,12.6933,NA,0,0,NA,0,NA,4.1143,0,0,0,0,0,4.1511,0,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA
