"datetime","pm_fraction","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Sr","Y","Zr","Mo","Pd","Ag","Cd","In","Sn","Sb","Te","Ba","La","Ce","Pt","Hg","Tl","Pb","Bi","Al_Flags","Si_Flags","P_Flags","S_Flags","Cl_Flags","K_Flags","Ca_Flags","Ti_Flags","V_Flags","Cr_Flags","Mn_Flags","Fe_Flags","Co_Flags","Ni_Flags","Cu_Flags","Zn_Flags","Ga_Flags","Ge_Flags","As_Flags","Se_Flags","Br_Flags","Sr_Flags","Y_Flags","Zr_Flags","Mo_Flags","Pd_Flags","Ag_Flags","Cd_Flags","In_Flags","Sn_Flags","Sb_Flags","Te_Flags","Ba_Flags","La_Flags","Ce_Flags","Pt_Flags","Hg_Flags","Tl_Flags","Pb_Flags","Bi_Flags"
"2026-04-01 00:30:00","PM10",0,0,NA,260.2472,971.3664,86.0618,93.6045,3.5144,0,1.4724,0,141.3309,0,0,12.2814,35.7864,0,0,7.9591,NA,9.4022,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA
"2026-04-01 01:00:00","PM2.5",0,0,0,232.3982,508.8247,86.6312,33.8673,3.0877,3.8811,1.0231,0,76.3111,0,NA,6.2443,38.184,0,0,5.5679,0,7.1113,NA,0,0,NA,NA,0,0,0,0,0,0,6.8114,0,0,0,0,0,5.6625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026-04-01 02:00:00","PM10",0,0,0,260.0993,853.0483,122.5998,74.2825,3.0525,NA,NA,0,69.0484,0,0,2.554,23.2671,0,0,4.3558,0,6.2674,NA,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,6.8287,0,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2026-04-01 03:00:00","PM2.5",0,0,0,207.3575,343.021,77.8422,21.2923,NA,NA,NA,0,34.2797,0,0,0.9189,10.7555,0,0,2.4132,NA,4.2577,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,2.7005,0,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026-04-01 04:00:00","PM10",0,0,0,235.0717,567.2947,65.4081,57.8545,1.816,0,0.9409,0,71.1075,0,0,2.5627,7.6523,0,0,1.8822,NA,4.0357,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA
"2026-04-01 05:00:00","PM2.5",0,0,0,235.4027,220.1104,52.646,23.5535,1.4164,0,NA,0,82.1356,0,NA,2.4818,5.1428,0,0,1.6136,NA,2.778,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA
"2026-04-01 06:00:00","PM10",0,NA,0,246.1597,602.1503,113.1727,223.5524,10.7388,0,2.0074,3.135,551.9489,0,1.0706,16.1163,15.7322,0,0,2.0756,NA,3.3717,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,NA,"E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA
"2026-04-01 07:00:00","PM2.5",0,0,0,243.1006,150.9121,66.174,38.6693,1.5128,0,NA,NA,101.8578,0,0,2.5014,5.7104,0,0,2.9393,NA,2.318,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2026-04-01 08:00:00","PM10",0,NA,0,256.9288,332.0902,69.5183,70.5164,3.2354,0,0.7797,0,106.9885,NA,0,2.6421,5.3483,0,0,1.2832,0,2.397,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2026-04-01 09:00:00","PM2.5",0,0,0,226.3248,240.5025,58.1326,34.064,1.6387,0,0.7242,0,60.9368,NA,0,1.4562,5.2846,0,0,2.2533,NA,2.6638,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty",NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2026-04-01 10:00:00","PM10",0,NA,0,242.3473,896.3901,55.2463,85.5299,3.4429,NA,NA,0,76.7166,0,0,1.467,7.3692,0,0,NA,0,3.2043,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty",NA,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2026-04-01 11:00:00","PM2.5",0,NA,0,227.0942,610.2967,37.0173,52.4866,1.757,NA,NA,0,54.8288,NA,NA,1.0776,4.7082,0,NA,NA,0,2.8212,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,"E: Uncertainty",NA,NA,NA,NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty",NA,NA,NA,"E: Uncertainty","E: Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA
