"datetime","pm_fraction","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Sr","Y","Zr","Mo","Pd","Ag","Cd","In","Sn","Sb","Te","Ba","La","Ce","Pt","Hg","Tl","Pb","Bi","Al_Flags","Si_Flags","P_Flags","S_Flags","Cl_Flags","K_Flags","Ca_Flags","Ti_Flags","V_Flags","Cr_Flags","Mn_Flags","Fe_Flags","Co_Flags","Ni_Flags","Cu_Flags","Zn_Flags","Ga_Flags","Ge_Flags","As_Flags","Se_Flags","Br_Flags","Sr_Flags","Y_Flags","Zr_Flags","Mo_Flags","Pd_Flags","Ag_Flags","Cd_Flags","In_Flags","Sn_Flags","Sb_Flags","Te_Flags","Ba_Flags","La_Flags","Ce_Flags","Pt_Flags","Hg_Flags","Tl_Flags","Pb_Flags","Bi_Flags"
"2024-01-01 00:30:00","PM10",NA,0,0,173.4177,1552.4291,388.6774,34.3667,2.3585,0,0,0,11.1258,0,0,15.5585,1.2815,NA,0,0,0,3.353,9.0238,0,0,0,28.8346,NA,NA,0,0.0807,NA,NA,19.9262,0,0,0,0,0,0,5.1159,"3b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","3b","1b","1b","1b","1b","1b","1b","1b","1b","1b","3b","3b","1b","1b","3b","3b","1b","1b","1b","1b","1b","1b","1b","1b"
"2024-01-01 01:00:00","PM2.5",1141.2888,0,0,96.6349,817.3731,128.1776,17.4596,NA,0,0,0,5.0065,0,0,4.3475,NA,0,0,0,0,2.1388,2.863,0,NA,0,NA,NA,NA,0,NA,NA,NA,6.413,0,0,0,0,0,0,1.9476,"1b","1b","1b","1b","1b","1b","1b","3b","1b","1b","1b","1b","1b","1b","1b","3b","1b","1b","1b","1b","1b","1b","1b","3b","1b","3b","3b","3b","1b","3b","3b","3b","1b","1b","1b","1b","1b","1b","1b","1b"
"2024-01-01 02:00:00","PM10",NA,0,0,87.0445,1347.7879,50.0034,34.0515,0,NA,NA,0,8.9192,NA,NA,0.9315,NA,NA,0,0,NA,3.6817,NA,0,0,0,10.8329,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,"3b","1b","1b","1b","1b","1b","1b","1b","3b","3b","1b","1b","3b","3b","1b","3b","3b","1b","1b","3b","1b","3b","1b","1b","1b","1b","1b","3b","1b","3b","3b","3b","3b","1b","1b","1b","1b","1b","1b","1b"
"2024-01-01 03:00:00","PM2.5",NA,0,0,68.6395,677.3042,19.6085,16.3872,0,0,0,0,3.142,0,0,NA,NA,0,0,0,0,2.1103,NA,0,0,0,10.6397,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,"3b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","3b","3b","1b","1b","1b","1b","1b","3b","1b","1b","1b","1b","3b","1b","1b","1b","1b","3b","1b","1b","3b","1b","1b","1b","1b","1b"
"2024-01-01 04:00:00","PM10",NA,0,0,82.8291,1377.5105,64.1457,32.6322,NA,0,0,0,5.6205,NA,NA,0.7327,NA,0,0,0,0,3.3818,NA,0,0,0,21.7889,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,"3b","1b","1b","1b","1b","1b","1b","3b","1b","1b","1b","1b","3b","3b","1b","3b","1b","1b","1b","1b","1b","3b","1b","1b","1b","1b","3b","1b","1b","1b","3b","3b","3b","1b","1b","1b","1b","1b","1b","1b"
"2024-01-01 05:00:00","PM2.5",NA,0,0,47.8523,719.314,15.2672,18.2861,NA,0,0,0.0032,1.7578,0,0,NA,NA,0,0,0,0,1.0778,NA,0,0,0,9.2054,NA,NA,0,NA,0,0,0,0,NA,0,0.0088,0,0,0,"3b","1b","1b","1b","1b","1b","1b","3b","1b","1b","1b","1b","1b","1b","3b","3b","1b","1b","1b","1b","1b","3b","1b","1b","1b","1b","3b","3b","1b","3b","1b","1b","1b","1b","3b","1b","1b","1b","1b","1b"
"2024-01-01 06:00:00","PM10",NA,0,0,108.0869,1882.5686,40.5014,44.8207,0,0,NA,0,7.0008,0,NA,0.5498,NA,NA,0,0,0,3.96,NA,0,0,0,10.9839,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,"3b","1b","1b","1b","1b","1b","1b","1b","1b","3b","1b","1b","1b","3b","1b","3b","3b","1b","1b","1b","1b","3b","1b","1b","1b","1b","3b","1b","1b","3b","3b","3b","1b","3b","1b","1b","1b","1b","1b","1b"
"2024-01-01 07:00:00","PM2.5",626.9458,0,0,74.3174,1273.0314,29.6634,29.3918,NA,NA,0,0,10.722,0,0,0.5032,0.4686,0,0,0,NA,2.1638,NA,0,0,0,18.3054,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,"1b","1b","1b","1b","1b","1b","1b","3b","3b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","3b","1b","3b","1b","1b","1b","1b","1b","3b","1b","3b","3b","3b","1b","1b","3b","1b","1b","1b","1b","1b"
"2024-01-01 08:00:00","PM10",NA,0,0,207.3449,3822.8499,78.1985,91.8736,NA,0,NA,0,54.7705,0,NA,3.379,0.5522,0,0,0,0,6.1275,1.5511,0,0,0,19.7925,0,NA,0,0,NA,NA,NA,0,0,0,0,0,0.0029,0,"3b","1b","1b","1b","1b","1b","1b","3b","1b","3b","1b","1b","1b","3b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","3b","1b","1b","3b","3b","3b","1b","1b","1b","1b","1b","1b","1b"
"2024-01-01 09:00:00","PM2.5",0,0,0,119.4082,1933.5291,47.031,50.2972,0,5e-04,0,0,22.1314,0,0,2.1307,0.8248,0,0,0,NA,1.9229,NA,0,0,0,15.8444,NA,NA,0,NA,NA,NA,0,0.0174,0,0,0,0,0,0,"1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","1b","3b","1b","3b","1b","1b","1b","1b","3b","3b","1b","3b","3b","3b","1b","1b","1b","1b","1b","1b","1b","1b"
