"datetime","pm_fraction","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Sr","Y","Zr","Mo","Pd","Ag","Cd","In","Sn","Sb","Te","Ba","La","Ce","Pt","Hg","Tl","Pb","Bi","Al_Flags","Si_Flags","P_Flags","S_Flags","Cl_Flags","K_Flags","Ca_Flags","Ti_Flags","V_Flags","Cr_Flags","Mn_Flags","Fe_Flags","Co_Flags","Ni_Flags","Cu_Flags","Zn_Flags","Ga_Flags","Ge_Flags","As_Flags","Se_Flags","Br_Flags","Sr_Flags","Y_Flags","Zr_Flags","Mo_Flags","Pd_Flags","Ag_Flags","Cd_Flags","In_Flags","Sn_Flags","Sb_Flags","Te_Flags","Ba_Flags","La_Flags","Ce_Flags","Pt_Flags","Hg_Flags","Tl_Flags","Pb_Flags","Bi_Flags"
"2024-11-05 00:30:00","PM10",0,NA,0,1544.0861,52.561,125.2563,120.4054,4.1412,NA,NA,1.7617,276.058503,0,NA,6.271384475,28.066686,0,0,3.425017091,0,3.569865965,NA,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2.73578339,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2024-11-05 01:00:00","PM2.5",0,NA,0,1426.7072,19.9204,100.0891,25.8763,3.5395,NA,0,0.9604,121.5622586,0,NA,2.619689825,21.80285784,0,0,1.98745884,0,3.834596935,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,4.907780804,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 02:00:00","PM10",0,NA,0,1275.8023,38.9892,112.8989,123.1904,7.2311,NA,NA,1.6089,206.0195196,0,NA,3.149622778,21.53835003,0,0,2.553347013,0,3.875317754,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.235827387,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 03:00:00","PM2.5",0,NA,0,890.2807,14.8798,78.1116,25.8361,2.5814,NA,NA,NA,78.96223519,0,NA,1.449457163,14.84597243,0,0,2.114778596,0,2.410685968,NA,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2.703065913,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 04:00:00","PM10",0,NA,0,825.685,26.3355,109.4509,102.087,6.6239,NA,0.8465,0.9446,138.4949697,0,NA,2.184391674,13.23559122,0,0,2.065618508,0,2.892112338,NA,NA,0,0,0,NA,0,0,0,NA,0,0.0284,0,0,0,0,0,1.72730235,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 05:00:00","PM2.5",0,NA,0,735.9464,30.4815,89.1367,21.0422,2.6316,0,NA,NA,62.46295147,NA,NA,1.57729766,10.9950948,0,0,2.470960585,NA,3.003856996,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA
"2024-11-05 06:00:00","PM10",0,NA,0,759.4155,40.0169,118.2987,100.1935,7.144,NA,NA,0.8317,152.2773809,0,NA,2.955231931,11.85422646,0,0,1.731473001,NA,3.392796809,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571024404,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 07:00:00","PM2.5",0,NA,0,636.5848,20.4813,87.1281,20.6942,3.0948,NA,0,NA,66.20034611,0,NA,1.230569553,8.910184761,0,0,1.726757266,0,3.124680613,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2.187153255,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 08:00:00","PM10",0,NA,0,659.5159,45.7668,97.7196,73.3048,4.2011,0,NA,NA,201.5262545,0,0,3.668545637,13.05165125,0,0.008118375,1.51685967,NA,3.995210669,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2.707830403,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 09:00:00","PM2.5",0,NA,0,587.5757,29.5646,83.4011,29.3808,2.4709,NA,0,NA,99.01581317,0,NA,2.310135266,10.47496418,0,0,1.297543674,NA,5.319850811,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,2.515675972,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 10:00:00","PM10",0,183.0072,0,621.1705,47.4055,111.036,130.4649,8.8666,0,0.6752,NA,252.3068626,0,NA,3.854709378,12.02245808,0,0,2.058205796,0,4.252930641,0,0,0,0,0,NA,NA,0,0,0,0,3.2255,0,0,0,0,0,2.265050065,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 11:00:00","PM2.5",0,NA,0,635.8613,46.1564,89.5511,37.0959,5.0463,NA,NA,NA,113.7794441,0,NA,2.409487326,11.91186119,0,0,2.049861439,0,3.736724672,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,4.114506072,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 12:00:00","PM10",0,NA,0,769.4785,57.6109,163.5919,140.9194,14.6041,NA,1.0005,1.1579,234.8835881,0,NA,4.481135348,35.33704369,0,0,1.95851613,NA,3.597690126,NA,0.004427939,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,3.125216806,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2024-11-05 13:00:00","PM2.5",0,0,0,637.2618,94.6703,110.5017,30.6998,8.9504,NA,NA,NA,111.45946,0,NA,3.0731204,25.56082015,0,0,2.545582076,NA,4.24875981,NA,NA,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,3.450555036,0,NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 14:00:00","PM10",0,NA,0,817.6649,60.9737,150.4153,105.4798,7.8094,NA,NA,1.8191,212.5761894,0,NA,3.951130881,16.9942489,0,0,2.290425684,NA,5.288786873,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,4.276470349,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty","E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-11-05 15:00:00","PM2.5",0,NA,0,738.0315,59.6647,116.7775,24.4275,3.1464,NA,NA,NA,103.6241714,0,NA,1.790308577,13.74572272,0,0,1.990827469,NA,3.825456328,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,6.085392386,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2024-11-05 16:00:00","PM10",0,136.2234,0,802.178,107.964,150.7429,85.141,7.6023,0,NA,0.9972,236.9844368,0,NA,3.945106889,16.35958037,0,0,2.863905746,0.003252925,5.374808128,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,7.913472193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA
"2024-11-05 17:00:00","PM2.5",0,NA,0,541.2157,62.2431,111.3705,16.9227,2.4364,0,NA,NA,94.73431682,0,0,2.026828772,12.2106318,0,0,2.212676773,NA,4.553718588,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1.904191678,0,NA,"E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty",NA,"E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA,"E: Conc. Uncertainty","E: Conc. Uncertainty","E: Conc. Uncertainty",NA,NA,NA,NA,NA,NA,NA
