"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2024-06-01,0.084,5.193,NA
2024-06-01 00:01:00,0.09,5.083,NA
2024-06-01 00:02:00,0.097,4.993,NA
2024-06-01 00:03:00,0.09,4.948,NA
2024-06-01 00:04:00,0.086,4.893,NA
2024-06-01 00:05:00,0.083,4.844,NA
2024-06-01 00:06:00,0.087,4.752,NA
2024-06-01 00:07:00,0.094,4.692,NA
2024-06-01 00:08:00,0.102,4.593,NA
2024-06-01 00:09:00,0.094,4.485,NA
2024-06-01 00:10:00,0.088,4.402,NA
2024-06-01 00:11:00,0.085,4.303,NA
2024-06-01 00:12:00,0.076,4.196,NA
2024-06-01 00:13:00,0.069,4.073,NA
2024-06-01 00:14:00,0.072,3.954,NA
2024-06-01 00:15:00,0.069,3.892,NA
2024-06-01 00:16:00,0.069,3.791,NA
2024-06-01 00:17:00,0.075,3.737,NA
2024-06-01 00:18:00,0.084,3.695,NA
2024-06-01 00:19:00,0.092,3.659,NA
2024-06-01 00:20:00,0.099,3.632,NA
2024-06-01 00:21:00,0.111,3.64,NA
2024-06-01 00:22:00,0.112,3.674,NA
2024-06-01 00:23:00,0.111,3.709,NA
2024-06-01 00:24:00,0.109,3.711,NA
2024-06-01 00:25:00,0.094,3.751,NA
2024-06-01 00:26:00,0.09,3.794,NA
2024-06-01 00:27:00,0.092,3.825,NA
2024-06-01 00:28:00,0.091,3.826,NA
2024-06-01 00:29:00,0.095,3.796,NA
2024-06-01 00:30:00,0.097,3.777,NA
2024-06-01 00:31:00,0.106,3.719,NA
2024-06-01 00:32:00,0.108,3.675,NA
2024-06-01 00:33:00,0.12,3.589,NA
2024-06-01 00:34:00,0.135,3.5,NA
2024-06-01 00:35:00,0.136,3.428,NA
2024-06-01 00:36:00,0.138,3.297,NA
2024-06-01 00:37:00,0.14,3.185,NA
2024-06-01 00:38:00,0.139,3.102,NA
2024-06-01 00:39:00,0.138,3.037,NA
2024-06-01 00:40:00,0.142,2.96,NA
2024-06-01 00:41:00,0.147,2.932,NA
2024-06-01 00:42:00,0.155,2.87,NA
2024-06-01 00:43:00,0.159,2.792,NA
2024-06-01 00:44:00,0.169,2.699,NA
2024-06-01 00:45:00,0.178,2.646,NA
2024-06-01 00:46:00,0.187,2.643,NA
2024-06-01 00:47:00,0.184,2.623,NA
2024-06-01 00:48:00,0.18,2.59,NA
2024-06-01 00:49:00,0.174,2.529,NA
2024-06-01 00:50:00,0.156,2.535,NA
2024-06-01 00:51:00,0.15,2.527,NA
2024-06-01 00:52:00,0.14,2.498,NA
2024-06-01 00:53:00,0.135,2.537,NA
2024-06-01 00:54:00,0.119,2.553,NA
2024-06-01 00:55:00,0.109,2.553,NA
2024-06-01 00:56:00,0.111,2.544,NA
2024-06-01 00:57:00,0.103,2.549,NA
2024-06-01 00:58:00,0.103,2.569,NA
2024-06-01 00:59:00,0.104,2.554,NA
2024-06-01 01:00:00,0.098,2.573,NA
2024-06-01 01:01:00,0.088,2.582,NA
2024-06-01 01:02:00,0.086,2.572,NA
2024-06-01 01:03:00,0.09,2.549,NA
2024-06-01 01:04:00,0.089,2.527,NA
2024-06-01 01:05:00,0.092,2.546,NA
2024-06-01 01:06:00,0.096,2.535,NA
2024-06-01 01:07:00,0.094,2.504,NA
2024-06-01 01:08:00,0.095,2.516,NA
2024-06-01 01:09:00,0.109,2.473,NA
2024-06-01 01:10:00,0.111,2.473,NA
2024-06-01 01:11:00,0.112,2.465,NA
2024-06-01 01:12:00,0.115,2.462,NA
2024-06-01 01:13:00,0.113,2.445,NA
2024-06-01 01:14:00,0.107,2.396,NA
2024-06-01 01:15:00,0.101,2.391,NA
2024-06-01 01:16:00,0.102,2.383,NA
2024-06-01 01:17:00,0.095,2.371,NA
2024-06-01 01:18:00,0.091,2.408,NA
2024-06-01 01:19:00,0.088,2.424,NA
2024-06-01 01:20:00,0.088,2.426,NA
2024-06-01 01:21:00,0.11,2.402,NA
2024-06-01 01:22:00,0.116,2.391,NA
2024-06-01 01:23:00,0.117,2.425,NA
2024-06-01 01:24:00,0.124,2.417,NA
2024-06-01 01:25:00,0.125,2.449,NA
2024-06-01 01:26:00,0.121,2.478,NA
2024-06-01 01:27:00,0.116,2.526,NA
2024-06-01 01:28:00,0.127,2.555,NA
2024-06-01 01:29:00,0.117,2.652,NA
2024-06-01 01:30:00,0.097,2.759,NA
2024-06-01 01:31:00,0.092,2.783,NA
2024-06-01 01:32:00,0.094,2.733,NA
2024-06-01 01:33:00,0.099,2.719,NA
2024-06-01 01:34:00,0.101,2.764,NA
