"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2023-01-01,"BAQS",NA,NA,NA,NA,NA,0.314848484848485,0.146454545454545,0.125848484848485,0.121666666666667,0.113878787878788,0.100878787878788,0.11230303030303,1.87139061666667,2.73662021666667,4.08123865,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 01:00:00,"BAQS",NA,NA,NA,NA,NA,0.1915,0.134233333333333,0.119383333333333,0.114016666666667,0.103016666666667,0.113133333333333,0.1073,2.18755926666667,3.4033875,5.17482031666667,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 02:00:00,"BAQS",NA,NA,NA,NA,NA,0.127783333333333,0.0987833333333333,0.0876166666666667,0.0836333333333333,0.0766833333333333,0.0816833333333333,0.08,1.86798133333333,3.94756276666667,7.32035175,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 03:00:00,"BAQS",NA,NA,NA,NA,NA,0.0896,0.0727,0.0662666666666667,0.0642333333333333,0.06095,0.06745,0.0662833333333333,2.01044096666667,4.1488275,7.44757813333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 04:00:00,"BAQS",NA,NA,NA,NA,NA,0.06595,0.0543833333333333,0.0500166666666667,0.04885,0.0474166666666667,0.0530166666666667,0.05215,1.9327306,4.20856013333333,7.3225626,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 05:00:00,"BAQS",NA,NA,NA,NA,NA,0.0705333333333333,0.0607,0.0564333333333333,0.05575,0.0538983050847458,0.05635,0.05565,2.48701588333333,5.54412571666667,9.60850793333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 06:00:00,"BAQS",NA,NA,NA,NA,NA,0.0623333333333333,0.0553666666666667,0.0518833333333333,0.0524406779661017,0.0490666666666667,0.0562166666666667,0.0563389830508475,2.5766179,5.870523,10.5869619,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 07:00:00,"BAQS",NA,NA,NA,NA,NA,0.06455,0.0573,0.0544166666666667,0.0543,0.0524666666666667,0.0556,0.0558333333333333,2.35243695,5.20891488333333,8.79457628333333,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 08:00:00,"BAQS",NA,NA,NA,NA,NA,0.0659833333333333,0.0597666666666667,0.0565166666666667,0.0570833333333333,0.0556,0.0587,0.0585833333333333,2.43739121666667,5.5990156,10.00568845,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2023-01-01 09:00:00,"BAQS",NA,NA,NA,NA,NA,0.0726833333333333,0.0683166666666667,0.06545,0.0656833333333333,0.0645666666666667,0.0699166666666667,0.07045,2.5105771,5.49220221666667,9.6426606,"0b","0b","0b","0b","0b","1b","1b","1b","1b","1b","1b","1b",1,1,1
