"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2023-07-01,NA,2.97045222070228,0,0,0.128743241495704,0,0.0718,0.073,0.07075,0.0695,0.0657166666666667,0.0674,0.0669666666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 01:00:00,"LW",3.34371759239123,0.0487109383762952,0,0.0512111798434271,0,0.0555254237288136,0.0580333333333333,0.0551,0.0565,0.0525254237288136,0.0555862068965517,0.0545172413793103,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 02:00:00,"LW",0.906851582870447,0,0.0192842568797152,0,0.482701213588558,0.0448363636363636,0.0449649122807018,0.0458888888888889,0.0444259259259259,0.0413636363636364,0.04475,0.04678,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 03:00:00,"LW",1.51209941922384,0,0,0.250871562810189,0,0.0432456140350877,0.0413928571428571,0.0389824561403509,0.0404444444444444,0.0369107142857143,0.0425714285714286,0.0395438596491228,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 04:00:00,"LW",0,0,0,0.613509293581131,0,0.0675,0.0703050847457627,0.0660677966101695,0.0652542372881356,0.0610508474576271,0.0625932203389831,0.0654107142857143,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 05:00:00,"LW",0,0.223505808492643,0,0.568207752094346,0,0.11825,0.119133333333333,0.112033333333333,0.110066666666667,0.105203389830508,0.107728813559322,0.106983050847458,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 06:00:00,"LW",0.686575786785362,0.00597117546299794,0,0,0,0.140642857142857,0.140298245614035,0.134280701754386,0.135410714285714,0.128767857142857,0.133927272727273,0.134054545454545,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 07:00:00,"LW",0,0.138181401947544,1.19424867730877,0,0,0.167366666666667,0.167216666666667,0.1587,0.155683333333333,0.149583333333333,0.1494,0.153677966101695,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 08:00:00,"LW",0,0,0,0.409473670827194,0,0.158173076923077,0.139368421052632,0.132228070175439,0.132535714285714,0.126892857142857,0.133596153846154,0.135245283018868,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 09:00:00,"LW",0,0.089573317919617,2.51988122899863,0.335297744407594,0,0.173689655172414,0.163916666666667,0.159847457627119,0.161120689655172,0.154457627118644,0.159543859649123,0.162754385964912,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 10:00:00,"LW",0.46807622446678,4.73701929808875e-06,1.92535842451366,0,0,0.179679245283019,0.160017543859649,0.151017543859649,0.147103448275862,0.148464285714286,0.155057692307692,0.165058823529412,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 11:00:00,"LW",0.32552923952633,0,0,0.175884327944303,0,0.256508474576271,0.248966101694915,0.231683333333333,0.229677966101695,0.219745762711864,0.216267857142857,0.216526315789474,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 12:00:00,"LW",0,0,1.49825682185115,0,0,0.256526315789474,0.234796610169492,0.22128813559322,0.224280701754386,0.209203389830508,0.202894736842105,0.213142857142857,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 13:00:00,"LW",0,0,0,0.433355221836678,0.288837718116927,0.176813559322034,0.171183333333333,0.164666666666667,0.162883333333333,0.156816666666667,0.14835593220339,0.14895,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 14:00:00,"LW",1.45308037791357,0,1.56423072242756,0.248778442068357,0.0915252885731353,0.35055,0.337233333333333,0.320083333333333,0.314083333333333,0.301383333333333,0.282283333333333,0.291406779661017,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2023-07-01 15:00:00,"LW",2.29432632215995,0,0.261396960381357,0.446919181300953,0.708017336182604,0.490083333333333,0.469066666666667,0.445633333333333,0.437466666666667,0.41585,0.394316666666667,0.395333333333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
