"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2026-03-01,NA,NA,NA,NA,NA,NA,0.584878787878788,0.449939393939394,0.390454545454545,0.37069696969697,0.342424242424242,0.30369696969697,0.317575757575758,3.80213478333333,5.81524843333333,10.4303322833333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 01:00:00,NA,NA,NA,NA,NA,NA,0.383,0.305433333333333,0.266533333333333,0.250933333333333,0.229983333333333,0.223933333333333,0.221133333333333,3.30747976666667,5.46287501666667,8.85868348333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 02:00:00,NA,NA,NA,NA,NA,NA,0.1884,0.15545,0.137183333333333,0.130016666666667,0.1185,0.12265,0.119783333333333,2.85409815,5.0179165,7.78595421666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 03:00:00,NA,NA,NA,NA,NA,NA,0.1362,0.1153,0.103933333333333,0.101116666666667,0.0941166666666667,0.0978166666666667,0.0966333333333333,2.85654418333333,5.10596541666667,8.53205706666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 04:00:00,NA,NA,NA,NA,NA,NA,0.0687796610169491,0.0606833333333333,0.0586551724137931,0.0595357142857143,0.0564821428571429,0.0600178571428571,0.0619259259259259,1.92014675,3.4052683,5.29665965,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 05:00:00,NA,NA,NA,NA,NA,NA,0.0617454545454545,0.0601578947368421,0.0593636363636364,0.0620555555555556,0.0569272727272727,0.0632727272727273,0.0706078431372549,1.2503453,1.94893131666667,2.66218003333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 06:00:00,NA,NA,NA,NA,NA,NA,0.07255,0.0713833333333333,0.0674166666666667,0.0664833333333333,0.0673448275862069,0.071,0.0703620689655172,1.86802215,3.24816056666667,4.71774058333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 07:00:00,NA,NA,NA,NA,NA,NA,0.0846949152542373,0.0806833333333333,0.0767666666666667,0.0769,0.07505,0.0784827586206897,0.0825087719298246,2.40697065,4.27587398333333,6.3663652,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 08:00:00,NA,NA,NA,NA,NA,NA,0.07885,0.0787833333333333,0.0744333333333333,0.07435,0.0747241379310345,0.0758135593220339,0.0779137931034483,2.05858198333333,3.6784909,5.82200498333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 09:00:00,NA,NA,NA,NA,NA,NA,0.0903833333333333,0.0920833333333333,0.0873833333333333,0.0884237288135593,0.0839833333333333,0.0866333333333333,0.0866666666666667,1.91404341666667,3.34093541666667,5.03558601666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 10:00:00,NA,NA,NA,NA,NA,NA,0.107233333333333,0.108866666666667,0.103283333333333,0.105203389830508,0.0993,0.107620689655172,0.109771929824561,4.86386378333333,6.75330385,8.17612025,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 11:00:00,NA,NA,NA,NA,NA,NA,0.115333333333333,0.11625,0.1096,0.111,0.109224137931034,0.107120689655172,0.111491228070175,2.70647708333333,4.03983386666667,4.92749973333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 12:00:00,NA,NA,NA,NA,NA,NA,0.11465,0.117,0.1091,0.108,0.104169491525424,0.107155172413793,0.107293103448276,1.02806428333333,1.5818449,2.44871291666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 13:00:00,NA,NA,NA,NA,NA,NA,0.138233333333333,0.138766666666667,0.131183333333333,0.129483333333333,0.12625,0.129864406779661,0.131728813559322,2.03499076666667,4.0286125,7.00551808333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 14:00:00,NA,NA,NA,NA,NA,NA,0.1564,0.150533333333333,0.14175,0.141833333333333,0.138033333333333,0.142966666666667,0.1451,3.33132503333333,6.80827656666667,11.3107017,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 15:00:00,NA,NA,NA,NA,NA,NA,0.18295,0.16895,0.155683333333333,0.153416666666667,0.147066666666667,0.150135593220339,0.15171186440678,3.47583625,6.90318995,11.2915909,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 16:00:00,NA,NA,NA,NA,NA,NA,0.2011,0.180383333333333,0.163783333333333,0.159466666666667,0.151133333333333,0.14755,0.148466666666667,2.97464481666667,5.5644611,9.10796746666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 17:00:00,NA,NA,NA,NA,NA,NA,0.20195,0.183516666666667,0.169366666666667,0.164266666666667,0.158483333333333,0.154483333333333,0.157066666666667,3.19384181666667,5.79296181666667,8.92565771666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 18:00:00,NA,NA,NA,NA,NA,NA,0.197583333333333,0.175783333333333,0.159533333333333,0.155133333333333,0.1455,0.142283333333333,0.141916666666667,2.88347266666667,5.00842516666667,7.09286153333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 19:00:00,NA,NA,NA,NA,NA,NA,0.157716666666667,0.143783333333333,0.131066666666667,0.126333333333333,0.119466666666667,0.119542372881356,0.119881355932203,2.11329285,3.60436756666667,5.28946895,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 20:00:00,NA,NA,NA,NA,NA,NA,0.149683333333333,0.133016666666667,0.121066666666667,0.116133333333333,0.108766666666667,0.1051,0.105116666666667,1.64486713333333,2.76333885,4.30333401666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 21:00:00,NA,NA,NA,NA,NA,NA,0.105666666666667,0.0952333333333333,0.0864666666666667,0.0844166666666667,0.0789166666666667,0.0758666666666667,0.079051724137931,1.34368805,2.13680093333333,3.13786228333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 22:00:00,NA,NA,NA,NA,NA,NA,0.0836610169491525,0.0777796610169492,0.0726379310344828,0.0750545454545454,0.070875,0.0696727272727273,0.0763584905660377,1.30788223333333,2.20417306666667,3.44393798333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-01 23:00:00,NA,NA,NA,NA,NA,NA,0.0762,0.0701166666666667,0.0649666666666667,0.0665789473684211,0.0610169491525424,0.0670925925925926,0.0711730769230769,1.60423708333333,2.97528333333333,5.00150471666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02,NA,NA,NA,NA,NA,NA,0.0733666666666667,0.0671,0.0620166666666667,0.0622033898305085,0.0609827586206897,0.0634642857142857,0.0648545454545455,1.96912013333333,3.93172145,7.04249303333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 01:00:00,NA,NA,NA,NA,NA,NA,0.08,0.0729833333333333,0.0672333333333333,0.0662333333333333,0.0637833333333333,0.0661016949152542,0.0682758620689655,2.24552815,4.49637558333333,7.64506713333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 02:00:00,NA,NA,NA,NA,NA,NA,0.0790833333333333,0.0704,0.0658166666666667,0.0655333333333333,0.0634333333333333,0.0644576271186441,0.0665423728813559,2.3846335,4.89391005,8.61343613333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 03:00:00,NA,NA,NA,NA,NA,NA,0.0749666666666667,0.0701525423728814,0.06365,0.0663684210526316,0.0680909090909091,0.0643793103448276,0.0668448275862069,2.48703391666667,4.93404686666667,8.55264133333333,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 04:00:00,NA,NA,NA,NA,NA,NA,0.0854166666666667,0.0763166666666667,0.0696,0.06835,0.06535,0.0671666666666667,0.068864406779661,2.57974775,5.0695261,8.67752635,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 05:00:00,NA,NA,NA,NA,NA,NA,0.133266666666667,0.123416666666667,0.114216666666667,0.112616666666667,0.10755,0.10895,0.10985,2.73808246666667,5.36488283333333,9.48441986666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 06:00:00,NA,NA,NA,NA,NA,NA,0.1653,0.150483333333333,0.1384,0.133916666666667,0.128033333333333,0.12695,0.128466666666667,2.97602975,5.65909243333333,9.72832225,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 07:00:00,NA,NA,NA,NA,NA,NA,0.272683333333333,0.257133333333333,0.237516666666667,0.233916666666667,0.225033333333333,0.221666666666667,0.225183333333333,3.14200825,5.83627013333333,10.02456735,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 08:00:00,NA,NA,NA,NA,NA,NA,0.3353,0.319416666666667,0.295816666666667,0.290433333333333,0.278466666666667,0.271933333333333,0.2765,3.40305435,6.33218501666667,11.7292058166667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 09:00:00,NA,NA,NA,NA,NA,NA,0.364916666666667,0.34955,0.32345,0.3176,0.30365,0.296366666666667,0.300016666666667,3.65191703333333,6.57103953333333,11.41323865,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 10:00:00,NA,NA,NA,NA,NA,NA,0.397166666666667,0.360283333333333,0.329033333333333,0.319,0.302833333333333,0.2929,0.295416666666667,3.94061066666667,6.73831333333333,11.1278505666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 11:00:00,NA,NA,NA,NA,NA,NA,0.419733333333333,0.38595,0.351916666666667,0.3429,0.321733333333333,0.313833333333333,0.314616666666667,4.33197693333333,7.51994231666667,13.14004975,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
2026-03-02 12:00:00,NA,NA,NA,NA,NA,NA,0.334516666666667,0.31535,0.28995,0.281666666666667,0.265766666666667,0.2625,0.263183333333333,4.1301566,7.02480198333333,12.2212796666667,NA,NA,NA,NA,NA,"1b","1b","1b","1b","1b","1b","1b",1,1,1
