"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2021-03-01,"BAQS",8.6488344279976,2.23270680238757,0.712737984116369,5.52160393949375,0,2.24308333333333,2.02393333333333,1.86233333333333,1.80261666666667,1.70748333333333,1.62263333333333,1.62141666666667,16.49272965,18.4179258166667,21.0602369333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 01:00:00,"BAQS",8.77008736342478,2.58654229939701,1.02957610773333,6.10655556355003,0,1.96055,1.72815,1.58563333333333,1.52571666666667,1.43363333333333,1.35211666666667,1.35258333333333,16.7625419333333,18.59699185,20.6278815833333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 02:00:00,"BAQS",8.641173346722,2.48856629836824,0.781386414917375,6.81934804215914,0.0269495571442949,1.89535,1.66075,1.5236,1.46923333333333,1.37951666666667,1.2968,1.30371666666667,16.8595294,18.6767421333333,20.8673579166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 03:00:00,"BAQS",8.00417281207877,2.01999140166473,0.66540677613585,5.75050794828051,0,1.54351666666667,1.35261666666667,1.23616666666667,1.18875,1.11188333333333,1.04958333333333,1.05476666666667,14.84650215,16.5228555166667,18.3870939666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 04:00:00,"BAQS",6.43256423260942,2.21141488227041,0.827378282328459,5.64546168852707,0,1.42078333333333,1.23498333333333,1.12681666666667,1.08211666666667,1.00653333333333,0.949183333333333,0.953416666666667,13.7503335,15.3430965666667,17.3362731,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 05:00:00,"BAQS",6.90733464669574,2.34956838483888,0.867961990605923,5.99147318683674,0,1.51971666666667,1.33196666666667,1.21903333333333,1.17198333333333,1.09855,1.03128333333333,1.04213333333333,14.2172363833333,15.80585345,17.3728051333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 06:00:00,"BAQS",6.19784395960451,2.1733217818587,0.812520696594491,5.90055678424928,0,1.71743333333333,1.57013333333333,1.45213333333333,1.4082,1.32045,1.2683,1.28421666666667,13.79973345,15.3896998166667,17.3639029666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 07:00:00,"BAQS",4.63030715482911,2.40790134442926,1.0860979494936,4.64166091633487,0,1.2217,1.11343333333333,1.02478333333333,0.99,0.9249,0.888216666666667,0.897233333333333,16.3278364666667,17.43342345,18.6999762666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 08:00:00,"BAQS",3.5609495835165,1.77694824606832,1.1203843844422,3.59107008745735,0,0.9424,0.889616666666667,0.827033333333333,0.803683333333333,0.7506,0.7272,0.735666666666667,14.29786815,14.8626886,15.3902361333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2021-03-01 09:00:00,"BAQS",2.3691952718789,1.5943496635365,0.821239736192372,2.66661747223542,0,0.7163,0.707916666666667,0.665383333333333,0.651533333333333,0.61055,0.604433333333333,0.610433333333333,8.89514325,9.17960585,9.74842463333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
