"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm"
2021-08-02 04:00:00,"LW",1.68693942634973,0.315334447373767,0.339758206383416,0.256628939460215,0,0.40225,0.3962,0.375,0.369366666666667,0.346833333333333,0.350983333333333,0.350716666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 05:00:00,"LW",1.19371967899491,0.457351294041797,0.268104395934967,0.285113451048957,0,0.663216666666667,0.653116666666667,0.6197,0.609683333333333,0.572266666666667,0.58475,0.5872,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 06:00:00,"LW",2.36098888052184,0.630534935067434,0.222002450474659,0.380656230314938,0.0232748102495242,0.626133333333333,0.6122,0.578566666666667,0.5699,0.534316666666667,0.5402,0.5434,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 07:00:00,"LW",1.55137118206884,0.593801141880958,0.544566829806352,0.399099403261437,0,0.502833333333333,0.493133333333333,0.469216666666667,0.462666666666667,0.43745,0.43755,0.442066666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 08:00:00,"LW",1.58918424133101,0.570542391179836,0.447396954257413,0.293608590570221,0,0.362862068965517,0.359534482758621,0.338305084745763,0.342086206896552,0.322237288135593,0.320551724137931,0.342857142857143,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 09:00:00,"LW",1.96470946625058,0.558444589009922,0.273424319073668,0.4334098760664,0,0.302105263157895,0.285220338983051,0.272254237288136,0.26728813559322,0.268157894736842,0.253017543859649,0.260666666666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 10:00:00,"LW",2.14208666931961,0.366247119089584,0.59091599195278,0.323700994569584,0,0.323689655172414,0.309915254237288,0.296474576271186,0.29171186440678,0.279525423728814,0.276964912280702,0.284824561403509,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 11:00:00,"LW",2.08912434992061,0.57447264797142,0.722206443834493,0.219745445825011,0.0250916611698427,0.395660714285714,0.376551724137931,0.35898275862069,0.362771929824561,0.353017857142857,0.355763636363636,0.361781818181818,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 12:00:00,"LW",2.87410158266535,0.575955091105666,0.544831084134391,0.238757873569628,0,0.484206896551724,0.468610169491525,0.451186440677966,0.448203389830508,0.435448275862069,0.435465517241379,0.442586206896552,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 13:00:00,"LW",2.78040012053229,0.602875966351445,0.554467107804848,0.357780628756073,0,0.998383333333333,1.00186666666667,0.959933333333333,0.950766666666667,0.9085,0.906516666666667,0.922883333333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 14:00:00,"LW",2.99831079803878,0.821894230299114,0.754571551909051,0.317260154152501,0.0188259205235612,0.817338983050847,0.795898305084746,0.757864406779661,0.747423728813559,0.709203389830509,0.701610169491525,0.713559322033898,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
2021-08-02 15:00:00,"LW",3.22823839737923,0.722768196314052,0.559105883600582,0.373431312418196,0,0.881584905660377,0.829481481481481,0.790407407407407,0.776296296296296,0.736833333333333,0.759307692307692,0.791607843137255,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b"
