"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2019-06-01,"BAQS",1.2113998035768,0.308584523708493,1.13157962067647,0.112056061813049,0,0.267816666666667,0.254766666666667,0.240266666666667,0.234416666666667,0.21835,0.218283333333333,0.218333333333333,2.58863728333333,3.3930459,5.217094,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 01:00:00,"BAQS",0.888544723973841,0.342728251289609,1.40008196420771,0.113672709845016,0.000191196449353043,0.208566666666667,0.198416666666667,0.188333333333333,0.182883333333333,0.173533333333333,0.166716666666667,0.169866666666667,2.28165663333333,2.95739753333333,4.52346748333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 02:00:00,"BAQS",0.72303342566277,0.518542794395516,1.66161358116219,0.154106744368468,0.0182609024992006,0.185183333333333,0.1779,0.167916666666667,0.165816666666667,0.153633333333333,0.15445,0.153266666666667,3.1038945,3.88570715,4.81364145,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 03:00:00,"BAQS",0.744112096806366,0.632421868471483,1.77058381997754,0.137266503436463,0.018444377827701,0.168766666666667,0.161616666666667,0.153283333333333,0.15025,0.1441,0.13715,0.1417,3.1593202,4.01568693333333,5.14424585,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 04:00:00,"BAQS",0.694445658443971,0.482014973507443,1.71802293622269,0.184176608593358,0.0160433086102962,0.19955,0.19325,0.184133333333333,0.1819,0.173366666666667,0.1658,0.170633333333333,3.0198791,3.88494865,5.13123268333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 05:00:00,"BAQS",0.871256600950321,0.638243283333042,1.93092097728061,0.343547454184009,0.0335431188335845,0.29435,0.297333333333333,0.285233333333333,0.281716666666667,0.267566666666667,0.271133333333333,0.276616666666667,3.48873493333333,4.79575895,8.1551236,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 06:00:00,"BAQS",1.24209433806966,0.689137715890069,1.84844388428534,0.377786564989022,0.0285515598902804,0.320066666666667,0.32735,0.314066666666667,0.311333333333333,0.295466666666667,0.305783333333333,0.306733333333333,3.91947301666667,5.02158685,6.79996908333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 07:00:00,"BAQS",1.42493089022458,0.868579332578584,1.70941754302378,0.561060096156204,0.0297526970609812,0.448982142857143,0.361928571428571,0.344339285714286,0.341767857142857,0.324482142857143,0.318767857142857,0.32475,4.04428298333333,5.13624345,7.10481128333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 08:00:00,"BAQS",1.64104161042056,0.936748611785141,2.03069440605002,0.677447561942269,0.0255124687625507,0.458866666666667,0.396116666666667,0.37055,0.364266666666667,0.348566666666667,0.341783333333333,0.3447,5.15561815,6.40513313333333,8.93657993333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 09:00:00,"BAQS",1.78620550576346,0.693593222564055,1.9811783148153,0.591215380753707,0.0307733849498845,0.383283333333333,0.3572,0.3337,0.32615,0.313516666666667,0.30425,0.30885,5.59454521666667,6.9138895,9.43217845,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 10:00:00,"BAQS",1.6337892002352,0.36671349619638,1.03957091834874,0.24774979468155,0.0198247444620997,0.313016666666667,0.295833333333333,0.2767,0.2707,0.260616666666667,0.24975,0.25435,3.5853616,4.60223983333333,7.77300976666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 11:00:00,"BAQS",1.55135293493532,0.381414177334792,0.800756171827094,0.187236348829017,0,0.318833333333333,0.310366666666667,0.29085,0.284033333333333,0.2722,0.26385,0.266866666666667,2.55906548333333,3.47280625,6.69039726666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 12:00:00,"BAQS",1.46584231147923,0.0746038638333762,0.437665858800501,0.102281002391024,0,0.278833333333333,0.275783333333333,0.260316666666667,0.256583333333333,0.247616666666667,0.245491525423729,0.249406779661017,1.88468826666667,2.58801811666667,4.9125723,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 13:00:00,"BAQS",1.39159643418457,0.199640518126789,0.312746179325851,0.108049651931502,0.0100812786963335,0.273066666666667,0.271066666666667,0.2562,0.252116666666667,0.24255,0.232633333333333,0.2365,1.51697851666667,2.0250459,3.86429681666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2019-06-01 14:00:00,"BAQS",1.68256368621245,0.0868884599229742,0.500154528204543,0.114643167196987,0.000938479692721023,0.247466666666667,0.245416666666667,0.230916666666667,0.226883333333333,0.217883333333333,0.213,0.216101694915254,1.55832833333333,2.07610008333333,3.89459006666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
