"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2025-03-01,"BAQS",7.14724168725695,2.38402070010367,0.869098996977348,5.02045968747496,0.0126635208442349,4.39113333333333,3.9557,3.59226666666667,3.43616666666667,3.19006666666667,3.12916666666667,3.14118333333333,17.8110132,19.7599346833333,22.5455525833333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 01:00:00,"BAQS",6.51978377124809,1.86273258227252,0.815304461701722,4.49455922796617,0.0712086068114862,4.16746428571428,3.891375,3.56532142857143,3.441,3.22273214285714,3.1665,3.18355357142857,14.8995346166667,16.42808865,18.4130436,"3b","3b","3b","3b","2b","4","4","4","4","4","4","4",1,1,1
2025-03-01 02:00:00,"BAQS",4.86286385917269,1.94179759856414,0.718119513351609,3.94680654290991,0.0407617180176118,2.91906666666667,2.61226666666667,2.37728333333333,2.30078333333333,2.17271666666667,2.09951666666667,2.10083333333333,12.6699860833333,13.91872355,15.6088065666667,"3b","3b","3b","3b","2b","4","4","4","4","4","4","4",1,1,1
2025-03-01 03:00:00,"BAQS",4.60980137617979,2.24220010899467,0.594341680015382,4.28909928594333,0.0150771037424154,2.3995,2.07931666666667,1.8775,1.80231666666667,1.68575,1.63045,1.63028333333333,12.8740595333333,14.2515318666667,16.0571849666667,"3b","3b","3b","3b","2b","4","4","4","4","4","4","4",1,1,1
2025-03-01 04:00:00,"BAQS",4.75388386374907,1.73322429914872,0.951158590773718,4.2866508814358,0.0194650304598698,1.73068333333333,1.503,1.35735,1.29948333333333,1.20548333333333,1.17311666666667,1.17233333333333,11.034408,12.1875352666667,13.5245685666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 05:00:00,"BAQS",3.92816103775503,1.90112758561897,0,4.96284127559574,0,1.4064,1.21015,1.09221666666667,1.04308333333333,0.9623,0.946233333333333,0.945183333333333,10.5251516833333,11.6750326833333,13.0528250166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 06:00:00,"BAQS",3.74166234653455,2.35332675655234,0.356475308045637,5.26123836319518,0.0359673354092661,1.28171666666667,1.15061666666667,1.0494,1.0077,0.932,0.929116666666667,0.9318,10.2128611,11.3779047166667,12.9091796666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 07:00:00,"BAQS",3.14075897948468,2.26968793999054,0.609883047986035,5.70077747200125,0,2.02745,1.96295,1.8308,1.78198333333333,1.66376666666667,1.69586666666667,1.70731666666667,10.6745048,11.9280394166667,13.3862878,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 08:00:00,"BAQS",3.19112691083507,2.52987641626125,0.5610883077633,6.04526962133215,0.0355219723774909,1.77755,1.71658333333333,1.60175,1.55916666666667,1.44981666666667,1.4796,1.49046666666667,10.7809507,12.1767343166667,14.5815373333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 09:00:00,"BAQS",3.32538614984649,2.46277192254916,0.356218993270545,5.81939265610177,0.012324614784837,1.07705,1.04533333333333,0.970266666666667,0.94155,0.874416666666667,0.874266666666667,0.880683333333333,9.38484753333333,11.1314113333333,13.2401111666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 10:00:00,"BAQS",2.42258491364169,2.17674141469871,0.804610570295649,5.20902956074986,0.0155445834458526,0.559,0.541633333333333,0.49865,0.482166666666667,0.448866666666667,0.4258,0.432466666666667,7.4839862,9.53297255,12.6797601166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 11:00:00,"BAQS",2.94460976951652,1.69322612363237,1.15682030847427,4.50780546026288,0,0.599583333333333,0.57075,0.527783333333333,0.51085,0.481566666666667,0.45035,0.462283333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2025-03-01 12:00:00,"BAQS",3.10400147821591,1.69232588170619,0.944943305749734,3.71128334987607,0,0.753683333333333,0.7109,0.660066666666667,0.63995,0.605283333333333,0.57505,0.588066666666667,6.39553546666667,8.33205015,11.8250581666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 13:00:00,"BAQS",2.23672404190441,1.44208129262806,1.16964304425582,3.43850004531771,0,0.7595,0.727983333333333,0.679966666666667,0.658566666666667,0.624083333333333,0.5925,0.609583333333333,5.54942976666667,7.29335203333333,11.3776813333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 14:00:00,"BAQS",2.5214497062323,1.45943044487673,1.01932650741622,3.02864560561462,0.0525213896953959,0.6857,0.647133333333333,0.603816666666667,0.585166666666667,0.556983333333333,0.519566666666667,0.53655,5.25614966666667,6.81970151666667,9.6473013,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 15:00:00,"BAQS",2.347173315936,1.38985508801761,0.75726572959861,3.18459705085578,0,0.6645,0.621833333333333,0.5785,0.560733333333333,0.536933333333333,0.499383333333333,0.517616666666667,5.01393528333333,6.5213352,9.27859705,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 16:00:00,"BAQS",2.70263968401975,0.83193534307402,0.137714858413218,1.98514275344399,0,0.767166666666667,0.7037,0.65125,0.6301,0.59995,0.5653,0.580416666666667,4.51906708333333,5.92303383333333,9.0445968,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 17:00:00,"BAQS",2.47719774432483,0.707676198646245,0.286623792592706,1.89480349131643,0.0418124448808215,0.826416666666667,0.734033333333333,0.675316666666667,0.650766666666667,0.618033333333333,0.582366666666667,0.597183333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2025-03-01 18:00:00,"BAQS",3.4204566402826,0.975919998102979,1.03533853007893,1.76342559219794,0.0190531253219981,2.22680357142857,1.73592857142857,1.52255357142857,1.44651785714286,1.35230357142857,1.26928571428571,1.27428571428571,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2025-03-01 19:00:00,"BAQS",5.68551357993978,0.748619232992794,0.230300838376127,1.91489522230792,0.0178004035129291,2.96265,2.7652,2.54075,2.47175,2.34941666666667,2.2756,2.28678333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2025-03-01 20:00:00,"BAQS",6.84684819856001,1.8959353931732,0.732217134795346,2.27793960382666,0.0705447233824087,5.74781666666667,5.58785,5.25201666666667,5.17218333333333,4.94351666666667,4.8936,4.94466666666667,14.8110519833333,17.88236365,26.4569847,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 21:00:00,"BAQS",9.82480353840058,2.64324645803444,0.51454759119407,3.37473836244139,0.120594767580624,8.39321666666667,7.76053333333333,7.23131666666667,7.0406,6.63028333333333,6.59003333333333,6.657,23.028452,26.3800918833333,33.8469150333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 22:00:00,"BAQS",12.72565521712,2.06656993774022,0,4.34055438647736,0.00954246156494279,9.99335714285714,9.21307142857143,8.47032142857143,8.23523214285714,7.798,7.65801785714286,7.70169642857143,28.82687725,32.8150964666667,41.7455946666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-01 23:00:00,"BAQS",14.1260164493956,2.96492855299265,0.929747236730582,5.15906204527316,0.122886089321696,10.6232166666667,9.47108333333333,8.5907,8.23295,7.67545,7.45641666666667,7.4874,36.408536,40.0796140333333,47.7948571333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02,"BAQS",13.7792244815211,2.96722287160698,0.00793158858049012,5.72378801022187,0.0933874208897322,7.46027272727273,6.28487878787879,5.55412121212121,5.29636363636364,4.95993939393939,4.676,4.67615151515152,31.4756690166667,34.2630744333333,39.5459512333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 01:00:00,"BAQS",12.388825612087,3.13669728401254,0.423517127870927,6.5234745012549,0.111012099245007,7.06373333333333,6.02876666666667,5.3896,5.16011666666667,4.80661666666667,4.61648333333333,4.61346666666667,28.04570205,30.33620165,34.0796701166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 02:00:00,"BAQS",12.6094193699398,3.55149831638079,0.157634148585981,5.98978690670747,0.0553376182198496,6.71815,5.78586666666667,5.16553333333333,4.92105,4.5321,4.3906,4.39306666666667,29.2423890666667,31.6257879833333,35.5736821666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 03:00:00,"BAQS",10.1886464546784,2.69046132911102,0.312789206576009,5.64928516443768,0.086230677095924,4.66510714285714,4.01814285714286,3.58042857142857,3.40230357142857,3.12708928571429,3.02660714285714,3.02989285714286,21.1279595333333,22.9401243,26.0561856166667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 04:00:00,"BAQS",7.66744489970364,2.30094790543839,0.227681466158323,5.19915550337795,0.0795665215630874,3.75778333333333,3.24101666666667,2.89976666666667,2.78726666666667,2.62023333333333,2.49705,2.49253333333333,17.0028734166667,18.5341465,21.2298840333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 05:00:00,"BAQS",6.47209724540163,2.24932179452511,0,4.98725226127051,0.0953400428840491,2.70061666666667,2.38878333333333,2.1542,2.07398333333333,1.93908333333333,1.8659,1.86036666666667,14.4542221,15.7353611833333,17.7540050666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 06:00:00,"BAQS",6.76896378208789,2.28704156871237,0,4.55999754999027,0.141838475500739,2.43561666666667,2.19123333333333,1.99018333333333,1.92138333333333,1.78898333333333,1.7443,1.74163333333333,13.9197743666667,15.2641071333333,16.8849846333333,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 07:00:00,"BAQS",5.81313350339097,2.1245683679042,0.354222598373069,4.75607618094884,0.0550930529645027,2.1232,1.9378,1.76915,1.71171666666667,1.59033333333333,1.56425,1.56621666666667,12.6285900833333,13.90388025,15.9756316666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 08:00:00,"BAQS",5.51493035368975,2.24923891261803,0.0532678976737346,5.85344444696412,0.0911314699482951,1.56325,1.43025,1.30771666666667,1.26765,1.18446666666667,1.13601666666667,1.14901666666667,11.5391539833333,12.9618526,15.8486442666667,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",1,1,1
2025-03-02 09:00:00,"BAQS",4.95600768435906,2.29511021279473,0.341191993645802,6.49547565824905,0,1.17703333333333,1.08751666666667,0.9943,0.96075,0.908183333333333,0.8475,0.866516666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2025-03-02 10:00:00,"BAQS",2.66409160615251,1.74622226779398,0,4.10759885488948,0.0280082288074451,0.535966666666667,0.5113,0.4627,0.445683333333333,0.421283333333333,0.388333333333333,0.398133333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2025-03-02 11:00:00,"BAQS",2.33622708588691,1.08959424422395,0,1.7623693039715,0,0.328233333333333,0.31615,0.286933333333333,0.27655,0.2601,0.244433333333333,0.2488,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",3,3,3
2025-03-02 12:00:00,"BAQS",1.4121197442286,0.877307119658325,0.347620242870204,2.22865598950635,0.0197375002880681,0.348833333333333,0.325233333333333,0.2971,0.284416666666667,0.26585,0.2496,0.250966666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",3,3,3
2025-03-02 13:00:00,"BAQS",3.01790745961382,1.13662248290098,0.339205842088336,2.6856393394585,0,0.431333333333333,0.397483333333333,0.365766666666667,0.353666666666667,0.3317,0.3107,0.315483333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2025-03-02 14:00:00,"BAQS",3.15362462764995,1.48682499621735,0.298911937310647,3.00701635542557,0.000835477526282161,0.481466666666667,0.431283333333333,0.395616666666667,0.381066666666667,0.360683333333333,0.328016666666667,0.33585,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
2025-03-02 15:00:00,"BAQS",4.15371676594904,1.21164383727778,0,3.59336048828383,0,0.555583333333333,0.4824,0.4391,0.419833333333333,0.3953,0.3547,0.362633333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",2,2,2
