"Date_UTC","source_pm2p5","Org","NH4","SO4","NO3","Chl","BC_370_nm","BC_470_nm","BC_520_nm","BC_590_nm","BC_660_nm","BC_880_nm","BC_950_nm","PM1","PM2p5","PM10","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl","qc_flag_BC_370_nm","qc_flag_BC_470_nm","qc_flag_BC_520_nm","qc_flag_BC_590_nm","qc_flag_BC_660_nm","qc_flag_BC_880_nm","qc_flag_BC_950_nm","qc_flag_PM1","qc_flag_PM2p5","qc_flag_PM10"
2020-08-01,"BAQS",1.13459055707777,0.604249073530681,1.03762830803201,0.109840343261458,0,0.107583333333333,0.10025,0.09295,0.08935,0.0826666666666667,0.0793,0.0800666666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 01:00:00,"BAQS",1.33587861546554,0.339589478081516,0.192769974487156,0.0621139787489724,0,0.0787333333333333,0.0727833333333333,0.0672,0.0649,0.0616271186440678,0.0591186440677966,0.0595423728813559,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 02:00:00,"BAQS",0.304494111785796,1.04842378841421,0.980133666869765,0.110867289326258,0,0.0949666666666667,0.0853833333333333,0.08005,0.0778333333333333,0.0734333333333333,0.0735254237288136,0.0729166666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 03:00:00,"BAQS",1.02267312366419,0.424028990090826,0.752546147386139,0.0392038507100167,0.00785495815624431,0.125366666666667,0.113216666666667,0.10615,0.1037,0.0974166666666667,0.0965666666666667,0.09715,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 04:00:00,"BAQS",0.825320488111633,0.893215524980587,0.916564311541348,0.0858867513241234,0.0567988520181993,0.165566666666667,0.154183333333333,0.144616666666667,0.1416,0.132083333333333,0.1312,0.131966666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 05:00:00,"BAQS",1.6424892222358,1.16955493454464,0.95445813512503,0.123142454969539,0,0.223766666666667,0.214283333333333,0.20035,0.1962,0.183283333333333,0.181633333333333,0.183266666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 06:00:00,"BAQS",0.703597713356347,1.41448787755997,0.797489362188593,0.164124534414827,0.0120129988699699,0.287083333333333,0.272516666666667,0.25525,0.248733333333333,0.2328,0.2274,0.229816666666667,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 07:00:00,"BAQS",1.76484758167638,0.634125187255923,0.910471581042405,0.183503858523351,0,0.374483333333333,0.358016666666667,0.334383333333333,0.325233333333333,0.305033333333333,0.298866666666667,0.302833333333333,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 08:00:00,"BAQS",1.89699797274619,0.766419847377879,1.16200881155847,0.120975240646173,0.00117652337927608,0.354883333333333,0.341666666666667,0.3216,0.314416666666667,0.294616666666667,0.290033333333333,0.298762711864407,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 09:00:00,"BAQS",2.00102210841896,0.827017834157149,1.5791120658473,0.0406216124257828,0,0.253611111111111,0.223844827586207,0.211258620689655,0.215767857142857,0.208127272727273,0.212740740740741,0.217648148148148,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 10:00:00,"BAQS",1.7225422621132,1.35514424426576,1.28479202589556,0.0714650872407963,0.00775709715135171,0.383692307692308,0.352109090909091,0.345679245283019,0.346153846153846,0.332960784313725,0.354375,0.368255319148936,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 11:00:00,"BAQS",2.60967733795399,1.36635159396962,0.324216599941568,0.0292307399990705,0.0207693421070312,0.249727272727273,0.229877192982456,0.224945454545455,0.217196428571429,0.204107142857143,0.210290909090909,0.21587037037037,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 12:00:00,"BAQS",0.496643307913756,0.458267294221034,0.987883122540825,0.123736051081695,0,0.250132075471698,0.226518518518519,0.217132075471698,0.206203703703704,0.205634615384615,0.204862745098039,0.2147,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 13:00:00,"BAQS",1.53930575986457,0.161506337473936,0.596014172854024,0.151999083537318,0.0256506140766864,0.398363636363636,0.384927272727273,0.361890909090909,0.355945454545455,0.334709090909091,0.344055555555556,0.347481481481481,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
2020-08-01 14:00:00,"BAQS",2.43201587933261,0,0.247696843918092,0.0567803437749042,0.0183112065091273,0.532545454545455,0.505964285714286,0.476107142857143,0.474890909090909,0.437464285714286,0.4412,0.45487037037037,NA,NA,NA,"3b","3b","3b","3b","2b","1b","1b","1b","1b","1b","1b","1b",0,0,0
