"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2023-04-01,0.115,3.402,NA
2023-04-01 00:01:00,0.119,3.428,NA
2023-04-01 00:02:00,0.122,3.48,NA
2023-04-01 00:03:00,0.115,3.559,NA
2023-04-01 00:04:00,0.14,3.598,NA
2023-04-01 00:05:00,0.154,3.611,NA
2023-04-01 00:06:00,0.161,3.616,NA
2023-04-01 00:07:00,0.158,3.655,NA
2023-04-01 00:08:00,0.138,3.721,NA
2023-04-01 00:09:00,0.126,3.778,NA
2023-04-01 00:10:00,0.116,3.845,NA
2023-04-01 00:11:00,0.124,3.857,NA
2023-04-01 00:12:00,0.129,3.887,NA
2023-04-01 00:13:00,0.109,3.948,NA
2023-04-01 00:14:00,0.106,3.975,NA
2023-04-01 00:15:00,0.113,3.977,NA
2023-04-01 00:16:00,0.11,3.995,NA
2023-04-01 00:17:00,0.125,3.992,NA
2023-04-01 00:18:00,0.138,3.959,NA
2023-04-01 00:19:00,0.145,3.958,NA
2023-04-01 00:20:00,0.136,3.931,NA
2023-04-01 00:21:00,0.139,3.898,NA
2023-04-01 00:22:00,0.14,3.885,NA
2023-04-01 00:23:00,0.144,3.887,NA
2023-04-01 00:24:00,0.141,3.901,NA
2023-04-01 00:25:00,0.152,3.891,NA
2023-04-01 00:26:00,0.151,3.923,NA
2023-04-01 00:27:00,0.145,3.938,NA
2023-04-01 00:28:00,0.142,3.924,NA
2023-04-01 00:29:00,0.129,3.929,NA
2023-04-01 00:30:00,0.132,3.924,NA
2023-04-01 00:31:00,0.137,3.909,NA
2023-04-01 00:32:00,0.131,3.869,NA
2023-04-01 00:33:00,0.131,3.803,NA
2023-04-01 00:34:00,0.123,3.72,NA
2023-04-01 00:35:00,0.124,3.633,NA
2023-04-01 00:36:00,0.124,3.604,NA
2023-04-01 00:37:00,0.131,3.566,NA
2023-04-01 00:38:00,0.139,3.527,NA
2023-04-01 00:39:00,0.147,3.46,NA
2023-04-01 00:40:00,0.158,3.429,NA
2023-04-01 00:41:00,0.156,3.427,NA
2023-04-01 00:42:00,0.161,3.412,NA
2023-04-01 00:43:00,0.165,3.379,NA
2023-04-01 00:44:00,0.167,3.345,NA
2023-04-01 00:45:00,0.175,3.332,NA
2023-04-01 00:46:00,0.175,3.343,NA
2023-04-01 00:47:00,0.18,3.358,NA
2023-04-01 00:48:00,0.166,3.392,NA
2023-04-01 00:49:00,0.154,3.409,NA
2023-04-01 00:50:00,0.151,3.424,NA
2023-04-01 00:51:00,0.158,3.424,NA
2023-04-01 00:52:00,0.168,3.454,NA
2023-04-01 00:53:00,0.172,3.467,NA
2023-04-01 00:54:00,0.167,3.445,NA
2023-04-01 00:55:00,0.164,3.419,NA
2023-04-01 00:56:00,0.163,3.36,NA
2023-04-01 00:57:00,0.162,3.283,NA
2023-04-01 00:58:00,0.182,3.216,NA
2023-04-01 00:59:00,0.192,3.19,NA
2023-04-01 01:00:00,0.185,3.148,NA
2023-04-01 01:01:00,0.176,3.076,NA
2023-04-01 01:02:00,0.17,3.017,NA
2023-04-01 01:03:00,0.169,2.942,NA
2023-04-01 01:04:00,0.162,2.91,NA
2023-04-01 01:05:00,0.157,2.888,NA
2023-04-01 01:06:00,0.147,2.868,NA
2023-04-01 01:07:00,0.139,2.872,NA
2023-04-01 01:08:00,0.132,2.889,NA
2023-04-01 01:09:00,0.132,2.903,NA
2023-04-01 01:10:00,0.132,2.886,NA
2023-04-01 01:11:00,0.129,2.899,NA
2023-04-01 01:12:00,0.124,2.914,NA
2023-04-01 01:13:00,0.129,2.894,NA
2023-04-01 01:14:00,0.145,2.893,NA
2023-04-01 01:15:00,0.145,2.878,NA
2023-04-01 01:16:00,0.143,2.849,NA
2023-04-01 01:17:00,0.138,2.837,NA
2023-04-01 01:18:00,0.128,2.834,NA
2023-04-01 01:19:00,0.119,2.859,NA
2023-04-01 01:20:00,0.127,2.882,NA
2023-04-01 01:21:00,0.13,2.898,NA
2023-04-01 01:22:00,0.123,2.921,NA
2023-04-01 01:23:00,0.124,2.937,NA
2023-04-01 01:24:00,0.13,2.956,NA
2023-04-01 01:25:00,0.132,2.944,NA
2023-04-01 01:26:00,0.132,2.904,NA
2023-04-01 01:27:00,0.149,2.892,NA
2023-04-01 01:28:00,0.157,2.862,NA
2023-04-01 01:29:00,0.158,2.849,NA
2023-04-01 01:30:00,0.168,2.839,NA
2023-04-01 01:31:00,0.17,2.802,NA
2023-04-01 01:32:00,0.168,2.766,NA
2023-04-01 01:33:00,0.166,2.743,NA
2023-04-01 01:34:00,0.166,2.74,NA
2023-04-01 01:35:00,0.156,2.753,NA
2023-04-01 01:36:00,0.14,2.783,NA
2023-04-01 01:37:00,0.136,2.822,NA
2023-04-01 01:38:00,0.129,2.837,NA
2023-04-01 01:39:00,0.122,2.857,NA
2023-04-01 01:40:00,0.124,2.903,NA
2023-04-01 01:41:00,0.132,2.936,NA
2023-04-01 01:42:00,0.123,2.952,NA
2023-04-01 01:43:00,0.129,2.993,NA
2023-04-01 01:44:00,0.138,2.983,NA
2023-04-01 01:45:00,0.145,2.971,NA
2023-04-01 01:46:00,0.148,2.974,NA
2023-04-01 01:47:00,0.148,2.986,NA
2023-04-01 01:48:00,0.139,3.056,NA
2023-04-01 01:49:00,0.135,3.099,NA
2023-04-01 01:50:00,0.134,3.164,NA
2023-04-01 01:51:00,0.127,3.232,NA
2023-04-01 01:52:00,0.121,3.316,NA
2023-04-01 01:53:00,0.123,3.407,NA
2023-04-01 01:54:00,0.129,3.492,NA
2023-04-01 01:55:00,0.133,3.561,NA
2023-04-01 01:56:00,0.136,3.599,NA
2023-04-01 01:57:00,0.15,3.594,NA
2023-04-01 01:58:00,0.14,3.586,NA
2023-04-01 01:59:00,0.154,3.604,NA
2023-04-01 02:00:00,0.161,3.593,NA
2023-04-01 02:01:00,0.168,3.563,NA
2023-04-01 02:02:00,0.178,3.514,NA
2023-04-01 02:03:00,0.178,3.456,NA
2023-04-01 02:04:00,0.177,3.437,NA
2023-04-01 02:05:00,0.184,3.415,NA
2023-04-01 02:06:00,0.189,3.442,NA
2023-04-01 02:07:00,0.201,3.483,NA
2023-04-01 02:08:00,0.199,3.485,NA
2023-04-01 02:09:00,0.207,3.527,NA
2023-04-01 02:10:00,0.21,3.648,NA
2023-04-01 02:11:00,0.226,3.813,NA
2023-04-01 02:12:00,0.253,3.961,NA
2023-04-01 02:13:00,0.39,4.534,NA
2023-04-01 02:14:00,0.55,5.288,NA
2023-04-01 02:15:00,0.691,6.082,NA
2023-04-01 02:16:00,0.773,6.644,NA
2023-04-01 02:17:00,0.835,7.042,NA
2023-04-01 02:18:00,0.847,7.012,NA
2023-04-01 02:19:00,0.846,6.947,NA
2023-04-01 02:20:00,0.833,6.778,NA
2023-04-01 02:21:00,0.794,6.477,NA
2023-04-01 02:22:00,0.633,5.673,NA
2023-04-01 02:23:00,0.467,4.637,NA
2023-04-01 02:24:00,0.356,3.736,NA
2023-04-01 02:25:00,0.292,3.096,NA
2023-04-01 02:26:00,0.372,3.307,NA
2023-04-01 02:27:00,0.455,3.539,NA
2023-04-01 02:28:00,0.474,3.548,NA
2023-04-01 02:29:00,0.525,3.828,NA
2023-04-01 02:30:00,0.635,4.472,NA
