"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2023-05-01,0.248,3.474,NA
2023-05-01 00:01:00,0.254,3.485,NA
2023-05-01 00:02:00,0.259,3.49,NA
2023-05-01 00:03:00,0.277,3.563,NA
2023-05-01 00:04:00,0.278,3.612,NA
2023-05-01 00:05:00,0.264,3.6,NA
2023-05-01 00:06:00,0.255,3.616,NA
2023-05-01 00:07:00,0.275,3.626,NA
2023-05-01 00:08:00,0.274,3.616,NA
2023-05-01 00:09:00,0.265,3.569,NA
2023-05-01 00:10:00,0.253,3.576,NA
2023-05-01 00:11:00,0.253,3.58,NA
2023-05-01 00:12:00,0.249,3.563,NA
2023-05-01 00:13:00,0.248,3.59,NA
2023-05-01 00:14:00,0.24,3.612,NA
2023-05-01 00:15:00,0.225,3.609,NA
2023-05-01 00:16:00,0.192,3.545,NA
2023-05-01 00:17:00,0.178,3.408,NA
2023-05-01 00:18:00,0.159,3.341,NA
2023-05-01 00:19:00,0.147,3.236,NA
2023-05-01 00:20:00,0.128,3.047,NA
2023-05-01 00:21:00,0.119,2.929,NA
2023-05-01 00:22:00,0.102,2.855,NA
2023-05-01 00:23:00,0.087,2.721,NA
2023-05-01 00:24:00,0.073,2.52,NA
2023-05-01 00:25:00,0.071,2.453,NA
2023-05-01 00:26:00,0.079,2.411,NA
2023-05-01 00:27:00,0.072,2.331,NA
2023-05-01 00:28:00,0.064,2.295,NA
2023-05-01 00:29:00,0.066,2.291,NA
2023-05-01 00:30:00,0.068,2.197,NA
2023-05-01 00:31:00,0.071,2.095,NA
2023-05-01 00:32:00,0.079,2.032,NA
2023-05-01 00:33:00,0.086,2.023,NA
2023-05-01 00:34:00,0.083,1.998,NA
2023-05-01 00:35:00,0.082,1.965,NA
2023-05-01 00:36:00,0.09,1.923,NA
2023-05-01 00:37:00,0.099,1.9,NA
2023-05-01 00:38:00,0.094,1.861,NA
2023-05-01 00:39:00,0.102,1.827,NA
2023-05-01 00:40:00,0.094,1.8,NA
2023-05-01 00:41:00,0.085,1.798,NA
2023-05-01 00:42:00,0.087,1.806,NA
2023-05-01 00:43:00,0.101,1.826,NA
2023-05-01 00:44:00,0.098,1.861,NA
2023-05-01 00:45:00,0.1,1.901,NA
2023-05-01 00:46:00,0.09,1.939,NA
2023-05-01 00:47:00,0.085,1.993,NA
2023-05-01 00:48:00,0.084,2.031,NA
2023-05-01 00:49:00,0.085,2.054,NA
2023-05-01 00:50:00,0.114,2.115,NA
2023-05-01 00:51:00,0.124,2.224,NA
2023-05-01 00:52:00,0.133,2.303,NA
2023-05-01 00:53:00,0.135,2.353,NA
2023-05-01 00:54:00,0.139,2.407,NA
2023-05-01 00:55:00,0.164,2.474,NA
2023-05-01 00:56:00,0.17,2.494,NA
2023-05-01 00:57:00,0.171,2.565,NA
2023-05-01 00:58:00,0.173,2.648,NA
2023-05-01 00:59:00,0.162,2.66,NA
2023-05-01 01:00:00,0.159,2.607,NA
2023-05-01 01:01:00,0.163,2.601,NA
2023-05-01 01:02:00,0.173,2.587,NA
2023-05-01 01:03:00,0.174,2.542,NA
2023-05-01 01:04:00,0.17,2.455,NA
2023-05-01 01:05:00,0.171,2.379,NA
2023-05-01 01:06:00,0.172,2.27,NA
2023-05-01 01:07:00,0.163,2.156,NA
2023-05-01 01:08:00,0.159,2.049,NA
2023-05-01 01:09:00,0.151,1.931,NA
2023-05-01 01:10:00,0.158,1.797,NA
2023-05-01 01:11:00,0.155,1.639,NA
2023-05-01 01:12:00,0.153,1.553,NA
2023-05-01 01:13:00,0.148,1.462,NA
2023-05-01 01:14:00,0.146,1.361,NA
2023-05-01 01:15:00,0.142,1.285,NA
2023-05-01 01:16:00,0.142,1.228,NA
2023-05-01 01:17:00,0.134,1.143,NA
2023-05-01 01:18:00,0.11,1.074,NA
2023-05-01 01:19:00,0.095,1.025,NA
2023-05-01 01:20:00,0.079,0.976,NA
2023-05-01 01:21:00,0.084,0.924,NA
2023-05-01 01:22:00,0.077,0.904,NA
2023-05-01 01:23:00,0.073,0.912,NA
2023-05-01 01:24:00,0.062,0.93,NA
2023-05-01 01:25:00,0.066,0.971,NA
2023-05-01 01:26:00,0.086,1.028,NA
2023-05-01 01:27:00,0.094,1.052,NA
2023-05-01 01:28:00,0.098,1.122,NA
2023-05-01 01:29:00,0.089,1.154,NA
2023-05-01 01:30:00,0.086,1.18,NA
2023-05-01 01:31:00,0.082,1.201,NA
2023-05-01 01:32:00,0.098,1.225,NA
2023-05-01 01:33:00,0.115,1.247,NA
2023-05-01 01:34:00,0.105,1.291,NA
2023-05-01 01:35:00,0.094,1.342,NA
2023-05-01 01:36:00,0.098,1.425,NA
2023-05-01 01:37:00,0.096,1.518,NA
