"Elements","6-2025"
"Al_Concentration (ng/m3)","1.89"
"Si_Concentration (ng/m3)","2.52"
"P_Concentration (ng/m3)","0.00561"
"S_Concentration (ng/m3)","387"
"Cl_Concentration (ng/m3)","176"
"K_Concentration (ng/m3)","56.0"
"Ca_Concentration (ng/m3)","26.9"
"Ti_Concentration (ng/m3)","1.36"
"V_Concentration (ng/m3)","0.104"
"Cr_Concentration (ng/m3)","1.03"
"Mn_Concentration (ng/m3)","0.0649"
"Fe_Concentration (ng/m3)","42.9"
"Co_Concentration (ng/m3)","0.000197"
"Ni_Concentration (ng/m3)","0.109"
"Cu_Concentration (ng/m3)","1.65"
"Zn_Concentration (ng/m3)","6.93"
"Ga_Concentration (ng/m3)","0.0000442"
"Ge_Concentration (ng/m3)","0.000105"
"As_Concentration (ng/m3)","1.24"
"Se_Concentration (ng/m3)","0.0662"
"Br_Concentration (ng/m3)","2.83"
"Sr_Concentration (ng/m3)","0.0595"
"Y_Concentration (ng/m3)","0.555"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0278"
"Pd_Concentration (ng/m3)","0.0969"
"Ag_Concentration (ng/m3)","0.00126"
"Cd_Concentration (ng/m3)","0.00105"
"In_Concentration (ng/m3)","0.000807"
"Sn_Concentration (ng/m3)","0.00175"
"Sb_Concentration (ng/m3)","0.000314"
"Te_Concentration (ng/m3)","0.000310"
"Ba_Concentration (ng/m3)","0.000282"
"La_Concentration (ng/m3)","0.0000656"
"Ce_Concentration (ng/m3)","0.0000814"
"Pt_Concentration (ng/m3)","0.000116"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","0.582"
"Bi_Concentration (ng/m3)","0"
