"Elements","6-2023"
"Al_Concentration (ng/m3)","164"
"Si_Concentration (ng/m3)","6.95"
"P_Concentration (ng/m3)","0.00854"
"S_Concentration (ng/m3)","458"
"Cl_Concentration (ng/m3)","103"
"K_Concentration (ng/m3)","63.0"
"Ca_Concentration (ng/m3)","64.4"
"Ti_Concentration (ng/m3)","3.97"
"V_Concentration (ng/m3)","0.174"
"Cr_Concentration (ng/m3)","0.0617"
"Mn_Concentration (ng/m3)","0.947"
"Fe_Concentration (ng/m3)","94.0"
"Co_Concentration (ng/m3)","0"
"Ni_Concentration (ng/m3)","0.127"
"Cu_Concentration (ng/m3)","3.63"
"Zn_Concentration (ng/m3)","17.2"
"Ga_Concentration (ng/m3)","0.0000315"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.696"
"Se_Concentration (ng/m3)","0.110"
"Br_Concentration (ng/m3)","3.86"
"Sr_Concentration (ng/m3)","0.825"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","17.2"
"Ag_Concentration (ng/m3)","0.00505"
"Cd_Concentration (ng/m3)","0"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00183"
"Sb_Concentration (ng/m3)","0.00207"
"Te_Concentration (ng/m3)","0.00553"
"Ba_Concentration (ng/m3)","0.754"
"La_Concentration (ng/m3)","0.0000583"
"Ce_Concentration (ng/m3)","0.000262"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.00000192"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.22"
"Bi_Concentration (ng/m3)","0"
