"Elements","5-2024"
"Al_Concentration (ng/m3)","281"
"Si_Concentration (ng/m3)","12.9"
"P_Concentration (ng/m3)","0.559"
"S_Concentration (ng/m3)","485"
"Cl_Concentration (ng/m3)","41.8"
"K_Concentration (ng/m3)","55.7"
"Ca_Concentration (ng/m3)","45.3"
"Ti_Concentration (ng/m3)","3.62"
"V_Concentration (ng/m3)","0.750"
"Cr_Concentration (ng/m3)","0.219"
"Mn_Concentration (ng/m3)","1.06"
"Fe_Concentration (ng/m3)","95.8"
"Co_Concentration (ng/m3)","0.00274"
"Ni_Concentration (ng/m3)","0.282"
"Cu_Concentration (ng/m3)","3.28"
"Zn_Concentration (ng/m3)","13.4"
"Ga_Concentration (ng/m3)","0.0000277"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.814"
"Se_Concentration (ng/m3)","0.469"
"Br_Concentration (ng/m3)","5.40"
"Sr_Concentration (ng/m3)","0.664"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","13.6"
"Ag_Concentration (ng/m3)","0.00330"
"Cd_Concentration (ng/m3)","0.00120"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00568"
"Sb_Concentration (ng/m3)","0.443"
"Te_Concentration (ng/m3)","0.00777"
"Ba_Concentration (ng/m3)","0.707"
"La_Concentration (ng/m3)","0.000235"
"Ce_Concentration (ng/m3)","0.000120"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000265"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","5.16"
"Bi_Concentration (ng/m3)","0"
