"Elements","12-2024"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","0.00263"
"P_Concentration (ng/m3)","0.00604"
"S_Concentration (ng/m3)","117"
"Cl_Concentration (ng/m3)","545"
"K_Concentration (ng/m3)","43.5"
"Ca_Concentration (ng/m3)","18.9"
"Ti_Concentration (ng/m3)","0.446"
"V_Concentration (ng/m3)","0.0151"
"Cr_Concentration (ng/m3)","1.22"
"Mn_Concentration (ng/m3)","0.0487"
"Fe_Concentration (ng/m3)","45.5"
"Co_Concentration (ng/m3)","0.000215"
"Ni_Concentration (ng/m3)","0.0602"
"Cu_Concentration (ng/m3)","2.25"
"Zn_Concentration (ng/m3)","8.89"
"Ga_Concentration (ng/m3)","0.000101"
"Ge_Concentration (ng/m3)","0.000106"
"As_Concentration (ng/m3)","1.28"
"Se_Concentration (ng/m3)","0.00396"
"Br_Concentration (ng/m3)","2.35"
"Sr_Concentration (ng/m3)","0.493"
"Y_Concentration (ng/m3)","0.0322"
"Zr_Concentration (ng/m3)","0.0000102"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0.000364"
"Ag_Concentration (ng/m3)","0.000160"
"Cd_Concentration (ng/m3)","0.000836"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00111"
"Sb_Concentration (ng/m3)","0.00416"
"Te_Concentration (ng/m3)","0.00458"
"Ba_Concentration (ng/m3)","0.158"
"La_Concentration (ng/m3)","0.000800"
"Ce_Concentration (ng/m3)","0.0000151"
"Pt_Concentration (ng/m3)","0.000152"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0.00000726"
"Pb_Concentration (ng/m3)","0.817"
"Bi_Concentration (ng/m3)","0"
