"Elements","3-2024"
"Al_Concentration (ng/m3)","590"
"Si_Concentration (ng/m3)","0.00209"
"P_Concentration (ng/m3)","0.184"
"S_Concentration (ng/m3)","373"
"Cl_Concentration (ng/m3)","415"
"K_Concentration (ng/m3)","54.4"
"Ca_Concentration (ng/m3)","30.2"
"Ti_Concentration (ng/m3)","1.15"
"V_Concentration (ng/m3)","0.140"
"Cr_Concentration (ng/m3)","0.0595"
"Mn_Concentration (ng/m3)","0.377"
"Fe_Concentration (ng/m3)","56.4"
"Co_Concentration (ng/m3)","0.000120"
"Ni_Concentration (ng/m3)","0.0728"
"Cu_Concentration (ng/m3)","2.63"
"Zn_Concentration (ng/m3)","8.52"
"Ga_Concentration (ng/m3)","0.0000152"
"Ge_Concentration (ng/m3)","0.0000264"
"As_Concentration (ng/m3)","0.719"
"Se_Concentration (ng/m3)","0.129"
"Br_Concentration (ng/m3)","3.18"
"Sr_Concentration (ng/m3)","0.211"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.00000286"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.4"
"Ag_Concentration (ng/m3)","0.00134"
"Cd_Concentration (ng/m3)","0.00215"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00590"
"Sb_Concentration (ng/m3)","0.00494"
"Te_Concentration (ng/m3)","0.0123"
"Ba_Concentration (ng/m3)","0.535"
"La_Concentration (ng/m3)","0.000121"
"Ce_Concentration (ng/m3)","0.000324"
"Pt_Concentration (ng/m3)","0.0000113"
"Hg_Concentration (ng/m3)","0.000181"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","5.25"
"Bi_Concentration (ng/m3)","0"
