"Elements","11-2021"
"Al_Concentration (ng/m3)","613"
"Si_Concentration (ng/m3)","0.0359"
"P_Concentration (ng/m3)","0.00363"
"S_Concentration (ng/m3)","205"
"Cl_Concentration (ng/m3)","643"
"K_Concentration (ng/m3)","90.7"
"Ca_Concentration (ng/m3)","48.6"
"Ti_Concentration (ng/m3)","2.51"
"V_Concentration (ng/m3)","0.0111"
"Cr_Concentration (ng/m3)","0.158"
"Mn_Concentration (ng/m3)","0.914"
"Fe_Concentration (ng/m3)","108"
"Co_Concentration (ng/m3)","0.000130"
"Ni_Concentration (ng/m3)","0.00689"
"Cu_Concentration (ng/m3)","7.08"
"Zn_Concentration (ng/m3)","19.1"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.93"
"Se_Concentration (ng/m3)","0.152"
"Br_Concentration (ng/m3)","3.97"
"Sr_Concentration (ng/m3)","4.01"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0714"
"Pd_Concentration (ng/m3)","12.4"
"Ag_Concentration (ng/m3)","0.00291"
"Cd_Concentration (ng/m3)","0.00251"
"In_Concentration (ng/m3)","0.00108"
"Sn_Concentration (ng/m3)","0.0000395"
"Sb_Concentration (ng/m3)","0.00528"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","6.32"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.0000990"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.78"
"Bi_Concentration (ng/m3)","1.08"
