"Elements","5-2022"
"Al_Concentration (ng/m3)","190"
"Si_Concentration (ng/m3)","2.70"
"P_Concentration (ng/m3)","0.409"
"S_Concentration (ng/m3)","477"
"Cl_Concentration (ng/m3)","376"
"K_Concentration (ng/m3)","56.0"
"Ca_Concentration (ng/m3)","64.3"
"Ti_Concentration (ng/m3)","3.48"
"V_Concentration (ng/m3)","0.143"
"Cr_Concentration (ng/m3)","0.237"
"Mn_Concentration (ng/m3)","0.829"
"Fe_Concentration (ng/m3)","79.0"
"Co_Concentration (ng/m3)","0.000275"
"Ni_Concentration (ng/m3)","0.166"
"Cu_Concentration (ng/m3)","3.72"
"Zn_Concentration (ng/m3)","10.4"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.0000150"
"As_Concentration (ng/m3)","1.09"
"Se_Concentration (ng/m3)","0.356"
"Br_Concentration (ng/m3)","3.37"
"Sr_Concentration (ng/m3)","1.15"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.9"
"Ag_Concentration (ng/m3)","0.00425"
"Cd_Concentration (ng/m3)","0.00504"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00213"
"Sb_Concentration (ng/m3)","0.00656"
"Te_Concentration (ng/m3)","0.00307"
"Ba_Concentration (ng/m3)","1.10"
"La_Concentration (ng/m3)","0.0000686"
"Ce_Concentration (ng/m3)","0.000109"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000213"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.95"
"Bi_Concentration (ng/m3)","0"
