"Elements","3-2022"
"Al_Concentration (ng/m3)","664"
"Si_Concentration (ng/m3)","383"
"P_Concentration (ng/m3)","0.000239"
"S_Concentration (ng/m3)","510"
"Cl_Concentration (ng/m3)","400"
"K_Concentration (ng/m3)","139"
"Ca_Concentration (ng/m3)","209"
"Ti_Concentration (ng/m3)","13.0"
"V_Concentration (ng/m3)","0.552"
"Cr_Concentration (ng/m3)","0.913"
"Mn_Concentration (ng/m3)","3.68"
"Fe_Concentration (ng/m3)","246"
"Co_Concentration (ng/m3)","0.00534"
"Ni_Concentration (ng/m3)","0.165"
"Cu_Concentration (ng/m3)","6.98"
"Zn_Concentration (ng/m3)","26.4"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","2.35"
"Se_Concentration (ng/m3)","0.234"
"Br_Concentration (ng/m3)","6.84"
"Sr_Concentration (ng/m3)","2.16"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0589"
"Mo_Concentration (ng/m3)","0.0418"
"Pd_Concentration (ng/m3)","11.6"
"Ag_Concentration (ng/m3)","0.287"
"Cd_Concentration (ng/m3)","0.00217"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.0000664"
"Sb_Concentration (ng/m3)","0.535"
"Te_Concentration (ng/m3)","0.00341"
"Ba_Concentration (ng/m3)","4.04"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000357"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","7.31"
"Bi_Concentration (ng/m3)","0.283"
