"Elements","4-2023"
"Al_Concentration (ng/m3)","184"
"Si_Concentration (ng/m3)","3.34"
"P_Concentration (ng/m3)","0.123"
"S_Concentration (ng/m3)","387"
"Cl_Concentration (ng/m3)","230"
"K_Concentration (ng/m3)","58.1"
"Ca_Concentration (ng/m3)","51.5"
"Ti_Concentration (ng/m3)","3.19"
"V_Concentration (ng/m3)","0.286"
"Cr_Concentration (ng/m3)","0.106"
"Mn_Concentration (ng/m3)","0.799"
"Fe_Concentration (ng/m3)","88.3"
"Co_Concentration (ng/m3)","0.000178"
"Ni_Concentration (ng/m3)","0.0837"
"Cu_Concentration (ng/m3)","3.01"
"Zn_Concentration (ng/m3)","16.7"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.843"
"Se_Concentration (ng/m3)","0.0872"
"Br_Concentration (ng/m3)","2.97"
"Sr_Concentration (ng/m3)","0.288"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.00000595"
"Mo_Concentration (ng/m3)","0.0000129"
"Pd_Concentration (ng/m3)","14.3"
"Ag_Concentration (ng/m3)","0.144"
"Cd_Concentration (ng/m3)","0.00312"
"In_Concentration (ng/m3)","0.000315"
"Sn_Concentration (ng/m3)","0.00422"
"Sb_Concentration (ng/m3)","0"
"Te_Concentration (ng/m3)","0.00146"
"Ba_Concentration (ng/m3)","0.666"
"La_Concentration (ng/m3)","0.000121"
"Ce_Concentration (ng/m3)","0.000161"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000173"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.28"
"Bi_Concentration (ng/m3)","0"
