"Elements","12-2021"
"Al_Concentration (ng/m3)","488"
"Si_Concentration (ng/m3)","0.0210"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","188"
"Cl_Concentration (ng/m3)","437"
"K_Concentration (ng/m3)","47.2"
"Ca_Concentration (ng/m3)","46.5"
"Ti_Concentration (ng/m3)","1.35"
"V_Concentration (ng/m3)","0.0630"
"Cr_Concentration (ng/m3)","0.000446"
"Mn_Concentration (ng/m3)","0.350"
"Fe_Concentration (ng/m3)","77.8"
"Co_Concentration (ng/m3)","0.0120"
"Ni_Concentration (ng/m3)","0.0100"
"Cu_Concentration (ng/m3)","5.52"
"Zn_Concentration (ng/m3)","9.99"
"Ga_Concentration (ng/m3)","0.0000560"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.09"
"Se_Concentration (ng/m3)","0.176"
"Br_Concentration (ng/m3)","2.20"
"Sr_Concentration (ng/m3)","0.201"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","13.4"
"Ag_Concentration (ng/m3)","0.00332"
"Cd_Concentration (ng/m3)","0.00122"
"In_Concentration (ng/m3)","0.000880"
"Sn_Concentration (ng/m3)","0.00101"
"Sb_Concentration (ng/m3)","0.00968"
"Te_Concentration (ng/m3)","0.0131"
"Ba_Concentration (ng/m3)","2.29"
"La_Concentration (ng/m3)","0.000111"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.81"
"Bi_Concentration (ng/m3)","0"
