"Elements","1-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","0.0162"
"P_Concentration (ng/m3)","0.00582"
"S_Concentration (ng/m3)","230"
"Cl_Concentration (ng/m3)","573"
"K_Concentration (ng/m3)","89.3"
"Ca_Concentration (ng/m3)","62.3"
"Ti_Concentration (ng/m3)","1.51"
"V_Concentration (ng/m3)","0.0891"
"Cr_Concentration (ng/m3)","1.30"
"Mn_Concentration (ng/m3)","0.299"
"Fe_Concentration (ng/m3)","78.5"
"Co_Concentration (ng/m3)","0.0000649"
"Ni_Concentration (ng/m3)","0.0879"
"Cu_Concentration (ng/m3)","4.46"
"Zn_Concentration (ng/m3)","14.5"
"Ga_Concentration (ng/m3)","0.0000318"
"Ge_Concentration (ng/m3)","0.0000487"
"As_Concentration (ng/m3)","2.22"
"Se_Concentration (ng/m3)","0.0673"
"Br_Concentration (ng/m3)","4.51"
"Sr_Concentration (ng/m3)","0.751"
"Y_Concentration (ng/m3)","0.0483"
"Zr_Concentration (ng/m3)","0.0150"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0.196"
"Ag_Concentration (ng/m3)","0.000134"
"Cd_Concentration (ng/m3)","0.000123"
"In_Concentration (ng/m3)","0.000476"
"Sn_Concentration (ng/m3)","0.000542"
"Sb_Concentration (ng/m3)","0.00199"
"Te_Concentration (ng/m3)","0.00430"
"Ba_Concentration (ng/m3)","0.763"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000245"
"Pt_Concentration (ng/m3)","0.0000158"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0.000109"
"Pb_Concentration (ng/m3)","3.38"
"Bi_Concentration (ng/m3)","0.0330"
