"Elements","9-2022"
"Al_Concentration (ng/m3)","469"
"Si_Concentration (ng/m3)","4.95"
"P_Concentration (ng/m3)","0.419"
"S_Concentration (ng/m3)","352"
"Cl_Concentration (ng/m3)","219"
"K_Concentration (ng/m3)","73.0"
"Ca_Concentration (ng/m3)","49.7"
"Ti_Concentration (ng/m3)","4.03"
"V_Concentration (ng/m3)","0.227"
"Cr_Concentration (ng/m3)","0.0632"
"Mn_Concentration (ng/m3)","0.936"
"Fe_Concentration (ng/m3)","90.4"
"Co_Concentration (ng/m3)","0.000286"
"Ni_Concentration (ng/m3)","0.125"
"Cu_Concentration (ng/m3)","8.22"
"Zn_Concentration (ng/m3)","19.2"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.26"
"Se_Concentration (ng/m3)","0.375"
"Br_Concentration (ng/m3)","3.37"
"Sr_Concentration (ng/m3)","0.458"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","13.9"
"Ag_Concentration (ng/m3)","0.122"
"Cd_Concentration (ng/m3)","0.00556"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00285"
"Sb_Concentration (ng/m3)","0"
"Te_Concentration (ng/m3)","0.00215"
"Ba_Concentration (ng/m3)","1.72"
"La_Concentration (ng/m3)","0.000124"
"Ce_Concentration (ng/m3)","0.000114"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000367"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.92"
"Bi_Concentration (ng/m3)","0.755"
