"Elements","6-2022"
"Al_Concentration (ng/m3)","907"
"Si_Concentration (ng/m3)","46.8"
"P_Concentration (ng/m3)","0.555"
"S_Concentration (ng/m3)","495"
"Cl_Concentration (ng/m3)","366"
"K_Concentration (ng/m3)","60.0"
"Ca_Concentration (ng/m3)","64.4"
"Ti_Concentration (ng/m3)","4.31"
"V_Concentration (ng/m3)","0.353"
"Cr_Concentration (ng/m3)","48.6"
"Mn_Concentration (ng/m3)","1.40"
"Fe_Concentration (ng/m3)","89.6"
"Co_Concentration (ng/m3)","0.00283"
"Ni_Concentration (ng/m3)","0.160"
"Cu_Concentration (ng/m3)","14.0"
"Zn_Concentration (ng/m3)","19.1"
"Ga_Concentration (ng/m3)","0.00000795"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.22"
"Se_Concentration (ng/m3)","0.578"
"Br_Concentration (ng/m3)","4.10"
"Sr_Concentration (ng/m3)","0.838"
"Y_Concentration (ng/m3)","0.752"
"Zr_Concentration (ng/m3)","0.0622"
"Mo_Concentration (ng/m3)","0.0406"
"Pd_Concentration (ng/m3)","14.4"
"Ag_Concentration (ng/m3)","0.00421"
"Cd_Concentration (ng/m3)","4760"
"In_Concentration (ng/m3)","0.000410"
"Sn_Concentration (ng/m3)","0.00282"
"Sb_Concentration (ng/m3)","69.7"
"Te_Concentration (ng/m3)","0.0000750"
"Ba_Concentration (ng/m3)","0.723"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000523"
"Pt_Concentration (ng/m3)","0.0000476"
"Hg_Concentration (ng/m3)","0.000103"
"Tl_Concentration (ng/m3)","0.137"
"Pb_Concentration (ng/m3)","138"
"Bi_Concentration (ng/m3)","1.94"
