"Elements","1-2024"
"Al_Concentration (ng/m3)","240"
"Si_Concentration (ng/m3)","10.9"
"P_Concentration (ng/m3)","0.479"
"S_Concentration (ng/m3)","207"
"Cl_Concentration (ng/m3)","662"
"K_Concentration (ng/m3)","62.5"
"Ca_Concentration (ng/m3)","36.9"
"Ti_Concentration (ng/m3)","2.04"
"V_Concentration (ng/m3)","0.0475"
"Cr_Concentration (ng/m3)","0.301"
"Mn_Concentration (ng/m3)","0.623"
"Fe_Concentration (ng/m3)","65.8"
"Co_Concentration (ng/m3)","0.000249"
"Ni_Concentration (ng/m3)","0.0636"
"Cu_Concentration (ng/m3)","3.87"
"Zn_Concentration (ng/m3)","13.9"
"Ga_Concentration (ng/m3)","0.00000385"
"Ge_Concentration (ng/m3)","0.0000307"
"As_Concentration (ng/m3)","0.753"
"Se_Concentration (ng/m3)","0.291"
"Br_Concentration (ng/m3)","4.46"
"Sr_Concentration (ng/m3)","0.736"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.1"
"Ag_Concentration (ng/m3)","0.156"
"Cd_Concentration (ng/m3)","0.00380"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00179"
"Sb_Concentration (ng/m3)","0.000799"
"Te_Concentration (ng/m3)","0.00107"
"Ba_Concentration (ng/m3)","1.04"
"La_Concentration (ng/m3)","0.000240"
"Ce_Concentration (ng/m3)","0.000202"
"Pt_Concentration (ng/m3)","0.00000962"
"Hg_Concentration (ng/m3)","0.0000775"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","5.75"
"Bi_Concentration (ng/m3)","0.00801"
