"Elements","6-2021"
"Al_Concentration (ng/m3)","118"
"Si_Concentration (ng/m3)","21.5"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","494"
"Cl_Concentration (ng/m3)","37.9"
"K_Concentration (ng/m3)","42.8"
"Ca_Concentration (ng/m3)","65.4"
"Ti_Concentration (ng/m3)","4.01"
"V_Concentration (ng/m3)","0.250"
"Cr_Concentration (ng/m3)","0.226"
"Mn_Concentration (ng/m3)","1.55"
"Fe_Concentration (ng/m3)","88.4"
"Co_Concentration (ng/m3)","0.000230"
"Ni_Concentration (ng/m3)","0.0506"
"Cu_Concentration (ng/m3)","2.86"
"Zn_Concentration (ng/m3)","17.0"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.23"
"Se_Concentration (ng/m3)","0.448"
"Br_Concentration (ng/m3)","2.81"
"Sr_Concentration (ng/m3)","0.378"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.00812"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","14.2"
"Ag_Concentration (ng/m3)","0.103"
"Cd_Concentration (ng/m3)","0.00127"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00160"
"Sb_Concentration (ng/m3)","0.00436"
"Te_Concentration (ng/m3)","0.00887"
"Ba_Concentration (ng/m3)","0.271"
"La_Concentration (ng/m3)","0.000211"
"Ce_Concentration (ng/m3)","0.0000484"
"Pt_Concentration (ng/m3)","0.0000195"
"Hg_Concentration (ng/m3)","0.00000789"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.29"
"Bi_Concentration (ng/m3)","1.14"
