"Elements","7-2023"
"Al_Concentration (ng/m3)","501"
"Si_Concentration (ng/m3)","0.0133"
"P_Concentration (ng/m3)","0.00335"
"S_Concentration (ng/m3)","305"
"Cl_Concentration (ng/m3)","222"
"K_Concentration (ng/m3)","29.3"
"Ca_Concentration (ng/m3)","28.8"
"Ti_Concentration (ng/m3)","1.01"
"V_Concentration (ng/m3)","0.0258"
"Cr_Concentration (ng/m3)","0.0000824"
"Mn_Concentration (ng/m3)","0.0382"
"Fe_Concentration (ng/m3)","39.5"
"Co_Concentration (ng/m3)","0.000330"
"Ni_Concentration (ng/m3)","0.0121"
"Cu_Concentration (ng/m3)","2.54"
"Zn_Concentration (ng/m3)","6.75"
"Ga_Concentration (ng/m3)","0.000124"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.326"
"Se_Concentration (ng/m3)","0.00962"
"Br_Concentration (ng/m3)","1.65"
"Sr_Concentration (ng/m3)","0"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","17.8"
"Ag_Concentration (ng/m3)","0.00997"
"Cd_Concentration (ng/m3)","0.00217"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00501"
"Sb_Concentration (ng/m3)","0.00855"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","0.103"
"La_Concentration (ng/m3)","0.0000953"
"Ce_Concentration (ng/m3)","0.000707"
"Pt_Concentration (ng/m3)","0.000183"
"Hg_Concentration (ng/m3)","0.000288"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.81"
"Bi_Concentration (ng/m3)","0"
