"Elements","11-2023"
"Al_Concentration (ng/m3)","610"
"Si_Concentration (ng/m3)","1.04"
"P_Concentration (ng/m3)","0.00607"
"S_Concentration (ng/m3)","168"
"Cl_Concentration (ng/m3)","693"
"K_Concentration (ng/m3)","118"
"Ca_Concentration (ng/m3)","31.9"
"Ti_Concentration (ng/m3)","2.36"
"V_Concentration (ng/m3)","0.0678"
"Cr_Concentration (ng/m3)","0.153"
"Mn_Concentration (ng/m3)","0.595"
"Fe_Concentration (ng/m3)","77.9"
"Co_Concentration (ng/m3)","0.00324"
"Ni_Concentration (ng/m3)","0.0202"
"Cu_Concentration (ng/m3)","6.53"
"Zn_Concentration (ng/m3)","15.8"
"Ga_Concentration (ng/m3)","0.0000273"
"Ge_Concentration (ng/m3)","0.00000921"
"As_Concentration (ng/m3)","1.69"
"Se_Concentration (ng/m3)","0.0298"
"Br_Concentration (ng/m3)","6.16"
"Sr_Concentration (ng/m3)","6.27"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0318"
"Pd_Concentration (ng/m3)","13.4"
"Ag_Concentration (ng/m3)","0.105"
"Cd_Concentration (ng/m3)","0.00317"
"In_Concentration (ng/m3)","0.000432"
"Sn_Concentration (ng/m3)","0.00508"
"Sb_Concentration (ng/m3)","0.424"
"Te_Concentration (ng/m3)","0.00601"
"Ba_Concentration (ng/m3)","8.70"
"La_Concentration (ng/m3)","0.0000197"
"Ce_Concentration (ng/m3)","0.000538"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000157"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","7.37"
"Bi_Concentration (ng/m3)","1.03"
