"Elements","5-2021"
"Al_Concentration (ng/m3)","33.4"
"Si_Concentration (ng/m3)","0.0539"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","472"
"Cl_Concentration (ng/m3)","0"
"K_Concentration (ng/m3)","53.0"
"Ca_Concentration (ng/m3)","47.6"
"Ti_Concentration (ng/m3)","2.36"
"V_Concentration (ng/m3)","0.246"
"Cr_Concentration (ng/m3)","0.000383"
"Mn_Concentration (ng/m3)","0.397"
"Fe_Concentration (ng/m3)","96.6"
"Co_Concentration (ng/m3)","0"
"Ni_Concentration (ng/m3)","0.000415"
"Cu_Concentration (ng/m3)","3.51"
"Zn_Concentration (ng/m3)","11.3"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.76"
"Se_Concentration (ng/m3)","0.182"
"Br_Concentration (ng/m3)","5.39"
"Sr_Concentration (ng/m3)","0.283"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","13.2"
"Ag_Concentration (ng/m3)","0.00187"
"Cd_Concentration (ng/m3)","0"
"In_Concentration (ng/m3)","0.00109"
"Sn_Concentration (ng/m3)","0.00134"
"Sb_Concentration (ng/m3)","0"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","1.37"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000257"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.09"
"Bi_Concentration (ng/m3)","0"
