"Elements","7-2022"
"Al_Concentration (ng/m3)","322"
"Si_Concentration (ng/m3)","51.5"
"P_Concentration (ng/m3)","0.517"
"S_Concentration (ng/m3)","416"
"Cl_Concentration (ng/m3)","58.4"
"K_Concentration (ng/m3)","64.3"
"Ca_Concentration (ng/m3)","74.1"
"Ti_Concentration (ng/m3)","4.04"
"V_Concentration (ng/m3)","0.234"
"Cr_Concentration (ng/m3)","0.0818"
"Mn_Concentration (ng/m3)","0.915"
"Fe_Concentration (ng/m3)","87.8"
"Co_Concentration (ng/m3)","0.00000547"
"Ni_Concentration (ng/m3)","0.118"
"Cu_Concentration (ng/m3)","3.74"
"Zn_Concentration (ng/m3)","14.4"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.933"
"Se_Concentration (ng/m3)","0.408"
"Br_Concentration (ng/m3)","2.93"
"Sr_Concentration (ng/m3)","0.889"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.00000590"
"Pd_Concentration (ng/m3)","13.3"
"Ag_Concentration (ng/m3)","0.353"
"Cd_Concentration (ng/m3)","0.00460"
"In_Concentration (ng/m3)","0.000640"
"Sn_Concentration (ng/m3)","0.00355"
"Sb_Concentration (ng/m3)","0.00552"
"Te_Concentration (ng/m3)","0.00159"
"Ba_Concentration (ng/m3)","0.744"
"La_Concentration (ng/m3)","0.0000652"
"Ce_Concentration (ng/m3)","0.0000846"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000952"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.95"
"Bi_Concentration (ng/m3)","1.01"
