"Elements","9-2023"
"Al_Concentration (ng/m3)","474"
"Si_Concentration (ng/m3)","34.1"
"P_Concentration (ng/m3)","0.00162"
"S_Concentration (ng/m3)","318"
"Cl_Concentration (ng/m3)","379"
"K_Concentration (ng/m3)","69.0"
"Ca_Concentration (ng/m3)","60.0"
"Ti_Concentration (ng/m3)","4.12"
"V_Concentration (ng/m3)","0.491"
"Cr_Concentration (ng/m3)","0.352"
"Mn_Concentration (ng/m3)","1.05"
"Fe_Concentration (ng/m3)","119"
"Co_Concentration (ng/m3)","0.000159"
"Ni_Concentration (ng/m3)","0.292"
"Cu_Concentration (ng/m3)","4.56"
"Zn_Concentration (ng/m3)","19.8"
"Ga_Concentration (ng/m3)","0.0000279"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.936"
"Se_Concentration (ng/m3)","0.330"
"Br_Concentration (ng/m3)","4.02"
"Sr_Concentration (ng/m3)","1.89"
"Y_Concentration (ng/m3)","0.00788"
"Zr_Concentration (ng/m3)","0.0172"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","12.3"
"Ag_Concentration (ng/m3)","0.129"
"Cd_Concentration (ng/m3)","0.00564"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00291"
"Sb_Concentration (ng/m3)","0.00237"
"Te_Concentration (ng/m3)","0.00393"
"Ba_Concentration (ng/m3)","2.32"
"La_Concentration (ng/m3)","0.000171"
"Ce_Concentration (ng/m3)","0.000187"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000429"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.93"
"Bi_Concentration (ng/m3)","0.0493"
