"Elements","8-2021"
"Al_Concentration (ng/m3)","529"
"Si_Concentration (ng/m3)","0.0137"
"P_Concentration (ng/m3)","0.396"
"S_Concentration (ng/m3)","361"
"Cl_Concentration (ng/m3)","140"
"K_Concentration (ng/m3)","36.7"
"Ca_Concentration (ng/m3)","33.1"
"Ti_Concentration (ng/m3)","1.75"
"V_Concentration (ng/m3)","0.0678"
"Cr_Concentration (ng/m3)","0.293"
"Mn_Concentration (ng/m3)","0.337"
"Fe_Concentration (ng/m3)","54.9"
"Co_Concentration (ng/m3)","0.000124"
"Ni_Concentration (ng/m3)","0.0531"
"Cu_Concentration (ng/m3)","2.88"
"Zn_Concentration (ng/m3)","7.73"
"Ga_Concentration (ng/m3)","0.00000483"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.08"
"Se_Concentration (ng/m3)","0.139"
"Br_Concentration (ng/m3)","2.45"
"Sr_Concentration (ng/m3)","0.235"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","12.9"
"Ag_Concentration (ng/m3)","0.124"
"Cd_Concentration (ng/m3)","0.00176"
"In_Concentration (ng/m3)","0.000783"
"Sn_Concentration (ng/m3)","0.00256"
"Sb_Concentration (ng/m3)","0.00667"
"Te_Concentration (ng/m3)","0.00699"
"Ba_Concentration (ng/m3)","0.507"
"La_Concentration (ng/m3)","0.000413"
"Ce_Concentration (ng/m3)","0.000331"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000553"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","1.86"
"Bi_Concentration (ng/m3)","0.0545"
