"Elements","1-2026"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","0.00300"
"P_Concentration (ng/m3)","0.00122"
"S_Concentration (ng/m3)","291"
"Cl_Concentration (ng/m3)","414"
"K_Concentration (ng/m3)","109"
"Ca_Concentration (ng/m3)","23.1"
"Ti_Concentration (ng/m3)","0.634"
"V_Concentration (ng/m3)","0.0451"
"Cr_Concentration (ng/m3)","0.911"
"Mn_Concentration (ng/m3)","0.0531"
"Fe_Concentration (ng/m3)","42.7"
"Co_Concentration (ng/m3)","0.000214"
"Ni_Concentration (ng/m3)","0.0396"
"Cu_Concentration (ng/m3)","3.26"
"Zn_Concentration (ng/m3)","9.26"
"Ga_Concentration (ng/m3)","0.0000104"
"Ge_Concentration (ng/m3)","0.0000449"
"As_Concentration (ng/m3)","2.08"
"Se_Concentration (ng/m3)","0.204"
"Br_Concentration (ng/m3)","4.00"
"Sr_Concentration (ng/m3)","1.24"
"Y_Concentration (ng/m3)","0.0000470"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.122"
"Pd_Concentration (ng/m3)","0.567"
"Ag_Concentration (ng/m3)","0.000485"
"Cd_Concentration (ng/m3)","0.000696"
"In_Concentration (ng/m3)","0.000262"
"Sn_Concentration (ng/m3)","0.00207"
"Sb_Concentration (ng/m3)","0.00476"
"Te_Concentration (ng/m3)","0.000683"
"Ba_Concentration (ng/m3)","1.23"
"La_Concentration (ng/m3)","0.0000241"
"Ce_Concentration (ng/m3)","0.0000701"
"Pt_Concentration (ng/m3)","0.0000813"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.03"
"Bi_Concentration (ng/m3)","0.281"
