"Elements","10-2023"
"Al_Concentration (ng/m3)","433"
"Si_Concentration (ng/m3)","44.1"
"P_Concentration (ng/m3)","0.00134"
"S_Concentration (ng/m3)","207"
"Cl_Concentration (ng/m3)","252"
"K_Concentration (ng/m3)","62.2"
"Ca_Concentration (ng/m3)","41.2"
"Ti_Concentration (ng/m3)","3.65"
"V_Concentration (ng/m3)","0.125"
"Cr_Concentration (ng/m3)","0.157"
"Mn_Concentration (ng/m3)","0.746"
"Fe_Concentration (ng/m3)","99.8"
"Co_Concentration (ng/m3)","0.00283"
"Ni_Concentration (ng/m3)","0.0606"
"Cu_Concentration (ng/m3)","3.78"
"Zn_Concentration (ng/m3)","9.96"
"Ga_Concentration (ng/m3)","0.0000260"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.18"
"Se_Concentration (ng/m3)","0.0646"
"Br_Concentration (ng/m3)","3.23"
"Sr_Concentration (ng/m3)","1.34"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0000169"
"Mo_Concentration (ng/m3)","0.0195"
"Pd_Concentration (ng/m3)","15.0"
"Ag_Concentration (ng/m3)","0.0893"
"Cd_Concentration (ng/m3)","0.00112"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00340"
"Sb_Concentration (ng/m3)","0.00599"
"Te_Concentration (ng/m3)","0.00291"
"Ba_Concentration (ng/m3)","1.82"
"La_Concentration (ng/m3)","0.0000319"
"Ce_Concentration (ng/m3)","0.000237"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000106"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.41"
"Bi_Concentration (ng/m3)","0.0243"
