"Elements","2-2023"
"Al_Concentration (ng/m3)","477"
"Si_Concentration (ng/m3)","5.44"
"P_Concentration (ng/m3)","0.00117"
"S_Concentration (ng/m3)","241"
"Cl_Concentration (ng/m3)","702"
"K_Concentration (ng/m3)","76.3"
"Ca_Concentration (ng/m3)","54.0"
"Ti_Concentration (ng/m3)","2.60"
"V_Concentration (ng/m3)","0.288"
"Cr_Concentration (ng/m3)","0.365"
"Mn_Concentration (ng/m3)","0.904"
"Fe_Concentration (ng/m3)","105"
"Co_Concentration (ng/m3)","0.0122"
"Ni_Concentration (ng/m3)","0.114"
"Cu_Concentration (ng/m3)","6.95"
"Zn_Concentration (ng/m3)","28.5"
"Ga_Concentration (ng/m3)","0.0000595"
"Ge_Concentration (ng/m3)","0.0000111"
"As_Concentration (ng/m3)","1.53"
"Se_Concentration (ng/m3)","0.0835"
"Br_Concentration (ng/m3)","16.4"
"Sr_Concentration (ng/m3)","0.656"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0762"
"Pd_Concentration (ng/m3)","15.4"
"Ag_Concentration (ng/m3)","0.00245"
"Cd_Concentration (ng/m3)","0.00193"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.933"
"Sb_Concentration (ng/m3)","3.20"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","3.33"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000140"
"Pt_Concentration (ng/m3)","0.0000290"
"Hg_Concentration (ng/m3)","0.0000228"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","10.9"
"Bi_Concentration (ng/m3)","0.456"
