"Elements","3-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","38.1"
"P_Concentration (ng/m3)","0.00189"
"S_Concentration (ng/m3)","442"
"Cl_Concentration (ng/m3)","488"
"K_Concentration (ng/m3)","126"
"Ca_Concentration (ng/m3)","72.4"
"Ti_Concentration (ng/m3)","4.20"
"V_Concentration (ng/m3)","0.265"
"Cr_Concentration (ng/m3)","1.56"
"Mn_Concentration (ng/m3)","0.907"
"Fe_Concentration (ng/m3)","122"
"Co_Concentration (ng/m3)","0.0000882"
"Ni_Concentration (ng/m3)","0.238"
"Cu_Concentration (ng/m3)","4.22"
"Zn_Concentration (ng/m3)","20.5"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.0000503"
"As_Concentration (ng/m3)","2.40"
"Se_Concentration (ng/m3)","0.504"
"Br_Concentration (ng/m3)","6.81"
"Sr_Concentration (ng/m3)","0.571"
"Y_Concentration (ng/m3)","0.00963"
"Zr_Concentration (ng/m3)","0.0125"
"Mo_Concentration (ng/m3)","0.0940"
"Pd_Concentration (ng/m3)","0.448"
"Ag_Concentration (ng/m3)","0.000883"
"Cd_Concentration (ng/m3)","0.00132"
"In_Concentration (ng/m3)","0.000460"
"Sn_Concentration (ng/m3)","0.00125"
"Sb_Concentration (ng/m3)","0.00667"
"Te_Concentration (ng/m3)","0.00751"
"Ba_Concentration (ng/m3)","0.713"
"La_Concentration (ng/m3)","0.000141"
"Ce_Concentration (ng/m3)","0.000199"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.0000483"
"Tl_Concentration (ng/m3)","0.0000236"
"Pb_Concentration (ng/m3)","5.35"
"Bi_Concentration (ng/m3)","0"
