"Elements","4-2026"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","13.4"
"P_Concentration (ng/m3)","0.356"
"S_Concentration (ng/m3)","337"
"Cl_Concentration (ng/m3)","701"
"K_Concentration (ng/m3)","67.1"
"Ca_Concentration (ng/m3)","55.3"
"Ti_Concentration (ng/m3)","2.31"
"V_Concentration (ng/m3)","0.155"
"Cr_Concentration (ng/m3)","0.989"
"Mn_Concentration (ng/m3)","0.0538"
"Fe_Concentration (ng/m3)","62.8"
"Co_Concentration (ng/m3)","0.000261"
"Ni_Concentration (ng/m3)","0.0272"
"Cu_Concentration (ng/m3)","2.05"
"Zn_Concentration (ng/m3)","9.75"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.70"
"Se_Concentration (ng/m3)","0.0748"
"Br_Concentration (ng/m3)","3.95"
"Sr_Concentration (ng/m3)","0.247"
"Y_Concentration (ng/m3)","0.0000797"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","0.322"
"Ag_Concentration (ng/m3)","0.000852"
"Cd_Concentration (ng/m3)","0.00134"
"In_Concentration (ng/m3)","0.000381"
"Sn_Concentration (ng/m3)","0.00237"
"Sb_Concentration (ng/m3)","0.00222"
"Te_Concentration (ng/m3)","0.00656"
"Ba_Concentration (ng/m3)","0.139"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000187"
"Pt_Concentration (ng/m3)","0.0000960"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.04"
"Bi_Concentration (ng/m3)","0"
