"Elements","8-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","0.0246"
"P_Concentration (ng/m3)","0.884"
"S_Concentration (ng/m3)","307"
"Cl_Concentration (ng/m3)","509"
"K_Concentration (ng/m3)","46.1"
"Ca_Concentration (ng/m3)","32.9"
"Ti_Concentration (ng/m3)","1.01"
"V_Concentration (ng/m3)","0.0235"
"Cr_Concentration (ng/m3)","0.994"
"Mn_Concentration (ng/m3)","0.0484"
"Fe_Concentration (ng/m3)","40.0"
"Co_Concentration (ng/m3)","0.000154"
"Ni_Concentration (ng/m3)","0.0247"
"Cu_Concentration (ng/m3)","1.59"
"Zn_Concentration (ng/m3)","8.22"
"Ga_Concentration (ng/m3)","0.0000336"
"Ge_Concentration (ng/m3)","0.0000393"
"As_Concentration (ng/m3)","1.11"
"Se_Concentration (ng/m3)","0.0555"
"Br_Concentration (ng/m3)","2.60"
"Sr_Concentration (ng/m3)","0.0830"
"Y_Concentration (ng/m3)","0.679"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0247"
"Pd_Concentration (ng/m3)","0"
"Ag_Concentration (ng/m3)","0.00102"
"Cd_Concentration (ng/m3)","0.0000108"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00231"
"Sb_Concentration (ng/m3)","0"
"Te_Concentration (ng/m3)","0.00470"
"Ba_Concentration (ng/m3)","0.0265"
"La_Concentration (ng/m3)","0.000137"
"Ce_Concentration (ng/m3)","0.000421"
"Pt_Concentration (ng/m3)","0.000163"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0.0000139"
"Pb_Concentration (ng/m3)","0.491"
"Bi_Concentration (ng/m3)","0"
