"Elements","2-2024"
"Al_Concentration (ng/m3)","166"
"Si_Concentration (ng/m3)","84.7"
"P_Concentration (ng/m3)","0.00668"
"S_Concentration (ng/m3)","142"
"Cl_Concentration (ng/m3)","541"
"K_Concentration (ng/m3)","51.9"
"Ca_Concentration (ng/m3)","37.5"
"Ti_Concentration (ng/m3)","3.76"
"V_Concentration (ng/m3)","0.0317"
"Cr_Concentration (ng/m3)","0.0405"
"Mn_Concentration (ng/m3)","0.333"
"Fe_Concentration (ng/m3)","63.3"
"Co_Concentration (ng/m3)","0.0136"
"Ni_Concentration (ng/m3)","0.0100"
"Cu_Concentration (ng/m3)","2.85"
"Zn_Concentration (ng/m3)","5.96"
"Ga_Concentration (ng/m3)","0.0000433"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.552"
"Se_Concentration (ng/m3)","0.00832"
"Br_Concentration (ng/m3)","3.98"
"Sr_Concentration (ng/m3)","1.63"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0000111"
"Mo_Concentration (ng/m3)","0.0149"
"Pd_Concentration (ng/m3)","16.6"
"Ag_Concentration (ng/m3)","0.00391"
"Cd_Concentration (ng/m3)","0.00253"
"In_Concentration (ng/m3)","0.000298"
"Sn_Concentration (ng/m3)","0.00270"
"Sb_Concentration (ng/m3)","0.00755"
"Te_Concentration (ng/m3)","0.00338"
"Ba_Concentration (ng/m3)","0.851"
"La_Concentration (ng/m3)","0"
"Ce_Concentration (ng/m3)","0.000138"
"Pt_Concentration (ng/m3)","0.0000654"
"Hg_Concentration (ng/m3)","0.0000863"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.11"
"Bi_Concentration (ng/m3)","0.0500"
