"Elements","5-2023"
"Al_Concentration (ng/m3)","197"
"Si_Concentration (ng/m3)","2.60"
"P_Concentration (ng/m3)","0.165"
"S_Concentration (ng/m3)","427"
"Cl_Concentration (ng/m3)","240"
"K_Concentration (ng/m3)","49.7"
"Ca_Concentration (ng/m3)","58.4"
"Ti_Concentration (ng/m3)","3.15"
"V_Concentration (ng/m3)","0.185"
"Cr_Concentration (ng/m3)","0.165"
"Mn_Concentration (ng/m3)","0.900"
"Fe_Concentration (ng/m3)","85.5"
"Co_Concentration (ng/m3)","0.00315"
"Ni_Concentration (ng/m3)","0.108"
"Cu_Concentration (ng/m3)","3.14"
"Zn_Concentration (ng/m3)","15.6"
"Ga_Concentration (ng/m3)","0.0000366"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.755"
"Se_Concentration (ng/m3)","0.313"
"Br_Concentration (ng/m3)","3.51"
"Sr_Concentration (ng/m3)","0.432"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0185"
"Pd_Concentration (ng/m3)","14.3"
"Ag_Concentration (ng/m3)","0.104"
"Cd_Concentration (ng/m3)","0.00163"
"In_Concentration (ng/m3)","0.000208"
"Sn_Concentration (ng/m3)","0.00510"
"Sb_Concentration (ng/m3)","0.00280"
"Te_Concentration (ng/m3)","0.00449"
"Ba_Concentration (ng/m3)","0.601"
"La_Concentration (ng/m3)","0.0387"
"Ce_Concentration (ng/m3)","0.000270"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000230"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.63"
"Bi_Concentration (ng/m3)","0"
