"Elements","8-2023"
"Al_Concentration (ng/m3)","248"
"Si_Concentration (ng/m3)","25.7"
"P_Concentration (ng/m3)","0.0103"
"S_Concentration (ng/m3)","276"
"Cl_Concentration (ng/m3)","266"
"K_Concentration (ng/m3)","41.0"
"Ca_Concentration (ng/m3)","51.3"
"Ti_Concentration (ng/m3)","2.61"
"V_Concentration (ng/m3)","0.0946"
"Cr_Concentration (ng/m3)","0.126"
"Mn_Concentration (ng/m3)","0.579"
"Fe_Concentration (ng/m3)","75.7"
"Co_Concentration (ng/m3)","0.0000594"
"Ni_Concentration (ng/m3)","0.0575"
"Cu_Concentration (ng/m3)","3.10"
"Zn_Concentration (ng/m3)","9.33"
"Ga_Concentration (ng/m3)","0.0000695"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.535"
"Se_Concentration (ng/m3)","0.0497"
"Br_Concentration (ng/m3)","2.26"
"Sr_Concentration (ng/m3)","0.685"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0.0391"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","15.2"
"Ag_Concentration (ng/m3)","0.388"
"Cd_Concentration (ng/m3)","0.00145"
"In_Concentration (ng/m3)","0.000495"
"Sn_Concentration (ng/m3)","0.00650"
"Sb_Concentration (ng/m3)","0.00900"
"Te_Concentration (ng/m3)","0.00404"
"Ba_Concentration (ng/m3)","0.816"
"La_Concentration (ng/m3)","0.000237"
"Ce_Concentration (ng/m3)","0.000350"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000253"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.08"
"Bi_Concentration (ng/m3)","0"
