"Elements","3-2026"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","0"
"P_Concentration (ng/m3)","0"
"S_Concentration (ng/m3)","141"
"Cl_Concentration (ng/m3)","799"
"K_Concentration (ng/m3)","38.4"
"Ca_Concentration (ng/m3)","25.9"
"Ti_Concentration (ng/m3)","1.00"
"V_Concentration (ng/m3)","0.0687"
"Cr_Concentration (ng/m3)","0.957"
"Mn_Concentration (ng/m3)","0"
"Fe_Concentration (ng/m3)","7.78"
"Co_Concentration (ng/m3)","0.000836"
"Ni_Concentration (ng/m3)","0"
"Cu_Concentration (ng/m3)","0"
"Zn_Concentration (ng/m3)","1.01"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.000233"
"As_Concentration (ng/m3)","0.377"
"Se_Concentration (ng/m3)","0.000220"
"Br_Concentration (ng/m3)","2.47"
"Sr_Concentration (ng/m3)","0"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","1.16"
"Ag_Concentration (ng/m3)","0"
"Cd_Concentration (ng/m3)","0"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0"
"Sb_Concentration (ng/m3)","0"
"Te_Concentration (ng/m3)","0"
"Ba_Concentration (ng/m3)","0"
"La_Concentration (ng/m3)","0.0000133"
"Ce_Concentration (ng/m3)","0"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","0.517"
"Bi_Concentration (ng/m3)","0"
