"Elements","3-2023"
"Al_Concentration (ng/m3)","281"
"Si_Concentration (ng/m3)","0.0294"
"P_Concentration (ng/m3)","0.00265"
"S_Concentration (ng/m3)","216"
"Cl_Concentration (ng/m3)","645"
"K_Concentration (ng/m3)","48.6"
"Ca_Concentration (ng/m3)","43.7"
"Ti_Concentration (ng/m3)","1.67"
"V_Concentration (ng/m3)","0.0334"
"Cr_Concentration (ng/m3)","0.148"
"Mn_Concentration (ng/m3)","0.410"
"Fe_Concentration (ng/m3)","66.2"
"Co_Concentration (ng/m3)","0.0170"
"Ni_Concentration (ng/m3)","0.0385"
"Cu_Concentration (ng/m3)","3.62"
"Zn_Concentration (ng/m3)","8.10"
"Ga_Concentration (ng/m3)","0.0000150"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","0.670"
"Se_Concentration (ng/m3)","0.00406"
"Br_Concentration (ng/m3)","3.12"
"Sr_Concentration (ng/m3)","0.529"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","16.8"
"Ag_Concentration (ng/m3)","0.123"
"Cd_Concentration (ng/m3)","0.00273"
"In_Concentration (ng/m3)","0.000361"
"Sn_Concentration (ng/m3)","0.00346"
"Sb_Concentration (ng/m3)","0"
"Te_Concentration (ng/m3)","0.00897"
"Ba_Concentration (ng/m3)","1.52"
"La_Concentration (ng/m3)","0.0000625"
"Ce_Concentration (ng/m3)","0.000223"
"Pt_Concentration (ng/m3)","0.00000673"
"Hg_Concentration (ng/m3)","0.000157"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","2.39"
"Bi_Concentration (ng/m3)","0"
