"Elements","10-2022"
"Al_Concentration (ng/m3)","421"
"Si_Concentration (ng/m3)","14.0"
"P_Concentration (ng/m3)","0.407"
"S_Concentration (ng/m3)","185"
"Cl_Concentration (ng/m3)","673"
"K_Concentration (ng/m3)","64.6"
"Ca_Concentration (ng/m3)","41.0"
"Ti_Concentration (ng/m3)","1.75"
"V_Concentration (ng/m3)","0.187"
"Cr_Concentration (ng/m3)","0.0225"
"Mn_Concentration (ng/m3)","0.181"
"Fe_Concentration (ng/m3)","56.4"
"Co_Concentration (ng/m3)","0.000292"
"Ni_Concentration (ng/m3)","0.0432"
"Cu_Concentration (ng/m3)","3.22"
"Zn_Concentration (ng/m3)","8.60"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.00000704"
"As_Concentration (ng/m3)","0.996"
"Se_Concentration (ng/m3)","0.0148"
"Br_Concentration (ng/m3)","2.99"
"Sr_Concentration (ng/m3)","1.40"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0000516"
"Pd_Concentration (ng/m3)","15.0"
"Ag_Concentration (ng/m3)","0.134"
"Cd_Concentration (ng/m3)","0.00245"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0.00330"
"Sb_Concentration (ng/m3)","0.00615"
"Te_Concentration (ng/m3)","0.00245"
"Ba_Concentration (ng/m3)","1.23"
"La_Concentration (ng/m3)","0.000214"
"Ce_Concentration (ng/m3)","0.000206"
"Pt_Concentration (ng/m3)","0"
"Hg_Concentration (ng/m3)","0.000150"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","3.47"
"Bi_Concentration (ng/m3)","0.0336"
