"Elements","11-2025"
"Al_Concentration (ng/m3)","0"
"Si_Concentration (ng/m3)","6.04"
"P_Concentration (ng/m3)","1.47"
"S_Concentration (ng/m3)","179"
"Cl_Concentration (ng/m3)","560"
"K_Concentration (ng/m3)","138"
"Ca_Concentration (ng/m3)","25.3"
"Ti_Concentration (ng/m3)","1.37"
"V_Concentration (ng/m3)","0.00996"
"Cr_Concentration (ng/m3)","1.18"
"Mn_Concentration (ng/m3)","0.226"
"Fe_Concentration (ng/m3)","46.7"
"Co_Concentration (ng/m3)","0.000428"
"Ni_Concentration (ng/m3)","0.0509"
"Cu_Concentration (ng/m3)","5.24"
"Zn_Concentration (ng/m3)","18.4"
"Ga_Concentration (ng/m3)","0"
"Ge_Concentration (ng/m3)","0.0000807"
"As_Concentration (ng/m3)","2.81"
"Se_Concentration (ng/m3)","0.0366"
"Br_Concentration (ng/m3)","4.81"
"Sr_Concentration (ng/m3)","2.61"
"Y_Concentration (ng/m3)","0.0578"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0.0193"
"Pd_Concentration (ng/m3)","0.403"
"Ag_Concentration (ng/m3)","0.000754"
"Cd_Concentration (ng/m3)","0.00119"
"In_Concentration (ng/m3)","0.00101"
"Sn_Concentration (ng/m3)","0.00134"
"Sb_Concentration (ng/m3)","0.00450"
"Te_Concentration (ng/m3)","0.00346"
"Ba_Concentration (ng/m3)","3.40"
"La_Concentration (ng/m3)","0.000136"
"Ce_Concentration (ng/m3)","0.000214"
"Pt_Concentration (ng/m3)","0.0000345"
"Hg_Concentration (ng/m3)","0.0000223"
"Tl_Concentration (ng/m3)","0.0000621"
"Pb_Concentration (ng/m3)","3.97"
"Bi_Concentration (ng/m3)","0.602"
