"Elements","1-2023"
"Al_Concentration (ng/m3)","400"
"Si_Concentration (ng/m3)","0.00334"
"P_Concentration (ng/m3)","0.00540"
"S_Concentration (ng/m3)","152"
"Cl_Concentration (ng/m3)","864"
"K_Concentration (ng/m3)","70.6"
"Ca_Concentration (ng/m3)","35.9"
"Ti_Concentration (ng/m3)","1.10"
"V_Concentration (ng/m3)","0.0770"
"Cr_Concentration (ng/m3)","0.106"
"Mn_Concentration (ng/m3)","0.288"
"Fe_Concentration (ng/m3)","55.0"
"Co_Concentration (ng/m3)","0.000339"
"Ni_Concentration (ng/m3)","0.0675"
"Cu_Concentration (ng/m3)","4.08"
"Zn_Concentration (ng/m3)","12.4"
"Ga_Concentration (ng/m3)","0.0000213"
"Ge_Concentration (ng/m3)","0"
"As_Concentration (ng/m3)","1.18"
"Se_Concentration (ng/m3)","0.0115"
"Br_Concentration (ng/m3)","2.78"
"Sr_Concentration (ng/m3)","1.74"
"Y_Concentration (ng/m3)","0"
"Zr_Concentration (ng/m3)","0"
"Mo_Concentration (ng/m3)","0"
"Pd_Concentration (ng/m3)","16.5"
"Ag_Concentration (ng/m3)","0.00305"
"Cd_Concentration (ng/m3)","0.00285"
"In_Concentration (ng/m3)","0"
"Sn_Concentration (ng/m3)","0"
"Sb_Concentration (ng/m3)","0.00694"
"Te_Concentration (ng/m3)","0.0131"
"Ba_Concentration (ng/m3)","1.61"
"La_Concentration (ng/m3)","0.000250"
"Ce_Concentration (ng/m3)","0.000493"
"Pt_Concentration (ng/m3)","0.0000480"
"Hg_Concentration (ng/m3)","0.000105"
"Tl_Concentration (ng/m3)","0"
"Pb_Concentration (ng/m3)","4.50"
"Bi_Concentration (ng/m3)","0.500"
